year,male,female,total
2019,49250,48327,97577
2020,49163,48341,97504
2021,49061,48346,97407
2022,48949,48344,97293
2023,48824,48325,97149
2024,48686,48294,96980
2025,48559,48280,96839
2026,48418,48248,96666
2027,48260,48205,96465
2028,48080,48136,96216
2029,47878,48051,95929
2030,47658,47937,95595
2031,47412,47804,95216
2032,47144,47647,94791
2033,46854,47470,94324
2034,46542,47273,93815
2035,46251,47102,93353
2036,45935,46901,92836
2037,45592,46673,92265
2038,45230,46417,91647
2039,44842,46138,90980
2040,44429,45826,90255
2041,43997,45491,89488
2042,43543,45137,88680
2043,43073,44757,87830
2044,42592,44356,86948
2045,42141,43986,86127
2046,41675,43589,85264
2047,41197,43167,84364
2048,40701,42720,83421
2049,40199,42256,82455
2050,39694,41774,81468
2051,39184,41280,80464
2052,38671,40770,79441
2053,38156,40260,78416
2054,37642,39741,77383
2055,37162,39259,76421
2056,36682,38772,75454
2057,36204,38279,74483
2058,35720,37775,73495
2059,35235,37264,72499
2060,34745,36746,71491
2061,34254,36231,70485
2062,33763,35715,69478
2063,33263,35196,68459
2064,32765,34683,67448
2065,32291,34192,66483
