year,age_range,male,female,total
2019,0-4,2363,2226,4589
2019,5-9,2799,2533,5332
2019,10-14,2915,2835,5750
2019,15-19,3765,3524,7289
2019,20-24,4369,4185,8554
2019,25-29,4240,3916,8156
2019,30-34,3778,3781,7559
2019,35-39,4270,4640,8910
2019,40-44,4133,4823,8956
2019,45-49,4083,4971,9054
2019,50-54,4402,5041,9443
2019,55-59,4432,4883,9315
2019,60-64,3946,4333,8279
2019,65-69,3157,3749,6906
2019,70-74,1900,2425,4325
2019,75-79,1509,2080,3589
2019,80-84,1065,1535,2600
2019,85-89,603,887,1490
2019,90-94,308,355,663
2019,95-99,54,76,130
2019,100+,9,14,23
2020,0-4,2296,2113,4409
2020,5-9,2856,2653,5509
2020,10-14,2779,2692,5471
2020,15-19,3446,3269,6715
2020,20-24,4413,4166,8579
2020,25-29,4289,3984,8273
2020,30-34,3838,3743,7581
2020,35-39,4192,4467,8659
2020,40-44,4210,4961,9171
2020,45-49,3913,4790,8703
2020,50-54,4466,5063,9529
2020,55-59,4333,4904,9237
2020,60-64,3984,4385,8369
2020,65-69,3411,3985,7396
2020,70-74,2078,2613,4691
2020,75-79,1416,2016,3432
2020,80-84,1086,1578,2664
2020,85-89,616,952,1568
2020,90-94,316,395,711
2020,95-99,67,79,146
2020,100+,0,0,0
2021,0-4,2272,2056,4328
2021,5-9,2831,2670,5501
2021,10-14,2764,2555,5319
2021,15-19,3219,3154,6373
2021,20-24,4275,4007,8282
2021,25-29,4390,4133,8523
2021,30-34,3918,3729,7647
2021,35-39,4047,4229,8276
2021,40-44,4222,4941,9163
2021,45-49,3883,4769,8652
2021,50-54,4326,5073,9399
2021,55-59,4374,4923,9297
2021,60-64,4064,4468,8532
2021,65-69,3489,4046,7535
2021,70-74,2330,2992,5322
2021,75-79,1392,1953,3345
2021,80-84,1111,1617,2728
2021,85-89,619,994,1613
2021,90-94,312,424,736
2021,95-99,81,95,176
2021,100+,0,0,0
2022,0-4,2337,2102,4439
2022,5-9,2648,2528,5176
2022,10-14,2804,2561,5365
2022,15-19,3089,3037,6126
2022,20-24,4087,3766,7853
2022,25-29,4456,4284,8740
2022,30-34,4018,3783,7801
2022,35-39,3903,3979,7882
2022,40-44,4278,4889,9167
2022,45-49,3900,4800,8700
2022,50-54,4231,5024,9255
2022,55-59,4318,4977,9295
2022,60-64,4134,4552,8686
2022,65-69,3513,4023,7536
2022,70-74,2578,3310,5888
2022,75-79,1408,1944,3352
2022,80-84,1114,1684,2798
2022,85-89,622,1047,1669
2022,90-94,314,450,764
2022,95-99,97,110,207
2022,100+,0,0,0
2023,0-4,2397,2183,4580
2023,5-9,2506,2404,4910
2023,10-14,2808,2535,5343
2023,15-19,3031,2936,5967
2023,20-24,3925,3651,7576
2023,25-29,4414,4258,8672
2023,30-34,4100,3854,7954
2023,35-39,3843,3843,7686
2023,40-44,4226,4747,8973
2023,45-49,4002,4828,8830
2023,50-54,4114,4976,9090
2023,55-59,4224,4944,9168
2023,60-64,4196,4710,8906
2023,65-69,3577,4112,7689
2023,70-74,2772,3449,6221
2023,75-79,1465,2026,3491
2023,80-84,1101,1734,2835
2023,85-89,661,1065,1726
2023,90-94,307,472,779
2023,95-99,101,124,225
2023,100+,0,0,0
2024,0-4,2523,2347,4870
2024,5-9,2363,2226,4589
2024,10-14,2799,2533,5332
2024,15-19,2915,2835,5750
2024,20-24,3762,3524,7286
2024,25-29,4352,4185,8537
2024,30-34,4215,3916,8131
2024,35-39,3751,3774,7525
2024,40-44,4217,4615,8832
2024,45-49,4053,4794,8847
2024,50-54,3972,4919,8891
2024,55-59,4239,4968,9207
2024,60-64,4214,4782,8996
2024,65-69,3671,4193,7864
2024,70-74,2826,3542,6368
2024,75-79,1595,2199,3794
2024,80-84,1131,1737,2868
2024,85-89,680,1114,1794
2024,90-94,300,505,805
2024,95-99,107,131,238
2024,100+,0,0,0
2025,0-4,2577,2398,4975
2025,5-9,2296,2113,4409
2025,10-14,2856,2653,5509
2025,15-19,2779,2692,5471
2025,20-24,3446,3269,6715
2025,25-29,4398,4166,8564
2025,30-34,4264,3984,8248
2025,35-39,3813,3740,7553
2025,40-44,4139,4442,8581
2025,45-49,4130,4931,9061
2025,50-54,3807,4741,8548
2025,55-59,4302,4991,9293
2025,60-64,4125,4805,8930
2025,65-69,3712,4246,7958
2025,70-74,3055,3770,6825
2025,75-79,1745,2375,4120
2025,80-84,1062,1686,2748
2025,85-89,698,1155,1853
2025,90-94,309,549,858
2025,95-99,111,149,260
2025,100+,0,0,0
2026,0-4,2619,2439,5058
2026,5-9,2272,2056,4328
2026,10-14,2831,2670,5501
2026,15-19,2764,2555,5319
2026,20-24,3219,3154,6373
2026,25-29,4265,4007,8272
2026,30-34,4365,4133,8498
2026,35-39,3893,3728,7621
2026,40-44,3998,4205,8203
2026,45-49,4142,4912,9054
2026,50-54,3780,4722,8502
2026,55-59,4169,5001,9170
2026,60-64,4165,4826,8991
2026,65-69,3792,4331,8123
2026,70-74,3131,3834,6965
2026,75-79,1960,2722,4682
2026,80-84,1048,1634,2682
2026,85-89,715,1189,1904
2026,90-94,312,577,889
2026,95-99,109,161,270
2026,100+,0,0,0
2027,0-4,2641,2459,5100
2027,5-9,2337,2102,4439
2027,10-14,2648,2528,5176
2027,15-19,2804,2561,5365
2027,20-24,3089,3037,6126
2027,25-29,4081,3766,7847
2027,30-34,4431,4284,8715
2027,35-39,3992,3780,7772
2027,40-44,3857,3957,7814
2027,45-49,4197,4862,9059
2027,50-54,3796,4752,8548
2027,55-59,4080,4954,9034
2027,60-64,4114,4881,8995
2027,65-69,3863,4415,8278
2027,70-74,3156,3818,6974
2027,75-79,2173,3017,5190
2027,80-84,1065,1634,2699
2027,85-89,719,1246,1965
2027,90-94,317,612,929
2027,95-99,110,173,283
2027,100+,0,0,0
2028,0-4,2663,2481,5144
2028,5-9,2397,2183,4580
2028,10-14,2506,2404,4910
2028,15-19,2808,2535,5343
2028,20-24,3031,2936,5967
2028,25-29,3920,3651,7571
2028,30-34,4391,4258,8649
2028,35-39,4073,3850,7923
2028,40-44,3799,3823,7622
2028,45-49,4147,4720,8867
2028,50-54,3896,4780,8676
2028,55-59,3967,4908,8875
2028,60-64,4028,4849,8877
2028,65-69,3926,4570,8496
2028,70-74,3218,3907,7125
2028,75-79,2338,3143,5481
2028,80-84,1114,1714,2828
2028,85-89,714,1281,1995
2028,90-94,338,625,963
2028,95-99,109,184,293
2028,100+,0,0,0
2029,0-4,2676,2493,5169
2029,5-9,2523,2347,4870
2029,10-14,2363,2226,4589
2029,15-19,2799,2533,5332
2029,20-24,2915,2835,5750
2029,25-29,3759,3524,7283
2029,30-34,4332,4185,8517
2029,35-39,4188,3911,8099
2029,40-44,3708,3754,7462
2029,45-49,4139,4587,8726
2029,50-54,3947,4748,8695
2029,55-59,3831,4853,8684
2029,60-64,4044,4875,8919
2029,65-69,3945,4643,8588
2029,70-74,3307,3985,7292
2029,75-79,2385,3232,5617
2029,80-84,1224,1871,3095
2029,85-89,736,1285,2021
2029,90-94,349,658,1007
2029,95-99,106,200,306
2029,100+,0,0,0
2030,0-4,2679,2497,5176
2030,5-9,2577,2398,4975
2030,10-14,2296,2113,4409
2030,15-19,2856,2653,5509
2030,20-24,2779,2692,5471
2030,25-29,3445,3269,6714
2030,30-34,4377,4166,8543
2030,35-39,4237,3979,8216
2030,40-44,3769,3718,7487
2030,45-49,4062,4414,8476
2030,50-54,4022,4885,8907
2030,55-59,3672,4677,8349
2030,60-64,4102,4898,9000
2030,65-69,3859,4665,8524
2030,70-74,3347,4035,7382
2030,75-79,2578,3439,6017
2030,80-84,1335,2020,3355
2030,85-89,688,1243,1931
2030,90-94,359,683,1042
2030,95-99,109,219,328
2030,100+,0,0,0
2031,0-4,2671,2489,5160
2031,5-9,2619,2439,5058
2031,10-14,2272,2056,4328
2031,15-19,2831,2670,5501
2031,20-24,2764,2555,5319
2031,25-29,3219,3154,6373
2031,30-34,4244,4007,8251
2031,35-39,4337,4125,8462
2031,40-44,3848,3705,7553
2031,45-49,3923,4178,8101
2031,50-54,4034,4866,8900
2031,55-59,3647,4659,8306
2031,60-64,3977,4908,8885
2031,65-69,3900,4684,8584
2031,70-74,3419,4116,7535
2031,75-79,2642,3498,6140
2031,80-84,1498,2312,3810
2031,85-89,680,1202,1882
2031,90-94,367,701,1068
2031,95-99,110,229,339
2031,100+,0,0,0
2032,0-4,2651,2471,5122
2032,5-9,2641,2459,5100
2032,10-14,2337,2102,4439
2032,15-19,2648,2528,5176
2032,20-24,2804,2561,5365
2032,25-29,3089,3037,6126
2032,30-34,4062,3766,7828
2032,35-39,4403,4274,8677
2032,40-44,3945,3757,7702
2032,45-49,3785,3932,7717
2032,50-54,4088,4815,8903
2032,55-59,3663,4690,8353
2032,60-64,3891,4861,8752
2032,65-69,3850,4737,8587
2032,70-74,3482,4196,7678
2032,75-79,2662,3483,6145
2032,80-84,1659,2564,4223
2032,85-89,692,1209,1901
2032,90-94,368,736,1104
2032,95-99,112,243,355
2032,100+,0,0,0
2033,0-4,2622,2444,5066
2033,5-9,2663,2481,5144
2033,10-14,2397,2183,4580
2033,15-19,2506,2404,4910
2033,20-24,2808,2535,5343
2033,25-29,3031,2936,5967
2033,30-34,3904,3651,7555
2033,35-39,4363,4247,8610
2033,40-44,4025,3826,7851
2033,45-49,3729,3798,7527
2033,50-54,4038,4675,8713
2033,55-59,3760,4718,8478
2033,60-64,3783,4816,8599
2033,65-69,3768,4708,8476
2033,70-74,3539,4343,7882
2033,75-79,2716,3561,6277
2033,80-84,1782,2665,4447
2033,85-89,726,1275,2001
2033,90-94,366,752,1118
2033,95-99,119,244,363
2033,100+,0,0,0
2034,0-4,2587,2412,4999
2034,5-9,2676,2493,5169
2034,10-14,2523,2347,4870
2034,15-19,2363,2226,4589
2034,20-24,2799,2533,5332
2034,25-29,2915,2835,5750
2034,30-34,3745,3524,7269
2034,35-39,4304,4174,8478
2034,40-44,4139,3887,8026
2034,45-49,3640,3729,7369
2034,50-54,4031,4544,8575
2034,55-59,3809,4687,8496
2034,60-64,3653,4762,8415
2034,65-69,3784,4732,8516
2034,70-74,3554,4409,7963
2034,75-79,2789,3631,6420
2034,80-84,1817,2738,4555
2034,85-89,805,1399,2204
2034,90-94,377,755,1132
2034,95-99,123,258,381
2034,100+,0,0,0
2035,0-4,2544,2373,4917
2035,5-9,2679,2497,5176
2035,10-14,2577,2398,4975
2035,15-19,2296,2113,4409
2035,20-24,2856,2653,5509
2035,25-29,2779,2692,5471
2035,30-34,3435,3269,6704
2035,35-39,4350,4157,8507
2035,40-44,4189,3954,8143
2035,45-49,3700,3693,7393
2035,50-54,3958,4375,8333
2035,55-59,3884,4823,8707
2035,60-64,3507,4593,8100
2035,65-69,3845,4759,8604
2035,70-74,3486,4438,7924
2035,75-79,2836,3689,6525
2035,80-84,1973,2923,4896
2035,85-89,881,1519,2400
2035,90-94,353,739,1092
2035,95-99,130,275,405
2035,100+,0,0,0
2036,0-4,2493,2327,4820
2036,5-9,2671,2489,5160
2036,10-14,2619,2439,5058
2036,15-19,2272,2056,4328
2036,20-24,2831,2670,5501
2036,25-29,2764,2555,5319
2036,30-34,3212,3154,6366
2036,35-39,4218,4002,8220
2036,40-44,4289,4100,8389
2036,45-49,3778,3680,7458
2036,50-54,3823,4142,7965
2036,55-59,3899,4807,8706
2036,60-64,3487,4578,8065
2036,65-69,3732,4775,8507
2036,70-74,3533,4463,7996
2036,75-79,2906,3776,6682
2036,80-84,2033,2989,5022
2036,85-89,996,1751,2747
2036,90-94,353,720,1073
2036,95-99,133,288,421
2036,100+,0,0,0
2037,0-4,2439,2278,4717
2037,5-9,2651,2471,5122
2037,10-14,2641,2459,5100
2037,15-19,2337,2102,4439
2037,20-24,2648,2528,5176
2037,25-29,2804,2561,5365
2037,30-34,3085,3037,6122
2037,35-39,4037,3765,7802
2037,40-44,4355,4249,8604
2037,45-49,3874,3732,7606
2037,50-54,3689,3898,7587
2037,55-59,3953,4758,8711
2037,60-64,3505,4611,8116
2037,65-69,3656,4733,8389
2037,70-74,3494,4520,8014
2037,75-79,2969,3858,6827
2037,80-84,2057,2989,5046
2037,85-89,1108,1955,3063
2037,90-94,365,740,1105
2037,95-99,135,309,444
2037,100+,0,0,0
2038,0-4,2381,2225,4606
2038,5-9,2622,2444,5066
2038,10-14,2663,2481,5144
2038,15-19,2397,2183,4580
2038,20-24,2506,2404,4910
2038,25-29,2808,2535,5343
2038,30-34,3028,2936,5964
2038,35-39,3880,3650,7530
2038,40-44,4316,4225,8541
2038,45-49,3954,3801,7755
2038,50-54,3634,3767,7401
2038,55-59,3906,4620,8526
2038,60-64,3602,4640,8242
2038,65-69,3559,4693,8252
2038,70-74,3427,4499,7926
2038,75-79,3026,4000,7026
2038,80-84,2107,3064,5171
2038,85-89,1196,2037,3233
2038,90-94,387,793,1180
2038,95-99,137,319,456
2038,100+,0,0,0
2039,0-4,2319,2169,4488
2039,5-9,2587,2412,4999
2039,10-14,2676,2493,5169
2039,15-19,2523,2347,4870
2039,20-24,2363,2226,4589
2039,25-29,2799,2533,5332
2039,30-34,2913,2835,5748
2039,35-39,3722,3522,7244
2039,40-44,4259,4155,8414
2039,45-49,4066,3862,7928
2039,50-54,3548,3700,7248
2039,55-59,3900,4490,8390
2039,60-64,3653,4610,8263
2039,65-69,3444,4645,8089
2039,70-74,3446,4529,7975
2039,75-79,3046,4069,7115
2039,80-84,2170,3134,5304
2039,85-89,1226,2101,3327
2039,90-94,437,885,1322
2039,95-99,145,323,468
2039,100+,0,0,0
2040,0-4,2260,2114,4374
2040,5-9,2544,2373,4917
2040,10-14,2679,2497,5176
2040,15-19,2577,2398,4975
2040,20-24,2296,2113,4409
2040,25-29,2856,2653,5509
2040,30-34,2777,2692,5469
2040,35-39,3413,3268,6681
2040,40-44,4305,4138,8443
2040,45-49,4115,3929,8044
2040,50-54,3606,3666,7272
2040,55-59,3830,4322,8152
2040,60-64,3725,4744,8469
2040,65-69,3306,4479,7785
2040,70-74,3501,4556,8057
2040,75-79,2986,4094,7080
2040,80-84,2209,3187,5396
2040,85-89,1329,2238,3567
2040,90-94,474,960,1434
2040,95-99,135,314,449
2040,100+,0,0,0
2041,0-4,2201,2059,4260
2041,5-9,2493,2327,4820
2041,10-14,2671,2489,5160
2041,15-19,2619,2439,5058
2041,20-24,2272,2056,4328
2041,25-29,2831,2670,5501
2041,30-34,2761,2555,5316
2041,35-39,3191,3154,6345
2041,40-44,4175,3983,8158
2041,45-49,4213,4075,8288
2041,50-54,3682,3654,7336
2041,55-59,3700,4092,7792
2041,60-64,3741,4728,8469
2041,65-69,3290,4465,7755
2041,70-74,3399,4572,7971
2041,75-79,3029,4118,7147
2041,80-84,2266,3264,5530
2041,85-89,1369,2290,3659
2041,90-94,537,1103,1640
2041,95-99,134,303,437
2041,100+,0,0,0
2042,0-4,2145,2006,4151
2042,5-9,2439,2278,4717
2042,10-14,2651,2471,5122
2042,15-19,2641,2459,5100
2042,20-24,2337,2102,4439
2042,25-29,2648,2528,5176
2042,30-34,2802,2561,5363
2042,35-39,3064,3037,6101
2042,40-44,3996,3747,7743
2042,45-49,4278,4224,8502
2042,50-54,3777,3705,7482
