year,male,female,total
2019,58100,62812,120912
2020,57986,62791,120777
2021,57860,62774,120634
2022,57728,62738,120466
2023,57584,62679,120263
2024,57432,62604,120036
2025,57301,62555,119856
2026,57155,62489,119644
2027,57000,62401,119401
2028,56836,62292,119128
2029,56649,62161,118810
2030,56439,62002,118441
2031,56208,61814,118022
2032,55952,61603,117555
2033,55678,61362,117040
2034,55378,61093,116471
2035,55116,60868,115984
2036,54814,60616,115430
2037,54488,60328,114816
2038,54136,60010,114146
2039,53759,59655,113414
2040,53358,59273,112631
2041,52928,58859,111787
2042,52480,58408,110888
2043,52008,57934,109942
2044,51514,57435,108949
2045,51065,56984,108049
2046,50589,56502,107091
2047,50092,55980,106072
2048,49581,55429,105010
2049,49051,54846,103897
2050,48517,54256,102773
2051,47972,53632,101604
2052,47418,52992,100410
2053,46856,52349,99205
2054,46299,51692,97991
2055,45772,51076,96848
2056,45244,50449,95693
2057,44711,49810,94521
2058,44170,49163,93333
2059,43636,48507,92143
2060,43097,47838,90935
2061,42561,47164,89725
2062,42022,46490,88512
2063,41478,45807,87285
2064,40937,45127,86064
2065,40425,44489,84914
