year,male,female,total
2019,71765,75095,146860
2020,71706,75161,146867
2021,71634,75208,146842
2022,71537,75232,146769
2023,71431,75237,146668
2024,71299,75215,146514
2025,71195,75224,146419
2026,71075,75205,146280
2027,70939,75165,146104
2028,70777,75097,145874
2029,70585,75001,145586
2030,70371,74879,145250
2031,70131,74730,144861
2032,69862,74548,144410
2033,69561,74332,143893
2034,69229,74086,143315
2035,68931,73881,142812
2036,68602,73640,142242
2037,68237,73362,141599
2038,67833,73047,140880
2039,67401,72700,140101
2040,66938,72312,139250
2041,66445,71892,138337
2042,65924,71437,137361
2043,65379,70941,136320
2044,64804,70408,135212
2045,64269,69919,134188
2046,63705,69395,133100
2047,63112,68827,131939
2048,62494,68222,130716
2049,61856,67576,129432
2050,61210,66905,128115
2051,60541,66200,126741
2052,59857,65474,125331
2053,59164,64732,123896
2054,58465,63964,122429
2055,57809,63256,121065
2056,57140,62519,119659
2057,56466,61769,118235
2058,55784,60998,116782
2059,55104,60219,115323
2060,54415,59427,113842
2061,53725,58617,112342
2062,53026,57796,110822
2063,52327,56967,109294
2064,51620,56140,107760
2065,50948,55356,106304
