year,male,female,total
2019,7643,6679,14322
2020,7592,6651,14243
2021,7539,6620,14159
2022,7480,6586,14066
2023,7416,6550,13966
2024,7349,6511,13860
2025,7289,6477,13766
2026,7229,6443,13672
2027,7169,6402,13571
2028,7105,6361,13466
2029,7041,6320,13361
2030,6974,6275,13249
2031,6904,6228,13132
2032,6830,6179,13009
2033,6754,6128,12882
2034,6674,6075,12749
2035,6602,6031,12633
2036,6525,5983,12508
2037,6446,5936,12382
2038,6364,5884,12248
2039,6279,5830,12109
2040,6188,5775,11963
2041,6096,5718,11814
2042,6002,5657,11659
2043,5901,5594,11495
2044,5794,5533,11327
2045,5697,5478,11175
2046,5600,5424,11024
2047,5501,5366,10867
2048,5402,5307,10709
2049,5302,5248,10550
2050,5203,5188,10391
2051,5103,5125,10228
2052,5007,5064,10071
2053,4915,5002,9917
2054,4824,4940,9764
2055,4738,4883,9621
2056,4657,4831,9488
2057,4578,4778,9356
2058,4497,4720,9217
2059,4413,4658,9071
2060,4332,4592,8924
2061,4254,4528,8782
2062,4179,4463,8642
2063,4104,4397,8501
2064,4032,4328,8360
2065,3962,4260,8222
