year,male,female,total
2019,6081,5200,11281
2020,6048,5185,11233
2021,6013,5172,11185
2022,5980,5161,11141
2023,5945,5148,11093
2024,5911,5134,11045
2025,5879,5121,11000
2026,5843,5105,10948
2027,5806,5089,10895
2028,5765,5071,10836
2029,5723,5051,10774
2030,5679,5029,10708
2031,5633,5004,10637
2032,5583,4980,10563
2033,5531,4951,10482
2034,5477,4920,10397
2035,5427,4895,10322
2036,5370,4865,10235
2037,5309,4831,10140
2038,5242,4794,10036
2039,5173,4754,9927
2040,5102,4713,9815
2041,5028,4670,9698
2042,4952,4625,9577
2043,4876,4575,9451
2044,4798,4525,9323
2045,4723,4478,9201
2046,4647,4429,9076
2047,4573,4379,8952
2048,4498,4324,8822
2049,4420,4271,8691
2050,4341,4213,8554
2051,4260,4155,8415
2052,4180,4097,8277
2053,4102,4038,8140
2054,4022,3979,8001
2055,3950,3929,7879
2056,3882,3875,7757
2057,3813,3824,7637
2058,3746,3773,7519
2059,3681,3719,7400
2060,3617,3667,7284
2061,3555,3612,7167
2062,3492,3558,7050
2063,3430,3504,6934
2064,3369,3448,6817
2065,3313,3393,6706
