year,male,female,total
2019,2907,2630,5537
2020,2906,2637,5543
2021,2901,2642,5543
2022,2894,2646,5540
2023,2883,2648,5531
2024,2873,2650,5523
2025,2864,2653,5517
2026,2852,2650,5502
2027,2841,2648,5489
2028,2829,2644,5473
2029,2816,2636,5452
2030,2804,2628,5432
2031,2788,2618,5406
2032,2775,2606,5381
2033,2760,2596,5356
2034,2748,2586,5334
2035,2735,2579,5314
2036,2723,2570,5293
2037,2707,2557,5264
2038,2690,2544,5234
2039,2672,2532,5204
2040,2646,2519,5165
2041,2620,2505,5125
2042,2593,2488,5081
2043,2565,2469,5034
2044,2537,2451,4988
2045,2515,2438,4953
2046,2490,2419,4909
2047,2461,2400,4861
2048,2432,2379,4811
2049,2404,2355,4759
2050,2375,2329,4704
2051,2345,2303,4648
2052,2314,2278,4592
2053,2287,2250,4537
2054,2259,2225,4484
2055,2234,2199,4433
2056,2208,2170,4378
2057,2180,2145,4325
2058,2150,2118,4268
2059,2121,2088,4209
2060,2089,2061,4150
2061,2057,2032,4089
2062,2024,2003,4027
2063,1992,1975,3967
2064,1957,1947,3904
2065,1926,1920,3846
