year,male,female,total
2019,8150,6996,15146
2020,8077,6943,15020
2021,8004,6886,14890
2022,7932,6829,14761
2023,7856,6773,14629
2024,7780,6715,14495
2025,7707,6664,14371
2026,7630,6607,14237
2027,7553,6549,14102
2028,7475,6496,13971
2029,7393,6441,13834
2030,7309,6384,13693
2031,7221,6328,13549
2032,7129,6267,13396
2033,7032,6206,13238
2034,6933,6145,13078
2035,6841,6091,12932
2036,6748,6037,12785
2037,6651,5980,12631
2038,6550,5922,12472
2039,6446,5858,12304
2040,6343,5791,12134
2041,6235,5725,11960
2042,6122,5656,11778
2043,6008,5589,11597
2044,5894,5517,11411
2045,5788,5454,11242
2046,5679,5390,11069
2047,5571,5323,10894
2048,5458,5249,10707
2049,5345,5178,10523
2050,5235,5112,10347
2051,5126,5041,10167
2052,5018,4973,9991
2053,4914,4900,9814
2054,4807,4835,9642
2055,4714,4777,9491
2056,4616,4714,9330
2057,4524,4652,9176
2058,4432,4590,9022
2059,4345,4526,8871
2060,4262,4460,8722
2061,4179,4393,8572
2062,4098,4326,8424
2063,4016,4257,8273
2064,3935,4188,8123
2065,3862,4121,7983
