year,male,female,total
2019,26940,26812,53752
2020,26907,26832,53739
2021,26865,26853,53718
2022,26819,26862,53681
2023,26761,26864,53625
2024,26695,26858,53553
2025,26636,26857,53493
2026,26567,26845,53412
2027,26492,26824,53316
2028,26401,26789,53190
2029,26299,26748,53047
2030,26179,26693,52872
2031,26043,26617,52660
2032,25893,26528,52421
2033,25729,26422,52151
2034,25552,26304,51856
2035,25382,26202,51584
2036,25195,26081,51276
2037,24998,25945,50943
2038,24787,25793,50580
2039,24559,25622,50181
2040,24317,25433,49750
2041,24063,25232,49295
2042,23799,25012,48811
2043,23525,24781,48306
2044,23245,24534,47779
2045,22982,24303,47285
2046,22711,24060,46771
2047,22431,23806,46237
2048,22140,23533,45673
2049,21846,23250,45096
2050,21546,22962,44508
2051,21246,22663,43909
2052,20941,22358,43299
2053,20639,22052,42691
2054,20334,21748,42082
2055,20053,21470,41523
2056,19770,21186,40956
2057,19485,20904,40389
2058,19201,20610,39811
2059,18912,20316,39228
2060,18631,20018,38649
2061,18352,19723,38075
2062,18073,19429,37502
2063,17791,19137,36928
2064,17508,18849,36357
2065,17240,18580,35820
