year,male,female,total
2019,23791,23147,46938
2020,23729,23141,46870
2021,23666,23132,46798
2022,23594,23117,46711
2023,23520,23094,46614
2024,23437,23064,46501
2025,23363,23042,46405
2026,23275,23008,46283
2027,23183,22968,46151
2028,23076,22918,45994
2029,22961,22856,45817
2030,22832,22778,45610
2031,22685,22689,45374
2032,22528,22588,45116
2033,22358,22471,44829
2034,22170,22340,44510
2035,21994,22222,44216
2036,21804,22083,43887
2037,21602,21936,43538
2038,21376,21773,43149
2039,21143,21594,42737
2040,20897,21402,42299
2041,20639,21193,41832
2042,20372,20977,41349
2043,20098,20750,40848
2044,19813,20510,40323
2045,19547,20291,39838
2046,19277,20058,39335
2047,18999,19815,38814
2048,18717,19566,38283
2049,18437,19307,37744
2050,18154,19041,37195
2051,17862,18771,36633
2052,17574,18495,36069
2053,17289,18220,35509
2054,17009,17949,34958
2055,16747,17697,34444
2056,16482,17442,33924
2057,16226,17184,33410
2058,15965,16921,32886
2059,15707,16660,32367
2060,15447,16399,31846
2061,15183,16136,31319
2062,14927,15873,30800
2063,14667,15611,30278
2064,14413,15354,29767
2065,14169,15107,29276
