year,male,female,total
2019,17068,15183,32251
2020,17011,15178,32189
2021,16959,15168,32127
2022,16905,15156,32061
2023,16848,15144,31992
2024,16779,15131,31910
2025,16721,15122,31843
2026,16656,15106,31762
2027,16587,15084,31671
2028,16515,15061,31576
2029,16431,15032,31463
2030,16338,14993,31331
2031,16242,14944,31186
2032,16135,14891,31026
2033,16019,14833,30852
2034,15893,14762,30655
2035,15774,14699,30473
2036,15648,14627,30275
2037,15510,14547,30057
2038,15359,14456,29815
2039,15206,14361,29567
2040,15040,14257,29297
2041,14873,14148,29021
2042,14697,14030,28727
2043,14517,13910,28427
2044,14327,13781,28108
2045,14151,13663,27814
2046,13965,13543,27508
2047,13777,13409,27186
2048,13588,13266,26854
2049,13392,13116,26508
2050,13193,12961,26154
2051,12992,12801,25793
2052,12795,12638,25433
2053,12596,12476,25072
2054,12399,12313,24712
2055,12216,12166,24382
2056,12035,12016,24051
2057,11855,11864,23719
2058,11676,11711,23387
2059,11494,11557,23051
2060,11312,11397,22709
2061,11132,11235,22367
2062,10951,11076,22027
2063,10768,10913,21681
2064,10586,10754,21340
2065,10410,10597,21007
