year,male,female,total
2019,3854,3808,7662
2020,3858,3826,7684
2021,3862,3842,7704
2022,3861,3856,7717
2023,3863,3872,7735
2024,3863,3883,7746
2025,3865,3895,7760
2026,3866,3904,7770
2027,3861,3908,7769
2028,3859,3908,7767
2029,3855,3908,7763
2030,3852,3909,7761
2031,3848,3907,7755
2032,3843,3904,7747
2033,3837,3899,7736
2034,3827,3894,7721
2035,3822,3893,7715
2036,3811,3886,7697
2037,3799,3880,7679
2038,3783,3870,7653
2039,3765,3859,7624
2040,3744,3841,7585
2041,3719,3823,7542
2042,3693,3805,7498
2043,3663,3787,7450
2044,3634,3767,7401
2045,3607,3749,7356
2046,3578,3727,7305
2047,3546,3702,7248
2048,3515,3674,7189
2049,3486,3645,7131
2050,3452,3613,7065
2051,3418,3580,6998
2052,3384,3547,6931
2053,3351,3512,6863
2054,3316,3476,6792
2055,3282,3444,6726
2056,3246,3408,6654
2057,3208,3373,6581
2058,3170,3337,6507
2059,3129,3297,6426
2060,3089,3257,6346
2061,3050,3218,6268
2062,3008,3174,6182
2063,2967,3132,6099
2064,2926,3086,6012
2065,2888,3040,5928
