year,male,female,total
2019,4183,3520,7703
2020,4163,3514,7677
2021,4143,3507,7650
2022,4126,3500,7626
2023,4107,3489,7596
2024,4086,3476,7562
2025,4067,3467,7534
2026,4044,3458,7502
2027,4020,3447,7467
2028,3991,3437,7428
2029,3962,3421,7383
2030,3932,3404,7336
2031,3899,3386,7285
2032,3865,3370,7235
2033,3829,3351,7180
2034,3788,3330,7118
2035,3751,3312,7063
2036,3710,3290,7000
2037,3664,3266,6930
2038,3618,3242,6860
2039,3571,3217,6788
2040,3519,3187,6706
2041,3467,3159,6626
2042,3415,3129,6544
2043,3364,3099,6463
2044,3311,3069,6380
2045,3259,3040,6299
2046,3207,3011,6218
2047,3151,2979,6130
2048,3098,2946,6044
2049,3046,2910,5956
2050,2995,2875,5870
2051,2940,2839,5779
2052,2885,2799,5684
2053,2829,2759,5588
2054,2776,2718,5494
2055,2725,2682,5407
2056,2674,2641,5315
2057,2621,2601,5222
2058,2567,2562,5129
2059,2513,2521,5034
2060,2462,2480,4942
2061,2410,2442,4852
2062,2360,2400,4760
2063,2310,2363,4673
2064,2262,2323,4585
2065,2217,2287,4504
