year,male,female,total
2019,2444,2429,4873
2020,2456,2443,4899
2021,2464,2453,4917
2022,2470,2463,4933
2023,2471,2468,4939
2024,2471,2472,4943
2025,2472,2477,4949
2026,2468,2477,4945
2027,2464,2475,4939
2028,2456,2472,4928
2029,2449,2466,4915
2030,2437,2461,4898
2031,2425,2452,4877
2032,2412,2443,4855
2033,2400,2433,4833
2034,2386,2421,4807
2035,2377,2414,4791
2036,2364,2401,4765
2037,2350,2389,4739
2038,2334,2374,4708
2039,2317,2359,4676
2040,2295,2345,4640
2041,2275,2329,4604
2042,2253,2314,4567
2043,2231,2295,4526
2044,2207,2275,4482
2045,2188,2260,4448
2046,2168,2242,4410
2047,2146,2222,4368
2048,2123,2201,4324
2049,2098,2181,4279
2050,2074,2156,4230
2051,2050,2130,4180
2052,2024,2103,4127
2053,2002,2077,4079
2054,1978,2050,4028
2055,1957,2026,3983
2056,1932,2000,3932
2057,1904,1971,3875
2058,1875,1944,3819
2059,1846,1914,3760
2060,1819,1884,3703
2061,1788,1854,3642
2062,1758,1824,3582
2063,1725,1794,3519
2064,1692,1768,3460
2065,1663,1745,3408
