year,male,female,total
2019,16932,15281,32213
2020,16883,15254,32137
2021,16832,15229,32061
2022,16774,15204,31978
2023,16710,15176,31886
2024,16640,15141,31781
2025,16575,15114,31689
2026,16506,15086,31592
2027,16432,15052,31484
2028,16354,15010,31364
2029,16268,14965,31233
2030,16176,14914,31090
2031,16073,14857,30930
2032,15959,14791,30750
2033,15838,14723,30561
2034,15709,14645,30354
2035,15594,14579,30173
2036,15464,14505,29969
2037,15328,14420,29748
2038,15180,14336,29516
2039,15031,14243,29274
2040,14872,14144,29016
2041,14710,14042,28752
2042,14544,13933,28477
2043,14375,13823,28198
2044,14203,13707,27910
2045,14041,13605,27646
2046,13877,13499,27376
2047,13707,13389,27096
2048,13538,13272,26810
2049,13367,13156,26523
2050,13196,13033,26229
2051,13021,12905,25926
2052,12843,12772,25615
2053,12664,12637,25301
2054,12488,12502,24990
2055,12323,12375,24698
2056,12155,12243,24398
2057,11988,12113,24101
2058,11819,11977,23796
2059,11650,11839,23489
2060,11475,11692,23167
2061,11301,11544,22845
2062,11125,11396,22521
2063,10948,11245,22193
2064,10765,11088,21853
2065,10585,10943,21528
