year,male,female,total
2019,21160,20106,41266
2020,21083,20094,41177
2021,21002,20081,41083
2022,20917,20058,40975
2023,20828,20036,40864
2024,20739,20009,40748
2025,20655,19983,40638
2026,20563,19952,40515
2027,20465,19913,40378
2028,20359,19864,40223
2029,20249,19810,40059
2030,20132,19744,39876
2031,20015,19674,39689
2032,19883,19595,39478
2033,19744,19507,39251
2034,19596,19410,39006
2035,19463,19330,38793
2036,19318,19234,38552
2037,19166,19129,38295
2038,19002,19015,38017
2039,18824,18889,37713
2040,18642,18754,37396
2041,18446,18609,37055
2042,18250,18456,36706
2043,18050,18298,36348
2044,17842,18128,35970
2045,17650,17978,35628
2046,17457,17822,35279
2047,17257,17653,34910
2048,17052,17477,34529
2049,16842,17292,34134
2050,16634,17111,33745
2051,16423,16920,33343
2052,16205,16725,32930
2053,15988,16529,32517
2054,15771,16330,32101
2055,15568,16151,31719
2056,15366,15966,31332
2057,15166,15778,30944
2058,14959,15588,30547
2059,14750,15396,30146
2060,14538,15197,29735
2061,14327,14998,29325
2062,14116,14798,28914
2063,13903,14598,28501
2064,13690,14390,28080
2065,13482,14204,27686
