year,male,female,total
2019,13931,13078,27009
2020,13900,13070,26970
2021,13868,13060,26928
2022,13834,13050,26884
2023,13791,13032,26823
2024,13740,13015,26755
2025,13698,13002,26700
2026,13653,12987,26640
2027,13609,12971,26580
2028,13560,12952,26512
2029,13505,12925,26430
2030,13442,12895,26337
2031,13376,12864,26240
2032,13301,12825,26126
2033,13218,12781,25999
2034,13128,12733,25861
2035,13046,12690,25736
2036,12954,12642,25596
2037,12853,12593,25446
2038,12749,12534,25283
2039,12633,12466,25099
2040,12515,12395,24910
2041,12391,12321,24712
2042,12264,12241,24505
2043,12135,12157,24292
2044,12001,12067,24068
2045,11874,11986,23860
2046,11742,11903,23645
2047,11608,11811,23419
2048,11473,11716,23189
2049,11336,11610,22946
2050,11197,11509,22706
2051,11054,11401,22455
2052,10913,11290,22203
2053,10769,11178,21947
2054,10628,11059,21687
2055,10494,10951,21445
2056,10357,10838,21195
2057,10225,10722,20947
2058,10089,10607,20696
2059,9951,10488,20439
2060,9811,10364,20175
2061,9675,10238,19913
2062,9538,10110,19648
2063,9397,9978,19375
2064,9255,9848,19103
2065,9123,9726,18849
