year,male,female,total
2019,11703,11065,22768
2020,11655,11048,22703
2021,11607,11036,22643
2022,11557,11016,22573
2023,11507,10996,22503
2024,11455,10975,22430
2025,11405,10958,22363
2026,11351,10939,22290
2027,11294,10921,22215
2028,11235,10897,22132
2029,11169,10871,22040
2030,11098,10839,21937
2031,11026,10800,21826
2032,10945,10754,21699
2033,10853,10704,21557
2034,10756,10649,21405
2035,10669,10600,21269
2036,10570,10548,21118
2037,10465,10488,20953
2038,10353,10420,20773
2039,10236,10344,20580
2040,10110,10259,20369
2041,9980,10166,20146
2042,9847,10069,19916
2043,9708,9964,19672
2044,9567,9857,19424
2045,9433,9758,19191
2046,9299,9656,18955
2047,9161,9548,18709
2048,9022,9436,18458
2049,8881,9319,18200
2050,8745,9198,17943
2051,8610,9075,17685
2052,8472,8952,17424
2053,8337,8825,17162
2054,8208,8695,16903
2055,8087,8581,16668
2056,7965,8463,16428
2057,7841,8342,16183
2058,7717,8217,15934
2059,7594,8093,15687
2060,7471,7965,15436
2061,7352,7841,15193
2062,7236,7720,14956
2063,7119,7594,14713
2064,7004,7471,14475
2065,6895,7358,14253
