year,male,female,total
2019,11846,11853,23699
2020,11830,11861,23691
2021,11814,11869,23683
2022,11793,11872,23665
2023,11770,11875,23645
2024,11743,11874,23617
2025,11721,11875,23596
2026,11691,11876,23567
2027,11656,11873,23529
2028,11621,11863,23484
2029,11582,11848,23430
2030,11533,11827,23360
2031,11472,11794,23266
2032,11402,11755,23157
2033,11329,11710,23039
2034,11246,11652,22898
2035,11172,11602,22774
2036,11086,11543,22629
2037,10994,11478,22472
2038,10894,11397,22291
2039,10786,11315,22101
2040,10669,11224,21893
2041,10548,11123,21671
2042,10420,11017,21437
2043,10286,10905,21191
2044,10150,10786,20936
2045,10024,10676,20700
2046,9895,10560,20455
2047,9761,10437,20198
2048,9625,10308,19933
2049,9485,10175,19660
2050,9345,10038,19383
2051,9205,9894,19099
2052,9066,9746,18812
2053,8926,9596,18522
2054,8785,9442,18227
2055,8656,9298,17954
2056,8525,9153,17678
2057,8393,9004,17397
2058,8262,8856,17118
2059,8134,8707,16841
2060,8008,8556,16564
2061,7881,8410,16291
2062,7756,8265,16021
2063,7634,8120,15754
2064,7510,7974,15484
2065,7395,7837,15232
