year,male,female,total
2019,43499,43281,86780
2020,43533,43398,86931
2021,43555,43512,87067
2022,43562,43608,87170
2023,43553,43691,87244
2024,43523,43761,87284
2025,43503,43833,87336
2026,43475,43902,87377
2027,43429,43951,87380
2028,43362,43979,87341
2029,43277,43987,87264
2030,43169,43977,87146
2031,43041,43941,86982
2032,42886,43883,86769
2033,42711,43801,86512
2034,42511,43700,86211
2035,42323,43613,85936
2036,42115,43502,85617
2037,41882,43364,85246
2038,41628,43203,84831
2039,41350,43017,84367
2040,41052,42800,83852
2041,40735,42561,83296
2042,40401,42298,82699
2043,40046,42012,82058
2044,39676,41703,81379
2045,39328,41417,80745
2046,38965,41106,80071
2047,38584,40769,79353
2048,38186,40405,78591
2049,37777,40022,77799
2050,37359,39618,76977
2051,36929,39196,76125
2052,36493,38754,75247
2053,36052,38301,74353
2054,35605,37840,73445
2055,35180,37416,72596
2056,34747,36963,71710
2057,34312,36507,70819
2058,33870,36044,69914
2059,33421,35574,68995
2060,32969,35098,68067
2061,32515,34619,67134
2062,32056,34138,66194
2063,31591,33645,65236
2064,31129,33155,64284
2065,30674,32690,63364
