year,male,female,total
2019,2486,2116,4602
2020,2496,2129,4625
2021,2503,2143,4646
2022,2506,2155,4661
2023,2504,2166,4670
2024,2500,2173,4673
2025,2500,2183,4683
2026,2498,2193,4691
2027,2490,2200,4690
2028,2482,2204,4686
2029,2474,2205,4679
2030,2461,2204,4665
2031,2449,2201,4650
2032,2439,2199,4638
2033,2427,2196,4623
2034,2413,2189,4602
2035,2401,2190,4591
2036,2387,2182,4569
2037,2373,2170,4543
2038,2357,2158,4515
2039,2341,2145,4486
2040,2322,2132,4454
2041,2302,2119,4421
2042,2283,2104,4387
2043,2262,2092,4354
2044,2240,2080,4320
2045,2221,2071,4292
2046,2197,2061,4258
2047,2174,2047,4221
2048,2149,2031,4180
2049,2125,2015,4140
2050,2100,1995,4095
2051,2072,1975,4047
2052,2044,1952,3996
2053,2017,1929,3946
2054,1988,1903,3891
2055,1965,1879,3844
2056,1941,1855,3796
2057,1915,1832,3747
2058,1886,1812,3698
2059,1859,1788,3647
2060,1830,1764,3594
2061,1801,1741,3542
2062,1768,1718,3486
2063,1736,1695,3431
2064,1704,1671,3375
2065,1673,1650,3323
