year,male,female,total
2019,7916,6666,14582
2020,7897,6672,14569
2021,7876,6673,14549
2022,7849,6674,14523
2023,7817,6673,14490
2024,7785,6673,14458
2025,7759,6674,14433
2026,7732,6674,14406
2027,7699,6675,14374
2028,7666,6673,14339
2029,7629,6671,14300
2030,7586,6665,14251
2031,7540,6656,14196
2032,7487,6643,14130
2033,7430,6626,14056
2034,7366,6604,13970
2035,7309,6584,13893
2036,7242,6558,13800
2037,7170,6528,13698
2038,7091,6495,13586
2039,7009,6460,13469
2040,6921,6422,13343
2041,6829,6379,13208
2042,6737,6334,13071
2043,6640,6286,12926
2044,6542,6233,12775
2045,6449,6188,12637
2046,6355,6136,12491
2047,6257,6083,12340
2048,6160,6026,12186
2049,6062,5963,12025
2050,5963,5901,11864
2051,5865,5835,11700
2052,5767,5771,11538
2053,5669,5701,11370
2054,5571,5631,11202
2055,5479,5566,11045
2056,5390,5499,10889
2057,5305,5431,10736
2058,5224,5360,10584
2059,5140,5289,10429
2060,5054,5215,10269
2061,4968,5140,10108
2062,4885,5061,9946
2063,4805,4983,9788
2064,4727,4910,9637
2065,4652,4842,9494
