year,male,female,total
2019,82439,83884,166323
2020,82570,84171,166741
2021,82680,84438,167118
2022,82765,84677,167442
2023,82814,84897,167711
2024,82840,85094,167934
2025,82885,85302,168187
2026,82905,85492,168397
2027,82910,85666,168576
2028,82884,85816,168700
2029,82829,85937,168766
2030,82748,86032,168780
2031,82631,86095,168726
2032,82484,86126,168610
2033,82301,86129,168430
2034,82086,86092,168178
2035,81911,86088,167999
2036,81691,86051,167742
2037,81439,85975,167414
2038,81153,85861,167014
2039,80839,85716,166555
2040,80474,85527,166001
2041,80070,85290,165360
2042,79639,85015,164654
2043,79172,84696,163868
2044,78675,84334,163009
2045,78207,84011,162218
2046,77700,83638,161338
2047,77151,83208,160359
2048,76565,82726,159291
2049,75945,82195,158140
2050,75285,81617,156902
2051,74588,80982,155570
2052,73860,80300,154160
2053,73102,79576,152678
2054,72317,78813,151130
2055,71570,78094,149664
2056,70797,77341,148138
2057,70005,76551,146556
2058,69191,75713,144904
2059,68351,74837,143188
2060,67509,73928,141437
2061,66656,73002,139658
2062,65792,72038,137830
2063,64920,71059,135979
2064,64046,70063,134109
2065,63214,69113,132327
