year,age_range,male,female,total
2019,0-4,7173,6738,13911
2019,5-9,7175,6811,13986
2019,10-14,6976,6528,13504
2019,15-19,8006,7697,15703
2019,20-24,9997,9374,19371
2019,25-29,10276,9958,20234
2019,30-34,10160,10610,20770
2019,35-39,11748,13116,24864
2019,40-44,11304,13007,24311
2019,45-49,9821,12153,21974
2019,50-54,10116,12210,22326
2019,55-59,9556,11500,21056
2019,60-64,8209,9695,17904
2019,65-69,6379,7554,13933
2019,70-74,3346,4237,7583
2019,75-79,2225,3115,5340
2019,80-84,1316,1932,3248
2019,85-89,861,1047,1908
2019,90-94,509,415,924
2019,95-99,101,117,218
2019,100+,11,13,24
2020,0-4,6742,6267,13009
2020,5-9,7596,7271,14867
2020,10-14,6755,6367,13122
2020,15-19,7520,7154,14674
2020,20-24,9739,9196,18935
2020,25-29,10244,9865,20109
2020,30-34,10194,10314,20508
2020,35-39,11503,12764,24267
2020,40-44,11638,13353,24991
2020,45-49,9674,11900,21574
2020,50-54,10107,12376,22483
2020,55-59,9703,11598,21301
2020,60-64,8297,9999,18296
2020,65-69,6853,8204,15057
2020,70-74,3780,4725,8505
2020,75-79,2191,3094,5285
2020,80-84,1433,2100,3533
2020,85-89,810,1079,1889
2020,90-94,520,476,996
2020,95-99,113,116,229
2020,100+,0,0,0
2021,0-4,6186,5768,11954
2021,5-9,7887,7523,15410
2021,10-14,6720,6386,13106
2021,15-19,7294,6825,14119
2021,20-24,9283,8759,18042
2021,25-29,10350,9942,20292
2021,30-34,10195,10236,20431
2021,35-39,10988,12032,23020
2021,40-44,11696,13376,25072
2021,45-49,9977,12203,22180
2021,50-54,10062,12315,22377
2021,55-59,9833,11770,21603
2021,60-64,8397,10262,18659
2021,65-69,7169,8561,15730
2021,70-74,4340,5454,9794
2021,75-79,2190,3131,5321
2021,80-84,1498,2233,3731
2021,85-89,798,1134,1932
2021,90-94,499,525,1024
2021,95-99,138,111,249
2021,100+,0,0,0
2022,0-4,5733,5444,11177
2022,5-9,7802,7298,15100
2022,10-14,7017,6620,13637
2022,15-19,7043,6580,13623
2022,20-24,8718,8294,17012
2022,25-29,10461,9972,20433
2022,30-34,10208,10172,20380
2022,35-39,10569,11339,21908
2022,40-44,11868,13486,25354
2022,45-49,10236,12407,22643
2022,50-54,9920,12257,22177
2022,55-59,9772,11894,21666
2022,60-64,8723,10637,19360
2022,65-69,7300,8805,16105
2022,70-74,4846,6080,10926
2022,75-79,2298,3240,5538
2022,80-84,1576,2379,3955
2022,85-89,785,1237,2022
2022,90-94,497,535,1032
2022,95-99,150,130,280
2022,100+,0,0,0
2023,0-4,5490,5200,10690
2023,5-9,7593,7091,14684
2023,10-14,7055,6695,13750
2023,15-19,7015,6555,13570
2023,20-24,8442,8006,16448
2023,25-29,10174,9680,19854
2023,30-34,10224,9973,20197
2023,35-39,10240,10938,21178
2023,40-44,11880,13385,25265
2023,45-49,10581,12600,23181
2023,50-54,9716,12188,21904
2023,55-59,9791,11985,21776
2023,60-64,8918,10960,19878
2023,65-69,7481,9070,16551
2023,70-74,5334,6685,12019
2023,75-79,2470,3466,5936
2023,80-84,1633,2518,4151
2023,85-89,799,1290,2089
2023,90-94,461,569,1030
2023,95-99,168,142,310
2023,100+,0,0,0
2024,0-4,5410,5032,10442
2024,5-9,7173,6738,13911
2024,10-14,7175,6811,13986
2024,15-19,6970,6528,13498
2024,20-24,7982,7697,15679
2024,25-29,9971,9360,19331
2024,30-34,10230,9933,20163
2024,35-39,10086,10581,20667
2024,40-44,11603,13057,24660
2024,45-49,11088,12922,24010
2024,50-54,9553,12031,21584
2024,55-59,9742,12037,21779
2024,60-64,9085,11263,20348
2024,65-69,7640,9382,17022
2024,70-74,5717,7142,12859
2024,75-79,2810,3840,6650
2024,80-84,1666,2602,4268
2024,85-89,843,1406,2249
2024,90-94,427,594,1021
2024,95-99,177,155,332
2024,100+,0,0,0
2025,0-4,5225,4860,10085
2025,5-9,6742,6267,13009
2025,10-14,7596,7271,14867
2025,15-19,6751,6367,13118
2025,20-24,7496,7154,14650
2025,25-29,9714,9186,18900
2025,30-34,10200,9840,20040
2025,35-39,10121,10288,20409
2025,40-44,11362,12707,24069
2025,45-49,11416,13266,24682
2025,50-54,9413,11782,21195
2025,55-59,9739,12203,21942
2025,60-64,9231,11364,20595
2025,65-69,7732,9684,17416
2025,70-74,6149,7765,13914
2025,75-79,3181,4288,7469
2025,80-84,1646,2590,4236
2025,85-89,921,1537,2458
2025,90-94,405,620,1025
2025,95-99,180,181,361
2025,100+,0,0,0
2026,0-4,5054,4702,9756
2026,5-9,6186,5768,11954
2026,10-14,7887,7523,15410
2026,15-19,6717,6386,13103
2026,20-24,7270,6825,14095
2026,25-29,9258,8754,18012
2026,30-34,10307,9917,20224
2026,35-39,10123,10210,20333
2026,40-44,10856,11980,22836
2026,45-49,11475,13290,24765
2026,50-54,9711,12083,21794
2026,55-59,9700,12145,21845
2026,60-64,9361,11539,20900
2026,65-69,7835,9946,17781
2026,70-74,6438,8112,14550
2026,75-79,3657,4960,8617
2026,80-84,1650,2627,4277
2026,85-89,968,1642,2610
2026,90-94,404,659,1063
2026,95-99,173,201,374
2026,100+,0,0,0
2027,0-4,4896,4556,9452
2027,5-9,5733,5444,11177
2027,10-14,7802,7298,15100
2027,15-19,7014,6620,13634
2027,20-24,7020,6580,13600
2027,25-29,8693,8291,16984
2027,30-34,10419,9947,20366
2027,35-39,10137,10146,20283
2027,40-44,10442,11292,21734
2027,45-49,11646,13400,25046
2027,50-54,9965,12288,22253
2027,55-59,9565,12089,21654
2027,60-64,9309,11664,20973
2027,65-69,8149,10315,18464
2027,70-74,6561,8352,14913
2027,75-79,4090,5536,9626
2027,80-84,1743,2732,4475
2027,85-89,1021,1759,2780
2027,90-94,402,724,1126
2027,95-99,172,207,379
2027,100+,0,0,0
2028,0-4,4748,4420,9168
2028,5-9,5490,5200,10690
2028,10-14,7593,7091,14684
2028,15-19,7053,6695,13748
2028,20-24,6993,6555,13548
2028,25-29,8417,8002,16419
2028,30-34,10134,9658,19792
2028,35-39,10155,9947,20102
2028,40-44,10119,10893,21012
2028,45-49,11656,13301,24957
2028,50-54,10303,12480,22783
2028,55-59,9371,12023,21394
2028,60-64,9334,11757,21091
2028,65-69,8340,10635,18975
2028,70-74,6733,8609,15342
2028,75-79,4505,6094,10599
2028,80-84,1883,2937,4820
2028,85-89,1060,1863,2923
2028,90-94,411,759,1170
2028,95-99,161,222,383
2028,100+,0,0,0
2029,0-4,4607,4291,8898
2029,5-9,5410,5032,10442
2029,10-14,7173,6738,13911
2029,15-19,7173,6811,13984
2029,20-24,6949,6528,13477
2029,25-29,7957,7694,15651
2029,30-34,9934,9339,19273
2029,35-39,10162,9907,20069
2029,40-44,9968,10536,20504
2029,45-49,11386,12976,24362
2029,50-54,10798,12800,23598
2029,55-59,9216,11869,21085
2029,60-64,9292,11812,21104
2029,65-69,8505,10935,19440
2029,70-74,6886,8909,15795
2029,75-79,4834,6520,11354
2029,80-84,2155,3269,5424
2029,85-89,1083,1931,3014
2029,90-94,435,836,1271
2029,95-99,148,234,382
2029,100+,0,0,0
2030,0-4,4469,4165,8634
2030,5-9,5225,4860,10085
2030,10-14,6742,6267,13009
2030,15-19,7592,7271,14863
2030,20-24,6731,6367,13098
2030,25-29,7471,7153,14624
2030,30-34,9678,9164,18842
2030,35-39,10132,9815,19947
2030,40-44,10003,10244,20247
2030,45-49,11149,12628,23777
2030,50-54,11117,13140,24257
2030,55-59,9082,11624,20706
2030,60-64,9290,11975,21265
2030,65-69,8642,11034,19676
2030,70-74,6972,9199,16171
2030,75-79,5196,7083,12279
2030,80-84,2437,3649,6086
2030,85-89,1069,1918,2987
2030,90-94,476,914,1390
2030,95-99,141,245,386
2030,100+,0,0,0
2031,0-4,4326,4033,8359
2031,5-9,5054,4702,9756
2031,10-14,6186,5768,11954
2031,15-19,7883,7523,15406
2031,20-24,6697,6386,13083
2031,25-29,7245,6824,14069
2031,30-34,9223,8732,17955
2031,35-39,10239,9892,20131
2031,40-44,10005,10167,20172
2031,45-49,10651,11906,22557
2031,50-54,11173,13165,24338
2031,55-59,9372,11923,21295
2031,60-64,9253,11916,21169
2031,65-69,8760,11203,19963
2031,70-74,7066,9449,16515
2031,75-79,5437,7398,12835
2031,80-84,2800,4220,7020
2031,85-89,1071,1944,3015
2031,90-94,499,974,1473
2031,95-99,143,262,405
2031,100+,0,0,0
2032,0-4,4179,3898,8077
2032,5-9,4896,4556,9452
2032,10-14,5733,5444,11177
2032,15-19,7798,7298,15096
2032,20-24,6993,6620,13613
2032,25-29,6995,6580,13575
2032,30-34,8660,8271,16931
2032,35-39,10351,9922,20273
2032,40-44,10019,10104,20123
2032,45-49,10246,11223,21469
2032,50-54,11339,13274,24613
2032,55-59,9616,12125,21741
2032,60-64,9123,11861,20984
2032,65-69,8711,11325,20036
2032,70-74,7349,9799,17148
2032,75-79,5536,7613,13149
2032,80-84,3128,4705,7833
2032,85-89,1137,2030,3167
2032,90-94,526,1045,1571
2032,95-99,145,288,433
2032,100+,0,0,0
2033,0-4,4042,3770,7812
2033,5-9,4748,4420,9168
2033,10-14,5490,5200,10690
2033,15-19,7588,7091,14679
2033,20-24,7031,6695,13726
2033,25-29,6968,6555,13523
2033,30-34,8384,7984,16368
2033,35-39,10068,9633,19701
2033,40-44,10036,9906,19942
2033,45-49,9929,10826,20755
2033,50-54,11348,13176,24524
2033,55-59,9944,12315,22259
2033,60-64,8937,11795,20732
2033,65-69,8733,11416,20149
2033,70-74,7522,10101,17623
2033,75-79,5679,7848,13527
2033,80-84,3439,5173,8612
2033,85-89,1233,2189,3422
2033,90-94,544,1102,1646
2033,95-99,148,299,447
2033,100+,0,0,0
2034,0-4,3908,3647,7555
2034,5-9,4607,4291,8898
2034,10-14,5410,5032,10442
2034,15-19,7168,6738,13906
2034,20-24,7151,6811,13962
2034,25-29,6924,6528,13452
2034,30-34,7926,7677,15603
2034,35-39,9868,9314,19182
2034,40-44,10043,9867,19910
2034,45-49,9782,10472,20254
2034,50-54,11083,12854,23937
2034,55-59,10422,12631,23053
2034,60-64,8790,11645,20435
2034,65-69,8696,11469,20165
2034,70-74,7669,10387,18056
2034,75-79,5811,8122,13933
2034,80-84,3689,5532,9221
2034,85-89,1416,2445,3861
2034,90-94,554,1141,1695
2034,95-99,156,329,485
2034,100+,0,0,0
2035,0-4,3776,3524,7300
2035,5-9,4469,4165,8634
2035,10-14,5225,4860,10085
2035,15-19,6739,6267,13006
2035,20-24,7569,7271,14840
2035,25-29,6707,6367,13074
2035,30-34,7443,7139,14582
2035,35-39,9616,9139,18755
2035,40-44,10017,9776,19793
2035,45-49,9820,10184,20004
2035,50-54,10858,12512,23370
2035,55-59,10736,12970,23706
2035,60-64,8673,11414,20087
2035,65-69,8710,11640,20350
2035,70-74,7810,10500,18310
2035,75-79,5908,8416,14324
2035,80-84,3981,6033,10014
2035,85-89,1613,2746,4359
2035,90-94,552,1143,1695
2035,95-99,173,371,544
2035,100+,0,0,0
2036,0-4,3650,3408,7058
2036,5-9,4326,4033,8359
2036,10-14,5054,4702,9756
2036,15-19,6186,5768,11954
2036,20-24,7859,7523,15382
2036,25-29,6674,6386,13060
2036,30-34,7219,6813,14032
2036,35-39,9165,8707,17872
2036,40-44,10125,9854,19979
2036,45-49,9823,10108,19931
2036,50-54,10375,11799,22174
2036,55-59,10799,12998,23797
2036,60-64,8963,11716,20679
2036,65-69,8692,11594,20286
2036,70-74,7935,10679,18614
2036,75-79,6009,8669,14678
2036,80-84,4185,6329,10514
2036,85-89,1862,3198,5060
2036,90-94,557,1173,1730
2036,95-99,184,402,586
2036,100+,0,0,0
2037,0-4,3536,3301,6837
2037,5-9,4179,3898,8077
2037,10-14,4896,4556,9452
2037,15-19,5733,5444,11177
2037,20-24,7777,7298,15075
2037,25-29,6971,6620,13591
2037,30-34,6970,6572,13542
2037,35-39,8607,8246,16853
2037,40-44,10240,9885,20125
2037,45-49,9838,10046,19884
2037,50-54,9984,11125,21109
2037,55-59,10963,13110,24073
2037,60-64,9209,11921,21130
2037,65-69,8580,11549,20129
2037,70-74,7908,10814,18722
2037,75-79,6269,9010,15279
2037,80-84,4276,6535,10811
2037,85-89,2092,3584,5676
2037,90-94,601,1245,1846
2037,95-99,197,441,638
2037,100+,0,0,0
2038,0-4,3435,3208,6643
2038,5-9,4042,3770,7812
2038,10-14,4748,4420,9168
2038,15-19,5490,5200,10690
2038,20-24,7571,7091,14662
2038,25-29,7009,6695,13704
2038,30-34,6943,6550,13493
2038,35-39,8335,7959,16294
2038,40-44,9960,9597,19557
2038,45-49,9857,9850,19707
2038,50-54,9678,10733,20411
2038,55-59,10977,13017,23994
2038,60-64,9532,12112,21644
2038,65-69,8416,11493,19909
2038,70-74,7945,10916,18861
2038,75-79,6434,9309,15743
2038,80-84,4404,6759,11163
2038,85-89,2307,3959,6266
2038,90-94,661,1363,2024
2038,95-99,204,469,673
2038,100+,0,0,0
2039,0-4,3349,3127,6476
2039,5-9,3908,3647,7555
2039,10-14,4607,4291,8898
2039,15-19,5410,5032,10442
2039,20-24,7155,6738,13893
2039,25-29,7129,6811,13940
2039,30-34,6899,6524,13423
2039,35-39,7880,7653,15533
2039,40-44,9765,9280,19045
2039,45-49,9866,9811,19677
2039,50-54,9537,10384,19921
2039,55-59,10726,12703,23429
2039,60-64,9998,12427,22425
2039,65-69,8289,11356,19645
2039,70-74,7926,10980,18906
2039,75-79,6578,9591,16169
2039,80-84,4525,7017,11542
2039,85-89,2490,4251,6741
2039,90-94,769,1546,2315
2039,95-99,209,492,701
2039,100+,0,0,0
2040,0-4,3277,3060,6337
2040,5-9,3776,3524,7300
2040,10-14,4469,4165,8634
2040,15-19,5225,4860,10085
2040,20-24,6730,6267,12997
2040,25-29,7544,7271,14815
2040,30-34,6684,6362,13046
2040,35-39,7400,7116,14516
2040,40-44,9515,9107,18622
2040,45-49,9841,9720,19561
2040,50-54,9576,10099,19675
2040,55-59,10506,12366,22872
2040,60-64,10296,12761,23057
2040,65-69,8181,11131,19312
2040,70-74,7939,11144,19083
2040,75-79,6697,9695,16392
2040,80-84,4602,7275,11877
2040,85-89,2685,4630,7315
2040,90-94,873,1732,2605
2040,95-99,207,489,696
2040,100+,0,0,0
2041,0-4,3222,3010,6232
2041,5-9,3650,3408,7058
2041,10-14,4326,4033,8359
2041,15-19,5054,4702,9756
2041,20-24,6181,5768,11949
2041,25-29,7834,7523,15357
2041,30-34,6650,6380,13030
2041,35-39,7178,6791,13969
2041,40-44,9069,8677,17746
2041,45-49,9947,9798,19745
2041,50-54,9577,10023,19600
2041,55-59,10040,11660,21700
2041,60-64,10358,12789,23147
2041,65-69,8458,11428,19886
2041,70-74,7923,11096,19019
2041,75-79,6801,9860,16661
2041,80-84,4682,7496,12178
2041,85-89,2819,4856,7675
2041,90-94,1005,2020,3025
2041,95-99,211,501,712
2041,100+,0,0,0
2042,0-4,3179,2971,6150
2042,5-9,3536,3301,6837
2042,10-14,4179,3898,8077
2042,15-19,4896,4556,9452
2042,20-24,5733,5444,11177
2042,25-29,7752,7298,15050
2042,30-34,6946,6615,13561
