year,male,female,total
2019,60561,65982,126543
2020,60635,66157,126792
2021,60681,66313,126994
2022,60711,66446,127157
2023,60723,66560,127283
2024,60716,66654,127370
2025,60719,66754,127473
2026,60700,66830,127530
2027,60662,66882,127544
2028,60600,66907,127507
2029,60505,66904,127409
2030,60389,66869,127258
2031,60238,66805,127043
2032,60063,66708,126771
2033,59855,66575,126430
2034,59615,66416,126031
2035,59401,66280,125681
2036,59156,66108,125264
2037,58882,65900,124782
2038,58575,65660,124235
2039,58240,65381,123621
2040,57877,65065,122942
2041,57489,64721,122210
2042,57082,64346,121428
2043,56654,63945,120599
2044,56203,63509,119712
2045,55789,63114,118903
2046,55351,62681,118032
2047,54885,62213,117098
2048,54400,61710,116110
2049,53892,61167,115059
2050,53367,60595,113962
2051,52824,59992,112816
2052,52260,59357,111617
2053,51683,58698,110381
2054,51086,58006,109092
2055,50521,57352,107873
2056,49939,56673,106612
2057,49341,55962,105303
2058,48730,55221,103951
2059,48108,54459,102567
2060,47475,53671,101146
2061,46833,52872,99705
2062,46180,52048,98228
2063,45524,51210,96734
2064,44863,50364,95227
2065,44232,49558,93790
