year,male,female,total
2019,16437,15804,32241
2020,16436,15842,32278
2021,16430,15873,32303
2022,16417,15900,32317
2023,16401,15922,32323
2024,16378,15938,32316
2025,16358,15958,32316
2026,16331,15971,32302
2027,16298,15975,32273
2028,16255,15973,32228
2029,16207,15965,32172
2030,16144,15949,32093
2031,16078,15925,32003
2032,16003,15892,31895
2033,15922,15856,31778
2034,15837,15808,31645
2035,15756,15770,31526
2036,15667,15723,31390
2037,15570,15667,31237
2038,15465,15604,31069
2039,15355,15531,30886
2040,15233,15451,30684
2041,15105,15363,30468
2042,14974,15262,30236
2043,14834,15161,29995
2044,14690,15049,29739
2045,14557,14948,29505
2046,14419,14840,29259
2047,14272,14726,28998
2048,14129,14607,28736
2049,13976,14476,28452
2050,13823,14339,28162
2051,13667,14198,27865
2052,13501,14055,27556
2053,13341,13909,27250
2054,13179,13762,26941
2055,13025,13626,26651
2056,12871,13482,26353
2057,12710,13336,26046
2058,12546,13185,25731
2059,12380,13032,25412
2060,12211,12875,25086
2061,12039,12718,24757
2062,11865,12558,24423
2063,11689,12396,24085
2064,11512,12233,23745
2065,11341,12075,23416
