year,male,female,total
2019,38535,38319,76854
2020,38545,38391,76936
2021,38544,38456,77000
2022,38531,38510,77041
2023,38504,38557,77061
2024,38462,38588,77050
2025,38426,38629,77055
2026,38380,38659,77039
2027,38324,38675,76999
2028,38247,38676,76923
2029,38162,38660,76822
2030,38050,38627,76677
2031,37919,38574,76493
2032,37775,38505,76280
2033,37618,38416,76034
2034,37444,38310,75754
2035,37287,38228,75515
2036,37109,38123,75232
2037,36917,38000,74917
2038,36705,37861,74566
2039,36478,37705,74183
2040,36236,37533,73769
2041,35979,37338,73317
2042,35714,37134,72848
2043,35433,36912,72345
2044,35139,36673,71812
2045,34868,36457,71325
2046,34585,36224,70809
2047,34286,35979,70265
2048,33981,35713,69694
2049,33666,35425,69091
2050,33345,35125,68470
2051,33013,34807,67820
2052,32669,34483,67152
2053,32323,34152,66475
2054,31972,33807,65779
2055,31638,33488,65126
2056,31304,33157,64461
2057,30961,32824,63785
2058,30610,32483,63093
2059,30252,32132,62384
2060,29897,31777,61674
2061,29537,31417,60954
2062,29173,31051,60224
2063,28804,30676,59480
2064,28431,30298,58729
2065,28070,29950,58020
