year,male,female,total
2019,29185,28002,57187
2020,29171,28054,57225
2021,29156,28103,57259
2022,29130,28144,57274
2023,29099,28181,57280
2024,29054,28205,57259
2025,29015,28233,57248
2026,28967,28253,57220
2027,28912,28264,57176
2028,28843,28267,57110
2029,28764,28255,57019
2030,28667,28230,56897
2031,28559,28195,56754
2032,28440,28147,56587
2033,28306,28086,56392
2034,28157,28010,56167
2035,28021,27946,55967
2036,27866,27867,55733
2037,27703,27774,55477
2038,27525,27661,55186
2039,27336,27537,54873
2040,27133,27395,54528
2041,26921,27243,54164
2042,26696,27078,53774
2043,26461,26899,53360
2044,26222,26708,52930
2045,25999,26533,52532
2046,25768,26349,52117
2047,25528,26149,51677
2048,25280,25939,51219
2049,25027,25710,50737
2050,24766,25472,50238
2051,24493,25221,49714
2052,24213,24967,49180
2053,23924,24703,48627
2054,23636,24431,48067
2055,23366,24181,47547
2056,23091,23929,47020
2057,22809,23672,46481
2058,22522,23410,45932
2059,22233,23132,45365
2060,21940,22849,44789
2061,21639,22564,44203
2062,21332,22271,43603
2063,21025,21974,42999
2064,20713,21675,42388
2065,20415,21394,41809
