year,male,female,total
2019,29533,29374,58907
2020,29576,29476,59052
2021,29614,29565,59179
2022,29641,29647,59288
2023,29660,29718,59378
2024,29668,29782,59450
2025,29681,29851,59532
2026,29677,29907,59584
2027,29660,29957,59617
2028,29631,29994,59625
2029,29590,30020,59610
2030,29535,30036,59571
2031,29466,30034,59500
2032,29386,30022,59408
2033,29289,29997,59286
2034,29177,29952,59129
2035,29079,29923,59002
2036,28961,29878,58839
2037,28839,29818,58657
2038,28708,29744,58452
2039,28558,29659,58217
2040,28399,29555,57954
2041,28229,29443,57672
2042,28042,29311,57353
2043,27848,29169,57017
2044,27646,29012,56658
2045,27458,28873,56331
2046,27259,28723,55982
2047,27047,28556,55603
2048,26829,28374,55203
2049,26600,28179,54779
2050,26364,27969,54333
2051,26116,27746,53862
2052,25858,27512,53370
2053,25591,27272,52863
2054,25322,27019,52341
2055,25065,26783,51848
2056,24800,26541,51341
2057,24526,26289,50815
2058,24246,26027,50273
2059,23960,25752,49712
2060,23673,25479,49152
2061,23371,25193,48564
2062,23068,24902,47970
2063,22764,24604,47368
2064,22450,24299,46749
2065,22153,24009,46162
