year,male,female,total
2019,44772,42723,87495
2020,44736,42777,87513
2021,44692,42819,87511
2022,44628,42849,87477
2023,44553,42863,87416
2024,44459,42867,87326
2025,44377,42878,87255
2026,44280,42880,87160
2027,44167,42869,87036
2028,44047,42840,86887
2029,43904,42790,86694
2030,43741,42724,86465
2031,43558,42639,86197
2032,43358,42534,85892
2033,43142,42415,85557
2034,42901,42279,85180
2035,42685,42166,84851
2036,42450,42035,84485
2037,42198,41883,84081
2038,41923,41712,83635
2039,41628,41525,83153
2040,41314,41318,82632
2041,40991,41094,82085
2042,40653,40854,81507
2043,40297,40593,80890
2044,39926,40321,80247
2045,39580,40072,79652
2046,39227,39802,79029
2047,38858,39515,78373
2048,38473,39211,77684
2049,38075,38888,76963
2050,37668,38552,76220
2051,37246,38197,75443
2052,36810,37833,74643
2053,36371,37453,73824
2054,35925,37068,72993
2055,35507,36708,72215
2056,35080,36342,71422
2057,34646,35966,70612
2058,34201,35578,69779
2059,33749,35177,68926
2060,33289,34770,68059
2061,32826,34352,67178
2062,32356,33927,66283
2063,31878,33486,65364
2064,31398,33042,64440
2065,30938,32625,63563
