year,male,female,total
2019,37765,37760,75525
2020,37798,37881,75679
2021,37822,37987,75809
2022,37832,38076,75908
2023,37829,38157,75986
2024,37816,38221,76037
2025,37803,38289,76092
2026,37778,38344,76122
2027,37736,38388,76124
2028,37676,38416,76092
2029,37602,38426,76028
2030,37504,38415,75919
2031,37393,38381,75774
2032,37264,38336,75600
2033,37117,38269,75386
2034,36954,38184,75138
2035,36808,38115,74923
2036,36641,38028,74669
2037,36453,37921,74374
2038,36251,37800,74051
2039,36031,37659,73690
2040,35797,37494,73291
2041,35551,37317,72868
2042,35293,37119,72412
2043,35020,36909,71929
2044,34738,36683,71421
2045,34478,36478,70956
2046,34199,36253,70452
2047,33905,36011,69916
2048,33604,35748,69352
2049,33295,35470,68765
2050,32974,35172,68146
2051,32645,34858,67503
2052,32306,34533,66839
2053,31953,34199,66152
2054,31594,33850,65444
2055,31254,33526,64780
2056,30907,33185,64092
2057,30551,32836,63387
2058,30189,32476,62665
2059,29816,32103,61919
2060,29437,31716,61153
2061,29050,31328,60378
2062,28660,30926,59586
2063,28266,30516,58782
2064,27865,30095,57960
2065,27480,29696,57176
