year,male,female,total
2019,75174,82649,157823
2020,74841,82514,157355
2021,74518,82354,156872
2022,74167,82164,156331
2023,73793,81945,155738
2024,73399,81686,155085
2025,73029,81459,154488
2026,72644,81205,153849
2027,72240,80923,153163
2028,71822,80616,152438
2029,71389,80284,151673
2030,70936,79923,150859
2031,70468,79543,150011
2032,69990,79137,149127
2033,69502,78715,148217
2034,68999,78272,147271
2035,68561,77905,146466
2036,68114,77514,145628
2037,67655,77096,144751
2038,67186,76656,143842
2039,66703,76196,142899
2040,66212,75708,141920
2041,65711,75192,140903
2042,65198,74663,139861
2043,64665,74098,138763
2044,64121,73499,137620
2045,63627,72961,136588
2046,63106,72384,135490
2047,62558,71754,134312
2048,61990,71091,133081
2049,61392,70382,131774
2050,60772,69644,130416
2051,60129,68868,128997
2052,59466,68059,127525
2053,58790,67239,126029
2054,58092,66392,124484
2055,57426,65595,123021
2056,56750,64767,121517
2057,56062,63927,119989
2058,55360,63061,118421
2059,54644,62182,116826
2060,53927,61286,115213
2061,53211,60379,113590
2062,52494,59462,111956
2063,51778,58533,110311
2064,51063,57597,108660
2065,50386,56710,107096
