year,male,female,total
2019,63806,67743,131549
2020,63719,67774,131493
2021,63613,67789,131402
2022,63479,67778,131257
2023,63327,67734,131061
2024,63148,67661,130809
2025,62980,67599,130579
2026,62795,67513,130308
2027,62585,67408,129993
2028,62348,67265,129613
2029,62079,67094,129173
2030,61784,66890,128674
2031,61466,66652,128118
2032,61122,66391,127513
2033,60751,66096,126847
2034,60353,65771,126124
2035,59996,65489,125485
2036,59605,65176,124781
2037,59192,64828,124020
2038,58753,64452,123205
2039,58284,64039,122323
2040,57792,63595,121387
2041,57275,63120,120395
2042,56739,62618,119357
2043,56185,62084,118269
2044,55614,61524,117138
2045,55080,61015,116095
2046,54527,60478,115005
2047,53955,59903,113858
2048,53356,59291,112647
2049,52738,58646,111384
2050,52106,57982,110088
2051,51460,57283,108743
2052,50796,56571,107367
2053,50127,55836,105963
2054,49448,55089,104537
2055,48803,54395,103198
2056,48146,53675,101821
2057,47487,52943,100430
2058,46814,52187,99001
2059,46134,51419,97553
2060,45453,50641,96094
2061,44765,49848,94613
2062,44072,49049,93121
2063,43377,48248,91625
2064,42678,47446,90124
2065,42015,46684,88699
