year,male,female,total
2019,5077,4339,9416
2020,5032,4310,9342
2021,4989,4286,9275
2022,4944,4262,9206
2023,4897,4236,9133
2024,4850,4208,9058
2025,4803,4181,8984
2026,4754,4154,8908
2027,4704,4126,8830
2028,4651,4098,8749
2029,4597,4069,8666
2030,4541,4036,8577
2031,4483,4000,8483
2032,4424,3964,8388
2033,4365,3925,8290
2034,4305,3888,8193
2035,4248,3855,8103
2036,4187,3820,8007
2037,4125,3781,7906
2038,4063,3740,7803
2039,4000,3695,7695
2040,3935,3652,7587
2041,3870,3609,7479
2042,3805,3564,7369
2043,3743,3514,7257
2044,3677,3468,7145
2045,3615,3427,7042
2046,3553,3383,6936
2047,3490,3336,6826
2048,3427,3292,6719
2049,3365,3245,6610
2050,3303,3198,6501
2051,3244,3147,6391
2052,3187,3098,6285
2053,3126,3050,6176
2054,3064,3003,6067
2055,3008,2963,5971
2056,2953,2919,5872
2057,2896,2871,5767
2058,2837,2822,5659
2059,2779,2775,5554
2060,2722,2730,5452
2061,2669,2683,5352
2062,2615,2638,5253
2063,2560,2595,5155
2064,2506,2550,5056
2065,2458,2508,4966
