year,male,female,total
2019,15647,14793,30440
2020,15619,14803,30422
2021,15588,14810,30398
2022,15553,14805,30358
2023,15514,14794,30308
2024,15464,14779,30243
2025,15423,14771,30194
2026,15375,14759,30134
2027,15322,14737,30059
2028,15261,14707,29968
2029,15197,14675,29872
2030,15121,14639,29760
2031,15034,14592,29626
2032,14940,14536,29476
2033,14838,14477,29315
2034,14731,14413,29144
2035,14628,14358,28986
2036,14519,14298,28817
2037,14400,14229,28629
2038,14275,14154,28429
2039,14141,14072,28213
2040,14000,13982,27982
2041,13856,13887,27743
2042,13704,13788,27492
2043,13547,13678,27225
2044,13384,13561,26945
2045,13231,13453,26684
2046,13076,13343,26419
2047,12915,13226,26141
2048,12753,13099,25852
2049,12590,12971,25561
2050,12419,12835,25254
2051,12245,12689,24934
2052,12073,12545,24618
2053,11900,12398,24298
2054,11728,12244,23972
2055,11564,12101,23665
2056,11398,11953,23351
2057,11234,11805,23039
2058,11065,11651,22716
2059,10897,11497,22394
2060,10727,11338,22065
2061,10558,11175,21733
2062,10388,11012,21400
2063,10212,10847,21059
2064,10040,10678,20718
2065,9878,10520,20398
