year,male,female,total
2019,3766,3424,7190
2020,3744,3414,7158
2021,3722,3404,7126
2022,3697,3394,7091
2023,3672,3384,7056
2024,3647,3372,7019
2025,3628,3362,6990
2026,3604,3350,6954
2027,3576,3333,6909
2028,3550,3316,6866
2029,3520,3300,6820
2030,3491,3282,6773
2031,3461,3260,6721
2032,3433,3241,6674
2033,3404,3219,6623
2034,3375,3196,6571
2035,3349,3178,6527
2036,3318,3158,6476
2037,3283,3137,6420
2038,3246,3113,6359
2039,3207,3085,6292
2040,3162,3055,6217
2041,3118,3026,6144
2042,3075,2999,6074
2043,3034,2970,6004
2044,2992,2941,5933
2045,2955,2916,5871
2046,2914,2889,5803
2047,2873,2862,5735
2048,2830,2831,5661
2049,2790,2799,5589
2050,2748,2770,5518
2051,2706,2734,5440
2052,2662,2697,5359
2053,2618,2661,5279
2054,2574,2625,5199
2055,2535,2592,5127
2056,2493,2557,5050
2057,2449,2523,4972
2058,2403,2488,4891
2059,2359,2450,4809
2060,2314,2412,4726
2061,2271,2373,4644
2062,2231,2333,4564
2063,2190,2294,4484
2064,2153,2254,4407
2065,2119,2215,4334
