year,male,female,total
2019,38098,38974,77072
2020,38021,38968,76989
2021,37933,38947,76880
2022,37840,38917,76757
2023,37736,38876,76612
2024,37617,38822,76439
2025,37515,38780,76295
2026,37398,38730,76128
2027,37268,38670,75938
2028,37127,38594,75721
2029,36969,38498,75467
2030,36798,38388,75186
2031,36610,38258,74868
2032,36406,38125,74531
2033,36185,37969,74154
2034,35953,37796,73749
2035,35743,37649,73392
2036,35515,37481,72996
2037,35269,37305,72574
2038,35007,37107,72114
2039,34730,36881,71611
2040,34439,36639,71078
2041,34132,36375,70507
2042,33810,36098,69908
2043,33472,35800,69272
2044,33125,35485,68610
2045,32800,35196,67996
2046,32467,34888,67355
2047,32116,34550,66666
2048,31759,34195,65954
2049,31392,33825,65217
2050,31024,33444,64468
2051,30649,33047,63696
2052,30269,32645,62914
2053,29889,32237,62126
2054,29507,31824,61331
2055,29149,31443,60592
2056,28795,31054,59849
2057,28439,30665,59104
2058,28086,30265,58351
2059,27732,29869,57601
2060,27375,29464,56839
2061,27016,29058,56074
2062,26654,28650,55304
2063,26291,28245,54536
2064,25926,27837,53763
2065,25576,27453,53029
