year,male,female,total
2019,7141,6679,13820
2020,7097,6648,13745
2021,7049,6617,13666
2022,7003,6586,13589
2023,6951,6553,13504
2024,6899,6516,13415
2025,6850,6484,13334
2026,6797,6450,13247
2027,6742,6417,13159
2028,6685,6378,13063
2029,6623,6338,12961
2030,6556,6295,12851
2031,6492,6249,12741
2032,6423,6204,12627
2033,6355,6151,12506
2034,6283,6099,12382
2035,6217,6053,12270
2036,6145,6003,12148
2037,6071,5955,12026
2038,5998,5904,11902
2039,5922,5851,11773
2040,5840,5795,11635
2041,5754,5736,11490
2042,5667,5677,11344
2043,5578,5610,11188
2044,5488,5541,11029
2045,5404,5480,10884
2046,5317,5415,10732
2047,5233,5345,10578
2048,5148,5276,10424
2049,5058,5203,10261
2050,4970,5131,10101
2051,4883,5059,9942
2052,4799,4986,9785
2053,4715,4915,9630
2054,4633,4846,9479
2055,4560,4779,9339
2056,4484,4711,9195
2057,4410,4642,9052
2058,4337,4572,8909
2059,4265,4507,8772
2060,4192,4440,8632
2061,4122,4371,8493
2062,4056,4305,8361
2063,3989,4236,8225
2064,3925,4168,8093
2065,3865,4106,7971
