year,male,female,total
2019,14492,13252,27744
2020,14358,13176,27534
2021,14225,13096,27321
2022,14092,13008,27100
2023,13957,12917,26874
2024,13822,12826,26648
2025,13692,12740,26432
2026,13557,12647,26204
2027,13425,12553,25978
2028,13289,12458,25747
2029,13154,12358,25512
2030,13013,12255,25268
2031,12871,12149,25020
2032,12722,12036,24758
2033,12574,11919,24493
2034,12416,11801,24217
2035,12274,11701,23975
2036,12126,11595,23721
2037,11972,11484,23456
2038,11812,11368,23180
2039,11646,11248,22894
2040,11476,11125,22601
2041,11298,11000,22298
2042,11123,10870,21993
2043,10946,10738,21684
2044,10761,10604,21365
2045,10593,10482,21075
2046,10418,10356,20774
2047,10247,10229,20476
2048,10076,10097,20173
2049,9902,9960,19862
2050,9730,9827,19557
2051,9557,9689,19246
2052,9384,9549,18933
2053,9215,9412,18627
2054,9051,9274,18325
2055,8897,9149,18046
2056,8748,9025,17773
2057,8596,8897,17493
2058,8449,8773,17222
2059,8306,8642,16948
2060,8162,8515,16677
2061,8017,8388,16405
2062,7878,8263,16141
2063,7746,8138,15884
2064,7613,8015,15628
2065,7486,7902,15388
