year,male,female,total
2019,4626,3737,8363
2020,4587,3716,8303
2021,4551,3697,8248
2022,4512,3673,8185
2023,4477,3649,8126
2024,4437,3627,8064
2025,4402,3605,8007
2026,4363,3581,7944
2027,4319,3552,7871
2028,4273,3522,7795
2029,4224,3493,7717
2030,4176,3460,7636
2031,4130,3428,7558
2032,4082,3396,7478
2033,4033,3361,7394
2034,3982,3326,7308
2035,3937,3291,7228
2036,3887,3258,7145
2037,3835,3224,7059
2038,3778,3187,6965
2039,3720,3151,6871
2040,3660,3112,6772
2041,3599,3070,6669
2042,3537,3027,6564
2043,3473,2981,6454
2044,3408,2935,6343
2045,3345,2895,6240
2046,3279,2852,6131
2047,3210,2808,6018
2048,3143,2764,5907
2049,3075,2718,5793
2050,3008,2672,5680
2051,2943,2625,5568
2052,2880,2575,5455
2053,2815,2528,5343
2054,2749,2484,5233
2055,2690,2442,5132
2056,2627,2401,5028
2057,2565,2360,4925
2058,2506,2321,4827
2059,2446,2282,4728
2060,2388,2241,4629
2061,2330,2203,4533
2062,2273,2163,4436
2063,2217,2124,4341
2064,2161,2083,4244
2065,2107,2047,4154
