year,male,female,total
2019,8188,7780,15968
2020,8207,7813,16020
2021,8232,7844,16076
2022,8259,7875,16134
2023,8283,7908,16191
2024,8303,7937,16240
2025,8326,7972,16298
2026,8346,8006,16352
2027,8363,8040,16403
2028,8377,8072,16449
2029,8392,8106,16498
2030,8405,8135,16540
2031,8414,8156,16570
2032,8412,8175,16587
2033,8408,8189,16597
2034,8396,8196,16592
2035,8390,8204,16594
2036,8371,8209,16580
2037,8344,8211,16555
2038,8311,8204,16515
2039,8274,8195,16469
2040,8230,8177,16407
2041,8184,8158,16342
2042,8136,8137,16273
2043,8084,8111,16195
2044,8034,8081,16115
2045,7987,8056,16043
2046,7934,8026,15960
2047,7879,7997,15876
2048,7820,7967,15787
2049,7760,7930,15690
2050,7697,7887,15584
2051,7634,7840,15474
2052,7567,7790,15357
2053,7500,7742,15242
2054,7429,7687,15116
2055,7363,7637,15000
2056,7296,7581,14877
2057,7229,7519,14748
2058,7157,7457,14614
2059,7082,7388,14470
2060,7008,7318,14326
2061,6932,7246,14178
2062,6854,7175,14029
2063,6777,7106,13883
2064,6702,7036,13738
2065,6628,6969,13597
