year,male,female,total
2019,3561,2968,6529
2020,3533,2959,6492
2021,3505,2947,6452
2022,3479,2936,6415
2023,3454,2927,6381
2024,3428,2914,6342
2025,3403,2903,6306
2026,3379,2890,6269
2027,3353,2871,6224
2028,3324,2853,6177
2029,3294,2837,6131
2030,3264,2819,6083
2031,3235,2800,6035
2032,3203,2779,5982
2033,3168,2757,5925
2034,3133,2736,5869
2035,3100,2718,5818
2036,3066,2700,5766
2037,3030,2681,5711
2038,2992,2660,5652
2039,2956,2643,5599
2040,2914,2623,5537
2041,2872,2598,5470
2042,2829,2571,5400
2043,2788,2542,5330
2044,2747,2515,5262
2045,2708,2492,5200
2046,2665,2465,5130
2047,2620,2441,5061
2048,2575,2418,4993
2049,2530,2391,4921
2050,2489,2361,4850
2051,2449,2330,4779
2052,2410,2301,4711
2053,2372,2272,4644
2054,2330,2245,4575
2055,2293,2219,4512
2056,2253,2189,4442
2057,2215,2161,4376
2058,2177,2130,4307
2059,2139,2099,4238
2060,2104,2067,4171
2061,2069,2034,4103
2062,2034,2000,4034
2063,1998,1970,3968
2064,1960,1939,3899
2065,1924,1911,3835
