year,male,female,total
2019,8608,7861,16469
2020,8566,7848,16414
2021,8519,7833,16352
2022,8473,7814,16287
2023,8417,7790,16207
2024,8357,7765,16122
2025,8302,7741,16043
2026,8240,7721,15961
2027,8176,7697,15873
2028,8111,7667,15778
2029,8041,7635,15676
2030,7971,7597,15568
2031,7894,7558,15452
2032,7814,7517,15331
2033,7731,7473,15204
2034,7649,7423,15072
2035,7571,7378,14949
2036,7491,7332,14823
2037,7406,7284,14690
2038,7320,7230,14550
2039,7229,7175,14404
2040,7135,7110,14245
2041,7040,7045,14085
2042,6945,6975,13920
2043,6847,6904,13751
2044,6746,6827,13573
2045,6650,6755,13405
2046,6555,6681,13236
2047,6455,6606,13061
2048,6355,6527,12882
2049,6255,6446,12701
2050,6157,6365,12522
2051,6060,6280,12340
2052,5963,6195,12158
2053,5865,6114,11979
2054,5772,6034,11806
2055,5684,5960,11644
2056,5597,5885,11482
2057,5512,5807,11319
2058,5429,5729,11158
2059,5344,5653,10997
2060,5256,5576,10832
2061,5171,5500,10671
2062,5089,5426,10515
2063,5005,5350,10355
2064,4925,5278,10203
2065,4848,5211,10059
