year,male,female,total
2019,43654,42836,86490
2020,43677,42927,86604
2021,43684,43017,86701
2022,43679,43087,86766
2023,43655,43145,86800
2024,43608,43181,86789
2025,43572,43230,86802
2026,43523,43269,86792
2027,43459,43292,86751
2028,43379,43301,86680
2029,43286,43294,86580
2030,43177,43279,86456
2031,43059,43246,86305
2032,42927,43203,86130
2033,42783,43147,85930
2034,42622,43078,85700
2035,42483,43034,85517
2036,42330,42969,85299
2037,42163,42888,85051
2038,41987,42794,84781
2039,41789,42686,84475
2040,41582,42557,84139
2041,41358,42407,83765
2042,41116,42244,83360
2043,40856,42055,82911
2044,40576,41851,82427
2045,40317,41668,81985
2046,40039,41466,81505
2047,39739,41226,80965
2048,39421,40966,80387
2049,39076,40678,79754
2050,38711,40369,79080
2051,38333,40039,78372
2052,37938,39687,77625
2053,37533,39320,76853
2054,37108,38931,76039
2055,36702,38565,75267
2056,36285,38184,74469
2057,35855,37790,73645
2058,35418,37377,72795
2059,34972,36949,71921
2060,34519,36518,71037
2061,34054,36072,70126
2062,33586,35618,69204
2063,33119,35151,68270
2064,32649,34680,67329
2065,32199,34229,66428
