year,male,female,total
2019,16320,16154,32474
2020,16337,16200,32537
2021,16360,16261,32621
2022,16385,16322,32707
2023,16407,16383,32790
2024,16429,16446,32875
2025,16462,16522,32984
2026,16492,16593,33085
2027,16514,16662,33176
2028,16530,16726,33256
2029,16538,16781,33319
2030,16540,16831,33371
2031,16527,16869,33396
2032,16496,16897,33393
2033,16447,16905,33352
2034,16380,16897,33277
2035,16314,16887,33201
2036,16230,16862,33092
2037,16134,16823,32957
2038,16022,16766,32788
2039,15898,16699,32597
2040,15754,16616,32370
2041,15602,16519,32121
2042,15449,16411,31860
2043,15285,16293,31578
2044,15111,16162,31273
2045,14949,16044,30993
2046,14784,15913,30697
2047,14617,15781,30398
2048,14451,15643,30094
2049,14287,15503,29790
2050,14123,15356,29479
2051,13956,15203,29159
2052,13790,15050,28840
2053,13629,14894,28523
2054,13470,14736,28206
2055,13325,14597,27922
2056,13176,14447,27623
2057,13031,14297,27328
2058,12886,14146,27032
2059,12741,13996,26737
2060,12593,13839,26432
2061,12450,13688,26138
2062,12307,13525,25832
2063,12161,13353,25514
2064,12012,13187,25199
2065,11874,13030,24904
