year,male,female,total
2019,10287,10498,20785
2020,10272,10488,20760
2021,10254,10490,20744
2022,10234,10497,20731
2023,10208,10500,20708
2024,10180,10496,20676
2025,10149,10496,20645
2026,10118,10491,20609
2027,10082,10484,20566
2028,10039,10471,20510
2029,9986,10456,20442
2030,9926,10435,20361
2031,9859,10405,20264
2032,9785,10368,20153
2033,9700,10325,20025
2034,9608,10272,19880
2035,9521,10225,19746
2036,9428,10172,19600
2037,9326,10111,19437
2038,9217,10042,19259
2039,9102,9966,19068
2040,8981,9880,18861
2041,8852,9788,18640
2042,8722,9694,18416
2043,8595,9590,18185
2044,8466,9483,17949
2045,8345,9386,17731
2046,8227,9281,17508
2047,8106,9173,17279
2048,7978,9062,17040
2049,7850,8941,16791
2050,7723,8819,16542
2051,7597,8692,16289
2052,7477,8564,16041
2053,7358,8433,15791
2054,7237,8300,15537
2055,7125,8179,15304
2056,7014,8049,15063
2057,6902,7919,14821
2058,6797,7786,14583
2059,6693,7658,14351
2060,6588,7528,14116
2061,6488,7405,13893
2062,6386,7276,13662
2063,6284,7148,13432
2064,6188,7023,13211
2065,6094,6906,13000
