year,male,female,total
2019,14881,13701,28582
2020,14826,13660,28486
2021,14763,13622,28385
2022,14699,13577,28276
2023,14630,13527,28157
2024,14557,13475,28032
2025,14491,13433,27924
2026,14421,13389,27810
2027,14346,13339,27685
2028,14267,13281,27548
2029,14185,13217,27402
2030,14093,13151,27244
2031,13995,13079,27074
2032,13894,13006,26900
2033,13785,12931,26716
2034,13671,12857,26528
2035,13565,12793,26358
2036,13458,12724,26182
2037,13341,12648,25989
2038,13215,12570,25785
2039,13087,12492,25579
2040,12956,12402,25358
2041,12817,12312,25129
2042,12673,12219,24892
2043,12522,12121,24643
2044,12369,12021,24390
2045,12224,11934,24158
2046,12078,11833,23911
2047,11929,11733,23662
2048,11777,11630,23407
2049,11620,11516,23136
2050,11464,11403,22867
2051,11301,11283,22584
2052,11139,11160,22299
2053,10975,11041,22016
2054,10812,10922,21734
2055,10659,10807,21466
2056,10506,10695,21201
2057,10352,10577,20929
2058,10200,10456,20656
2059,10047,10337,20384
2060,9897,10220,20117
2061,9744,10096,19840
2062,9590,9970,19560
2063,9441,9846,19287
2064,9289,9718,19007
2065,9144,9595,18739
