year,male,female,total
2019,14532,13667,28199
2020,14514,13688,28202
2021,14491,13708,28199
2022,14459,13716,28175
2023,14418,13720,28138
2024,14374,13722,28096
2025,14329,13724,28053
2026,14282,13719,28001
2027,14230,13710,27940
2028,14170,13689,27859
2029,14102,13658,27760
2030,14027,13623,27650
2031,13943,13578,27521
2032,13848,13525,27373
2033,13747,13466,27213
2034,13632,13396,27028
2035,13527,13333,26860
2036,13410,13262,26672
2037,13284,13185,26469
2038,13146,13095,26241
2039,13003,12999,26002
2040,12855,12900,25755
2041,12696,12794,25490
2042,12534,12684,25218
2043,12369,12566,24935
2044,12201,12442,24643
2045,12047,12331,24378
2046,11883,12218,24101
2047,11720,12096,23816
2048,11557,11970,23527
2049,11395,11847,23242
2050,11230,11719,22949
2051,11063,11589,22652
2052,10899,11456,22355
2053,10732,11319,22051
2054,10567,11181,21748
2055,10409,11059,21468
2056,10251,10935,21186
2057,10094,10808,20902
2058,9935,10675,20610
2059,9772,10534,20306
2060,9612,10391,20003
2061,9451,10246,19697
2062,9290,10098,19388
2063,9130,9945,19075
2064,8973,9789,18762
2065,8825,9640,18465
