year,male,female,total
2019,6422,5295,11717
2020,6380,5266,11646
2021,6335,5239,11574
2022,6289,5213,11502
2023,6239,5186,11425
2024,6189,5155,11344
2025,6142,5126,11268
2026,6088,5096,11184
2027,6030,5063,11093
2028,5971,5030,11001
2029,5912,4995,10907
2030,5850,4958,10808
2031,5785,4921,10706
2032,5719,4882,10601
2033,5652,4839,10491
2034,5583,4793,10376
2035,5521,4757,10278
2036,5455,4717,10172
2037,5382,4676,10058
2038,5309,4631,9940
2039,5232,4590,9822
2040,5152,4545,9697
2041,5069,4498,9567
2042,4986,4446,9432
2043,4900,4392,9292
2044,4809,4332,9141
2045,4725,4279,9004
2046,4640,4225,8865
2047,4558,4168,8726
2048,4472,4111,8583
2049,4384,4050,8434
2050,4288,3990,8278
2051,4195,3933,8128
2052,4105,3872,7977
2053,4018,3814,7832
2054,3930,3757,7687
2055,3848,3706,7554
2056,3769,3654,7423
2057,3690,3605,7295
2058,3612,3554,7166
2059,3538,3504,7042
2060,3462,3454,6916
2061,3391,3401,6792
2062,3321,3350,6671
2063,3258,3298,6556
2064,3192,3243,6435
2065,3131,3191,6322
