year,male,female,total
2019,2245,2024,4269
2020,2263,2040,4303
2021,2280,2056,4336
2022,2297,2071,4368
2023,2313,2085,4398
2024,2327,2100,4427
2025,2342,2116,4458
2026,2350,2129,4479
2027,2358,2142,4500
2028,2363,2154,4517
2029,2366,2166,4532
2030,2364,2176,4540
2031,2362,2184,4546
2032,2358,2191,4549
2033,2352,2193,4545
2034,2345,2192,4537
2035,2341,2198,4539
2036,2332,2193,4525
2037,2321,2187,4508
2038,2310,2182,4492
2039,2296,2175,4471
2040,2281,2168,4449
2041,2266,2160,4426
2042,2252,2152,4404
2043,2235,2144,4379
2044,2218,2136,4354
2045,2205,2131,4336
2046,2190,2121,4311
2047,2176,2110,4286
2048,2161,2099,4260
2049,2143,2086,4229
2050,2124,2074,4198
2051,2106,2061,4167
2052,2086,2046,4132
2053,2067,2030,4097
2054,2045,2012,4057
2055,2024,1994,4018
2056,1999,1973,3972
2057,1975,1953,3928
2058,1949,1934,3883
2059,1920,1916,3836
2060,1893,1892,3785
2061,1867,1869,3736
2062,1840,1846,3686
2063,1813,1825,3638
2064,1785,1802,3587
2065,1760,1780,3540
