year,male,female,total
2019,91904,95710,187614
2020,91978,96001,187979
2021,92024,96265,188289
2022,92042,96492,188534
2023,92019,96672,188691
2024,91963,96815,188778
2025,91911,96957,188868
2026,91834,97063,188897
2027,91725,97131,188856
2028,91578,97149,188727
2029,91383,97118,188501
2030,91140,97037,188177
2031,90850,96904,187754
2032,90521,96719,187240
2033,90150,96488,186638
2034,89737,96205,185942
2035,89368,95969,185337
2036,88952,95687,184639
2037,88495,95353,183848
2038,88002,94973,182975
2039,87481,94543,182024
2040,86920,94068,180988
2041,86317,93547,179864
2042,85687,92981,178668
2043,85025,92371,177396
2044,84334,91720,176054
2045,83691,91120,174811
2046,83019,90474,173493
2047,82314,89773,172087
2048,81568,89014,170582
2049,80796,88211,169007
2050,79993,87361,167354
2051,79158,86463,165621
2052,78294,85539,163833
2053,77415,84583,161998
2054,76514,83588,160102
2055,75657,82664,158321
2056,74776,81707,156483
2057,73877,80727,154604
2058,72957,79722,152679
2059,72016,78680,150696
2060,71061,77617,148678
2061,70084,76530,146614
2062,69096,75429,144525
2063,68098,74306,142404
2064,67088,73168,140256
2065,66121,72091,138212
