year,male,female,total
2019,3159,2804,5963
2020,3140,2801,5941
2021,3118,2797,5915
2022,3094,2791,5885
2023,3068,2782,5850
2024,3047,2768,5815
2025,3025,2756,5781
2026,3003,2740,5743
2027,2983,2725,5708
2028,2963,2708,5671
2029,2939,2690,5629
2030,2915,2671,5586
2031,2891,2652,5543
2032,2863,2634,5497
2033,2832,2615,5447
2034,2802,2595,5397
2035,2775,2578,5353
2036,2744,2557,5301
2037,2713,2536,5249
2038,2683,2511,5194
2039,2648,2488,5136
2040,2611,2461,5072
2041,2571,2433,5004
2042,2529,2406,4935
2043,2488,2375,4863
2044,2446,2344,4790
2045,2410,2316,4726
2046,2371,2287,4658
2047,2333,2257,4590
2048,2295,2226,4521
2049,2258,2193,4451
2050,2220,2160,4380
2051,2181,2128,4309
2052,2143,2096,4239
2053,2106,2063,4169
2054,2068,2029,4097
2055,2031,1995,4026
2056,1995,1964,3959
2057,1959,1930,3889
2058,1921,1898,3819
2059,1880,1866,3746
2060,1842,1835,3677
2061,1805,1802,3607
2062,1768,1772,3540
2063,1732,1742,3474
2064,1697,1713,3410
2065,1663,1688,3351
