year,male,female,total
2019,983,963,1946
2020,990,970,1960
2021,997,977,1974
2022,1005,984,1989
2023,1013,991,2004
2024,1021,997,2018
2025,1030,1006,2036
2026,1038,1013,2051
2027,1046,1020,2066
2028,1054,1027,2081
2029,1063,1034,2097
2030,1070,1039,2109
2031,1078,1043,2121
2032,1082,1048,2130
2033,1085,1052,2137
2034,1090,1052,2142
2035,1095,1057,2152
2036,1095,1060,2155
2037,1094,1061,2155
2038,1090,1059,2149
2039,1080,1058,2138
2040,1072,1056,2128
2041,1060,1054,2114
2042,1048,1051,2099
2043,1037,1048,2085
2044,1026,1042,2068
2045,1021,1041,2062
2046,1008,1032,2040
2047,995,1025,2020
2048,982,1018,2000
2049,971,1010,1981
2050,962,1002,1964
2051,954,995,1949
2052,948,987,1935
2053,941,980,1921
2054,936,973,1909
2055,930,965,1895
2056,921,954,1875
2057,912,944,1856
2058,903,934,1837
2059,894,921,1815
2060,884,907,1791
2061,876,894,1770
2062,865,882,1747
2063,854,868,1722
2064,840,855,1695
2065,833,842,1675
