year,male,female,total
2019,26579,25640,52219
2020,26535,25656,52191
2021,26476,25667,52143
2022,26411,25670,52081
2023,26335,25660,51995
2024,26250,25636,51886
2025,26176,25618,51794
2026,26093,25595,51688
2027,25995,25565,51560
2028,25888,25524,51412
2029,25772,25468,51240
2030,25636,25407,51043
2031,25496,25337,50833
2032,25349,25256,50605
2033,25190,25163,50353
2034,25021,25060,50081
2035,24868,24971,49839
2036,24702,24873,49575
2037,24522,24757,49279
2038,24334,24634,48968
2039,24135,24498,48633
2040,23927,24346,48273
2041,23707,24184,47891
2042,23479,24007,47486
2043,23248,23822,47070
2044,23006,23626,46632
2045,22782,23449,46231
2046,22553,23260,45813
2047,22317,23058,45375
2048,22071,22840,44911
2049,21818,22614,44432
2050,21556,22381,43937
2051,21293,22138,43431
2052,21026,21891,42917
2053,20756,21637,42393
2054,20488,21381,41869
2055,20237,21141,41378
2056,19979,20900,40879
2057,19716,20657,40373
2058,19448,20409,39857
2059,19175,20151,39326
2060,18909,19891,38800
2061,18637,19631,38268
2062,18373,19363,37736
2063,18105,19095,37200
2064,17830,18826,36656
2065,17572,18572,36144
