year,male,female,total
2019,87964,90841,178805
2020,88030,91108,179138
2021,88058,91341,179399
2022,88040,91537,179577
2023,87981,91691,179672
2024,87881,91800,179681
2025,87790,91914,179704
2026,87663,91996,179659
2027,87501,92037,179538
2028,87292,92027,179319
2029,87041,91974,179015
2030,86745,91870,178615
2031,86408,91717,178125
2032,86021,91506,177527
2033,85597,91251,176848
2034,85130,90939,176069
2035,84709,90670,175379
2036,84232,90345,174577
2037,83716,89969,173685
2038,83167,89537,172704
2039,82577,89053,171630
2040,81945,88513,170458
2041,81275,87926,169201
2042,80571,87292,167863
2043,79841,86605,166446
2044,79078,85869,164947
2045,78369,85197,163566
2046,77634,84478,162112
2047,76870,83711,160581
2048,76072,82892,158964
2049,75249,82028,157277
2050,74409,81143,155552
2051,73545,80210,153755
2052,72664,79264,151928
2053,71762,78295,150057
2054,70850,77306,148156
2055,69984,76386,146370
2056,69106,75449,144555
2057,68208,74507,142715
2058,67293,73539,140832
2059,66363,72549,138912
2060,65421,71549,136970
2061,64472,70525,134997
2062,63507,69496,133003
2063,62535,68454,130989
2064,61556,67392,128948
2065,60623,66394,127017
