year,male,female,total
2019,184236,184819,369055
2020,183786,184797,368583
2021,183341,184768,368109
2022,182841,184674,367515
2023,182290,184517,366807
2024,181694,184307,366001
2025,181156,184152,365308
2026,180553,183940,364493
2027,179889,183646,363535
2028,179135,183269,362404
2029,178292,182809,361101
2030,177358,182246,359604
2031,176326,181580,357906
2032,175190,180811,356001
2033,173945,179930,353875
2034,172598,178937,351535
2035,171341,178057,349398
2036,169976,177061,347037
2037,168509,175958,344467
2038,166949,174735,341684
2039,165294,173398,338692
2040,163533,171959,335492
2041,161701,170420,332121
2042,159809,168792,328601
2043,157847,167071,324918
2044,155824,165260,321084
2045,153935,163598,317533
2046,151997,161844,313841
2047,149996,159981,309977
2048,147954,158031,305985
2049,145878,155994,301872
2050,143785,153913,297698
2051,141680,151775,293455
2052,139561,149592,289153
2053,137449,147399,284848
2054,135351,145204,280555
2055,133397,143165,276562
2056,131435,141098,272533
2057,129483,139030,268513
2058,127530,136933,264463
2059,125569,134834,260403
2060,123629,132720,256349
2061,121684,130618,252302
2062,119746,128505,248251
2063,117813,126401,244214
2064,115888,124304,240192
2065,114060,122326,236386
