year,male,female,total
2019,1114438,1130621,2245059
2020,1115068,1133851,2248919
2021,1115489,1136865,2252354
2022,1115585,1139504,2255089
2023,1115326,1141748,2257074
2024,1114711,1143582,2258293
2025,1114299,1145554,2259853
2026,1113564,1147165,2260729
2027,1112481,1148385,2260866
2028,1110942,1149116,2260058
2029,1108951,1149346,2258297
2030,1106471,1149044,2255515
2031,1103530,1148222,2251752
2032,1100102,1146863,2246965
2033,1096184,1144958,2241142
2034,1091743,1142489,2234232
2035,1087778,1140521,2228299
2036,1083244,1137958,2221202
2037,1078196,1134828,2213024
2038,1072655,1131139,2203794
2039,1066646,1126907,2193553
2040,1060118,1122072,2182190
2041,1053141,1116698,2169839
2042,1045792,1110818,2156610
2043,1038058,1104419,2142477
2044,1029963,1097524,2127487
2045,1022444,1091287,2113731
2046,1014521,1084471,2098992
2047,1006181,1077043,2083224
2048,997469,1069046,2066515
2049,988372,1060457,2048829
2050,978955,1051413,2030368
2051,969163,1041763,2010926
2052,959011,1031671,1990682
2053,948578,1021182,1969760
2054,937861,1010309,1948170
2055,927735,1000171,1927906
2056,917336,989612,1906948
2057,906681,978738,1885419
2058,895758,967462,1863220
2059,884605,955807,1840412
2060,873268,943876,1817144
2061,861782,931668,1793450
2062,850115,919192,1769307
2063,838310,906461,1744771
2064,826410,893590,1720000
2065,815001,881370,1696371
