year,male,female,total
2019,937700,943504,1881204
2020,936205,943857,1880062
2021,934430,943968,1878398
2022,932300,943726,1876026
2023,929801,943117,1872918
2024,926943,942146,1869089
2025,924301,941409,1865710
2026,921321,940327,1861648
2027,917982,938901,1856883
2028,914215,937050,1851265
2029,910033,934786,1844819
2030,905400,932076,1837476
2031,900341,928943,1829284
2032,894864,925409,1820273
2033,888962,921451,1810413
2034,882620,917031,1799651
2035,876821,913240,1790061
2036,870555,908977,1779532
2037,863879,904256,1768135
2038,856817,899110,1755927
2039,849369,893497,1742866
2040,841527,887417,1728944
2041,833341,880892,1714233
2042,824864,873983,1698847
2043,816099,866642,1682741
2044,807053,858871,1665924
2045,798639,851823,1650462
2046,789967,844322,1634289
2047,780998,836296,1617294
2048,771760,827778,1599538
2049,762279,818825,1581104
2050,752659,809595,1562254
2051,742831,799915,1542746
2052,732906,790033,1522939
2053,722889,779931,1502820
2054,712797,769643,1482440
2055,703313,760018,1463331
2056,693715,750157,1443872
2057,684040,740148,1424188
2058,674302,729923,1404225
2059,664492,719526,1384018
2060,654644,708992,1363636
2061,644730,698334,1343064
2062,634781,687595,1322376
2063,624810,676800,1301610
2064,614833,665984,1280817
2065,605311,655785,1261096
