year,male,female,total
2019,281519,264333,545852
2020,280703,264195,544898
2021,279844,264039,543883
2022,278912,263812,542724
2023,277899,263507,541406
2024,276818,263123,539941
2025,275844,262846,538690
2026,274791,262500,537291
2027,273656,262079,535735
2028,272432,261566,533998
2029,271116,260956,532072
2030,269689,260256,529945
2031,268163,259455,527618
2032,266527,258546,525073
2033,264795,257549,522344
2034,262944,256433,519377
2035,261271,255512,516783
2036,259466,254469,513935
2037,257537,253296,510833
2038,255507,252013,507520
2039,253360,250611,503971
2040,251102,249091,500193
2041,248742,247463,496205
2042,246282,245729,492011
2043,243740,243890,487630
2044,241108,241949,483057
2045,238652,240184,478836
2046,236109,238306,474415
2047,233472,236282,469754
2048,230756,234147,464903
2049,227964,231895,459859
2050,225118,229557,454675
2051,222219,227109,449328
2052,219280,224592,443872
2053,216316,222035,438351
2054,213332,219418,432750
2055,210534,217000,427534
2056,207713,214518,422231
2057,204872,211995,416867
2058,202024,209422,411446
2059,199147,206782,405929
2060,196266,204124,400390
2061,193371,201426,394797
2062,190475,198711,389186
2063,187577,195954,383531
2064,184680,193210,377890
2065,181919,190630,372549
