cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
嘉義縣太保市太保里,1881,252,1875,258,1874,258,-7,6
嘉義縣太保市後庄里,368,56,353,49,343,43,-25,-13
嘉義縣太保市前潭里,1100,151,1077,142,1067,159,-33,8
嘉義縣太保市後潭里,1307,174,1294,177,1276,179,-31,5
嘉義縣太保市梅埔里,888,101,882,99,864,97,-24,-4
嘉義縣太保市春珠里,862,111,831,112,837,110,-25,-1
嘉義縣太保市崙頂里,610,61,598,71,577,72,-33,11
嘉義縣太保市東勢里,1503,325,1531,333,1545,352,42,27
嘉義縣太保市新埤里,952,90,937,95,907,87,-45,-3
嘉義縣太保市舊埤里,2125,248,2119,235,2182,237,57,-11
嘉義縣太保市田尾里,538,51,527,51,507,51,-31,0
嘉義縣太保市港尾里,428,25,405,18,395,27,-33,2
嘉義縣太保市過溝里,2964,417,3024,449,3013,480,49,63
嘉義縣太保市麻寮里,3989,702,3976,683,4010,692,21,-10
嘉義縣太保市南新里,1469,205,1449,201,1408,187,-61,-18
嘉義縣太保市北新里,2597,405,2593,385,2599,378,2,-27
嘉義縣太保市埤鄉里,508,61,494,60,494,55,-14,-6
嘉義縣太保市安仁里,2318,636,2385,620,2425,625,107,-11
嘉義縣朴子市安福里,1538,267,1522,277,1473,280,-65,13
嘉義縣朴子市平和里,1852,338,1854,323,1878,307,26,-31
嘉義縣朴子市內厝里,826,143,799,135,800,130,-26,-13
嘉義縣朴子市開元里,235,33,232,26,225,23,-10,-10
嘉義縣朴子市順天里,432,61,422,69,406,49,-26,-12
嘉義縣朴子市中正里,429,58,411,59,391,55,-38,-3
嘉義縣朴子市博厚里,681,142,671,147,663,151,-18,9
嘉義縣朴子市文化里,1218,188,1191,170,1145,180,-73,-8
嘉義縣朴子市永和里,1973,328,1924,328,1904,327,-69,-1
嘉義縣朴子市竹圍里,3410,664,3381,649,3349,656,-61,-8
嘉義縣朴子市新寮里,532,77,515,73,510,84,-22,7
嘉義縣朴子市双溪里,431,41,412,39,395,43,-36,2
嘉義縣朴子市溪口里,575,88,564,81,538,68,-37,-20
嘉義縣朴子市德興里,776,107,751,111,730,118,-46,11
嘉義縣朴子市仁和里,1555,384,1558,399,1606,407,51,23
嘉義縣朴子市大鄉里,2539,245,2519,253,2462,259,-77,14
嘉義縣朴子市大葛里,2456,588,2485,576,2465,541,9,-47
嘉義縣朴子市佳禾里,590,85,579,82,578,75,-12,-10
嘉義縣朴子市竹村里,850,101,831,85,825,91,-25,-10
嘉義縣朴子市崁前里,644,47,617,38,598,40,-46,-7
嘉義縣朴子市順安里,157,19,150,18,146,17,-11,-2
嘉義縣朴子市崁後里,484,35,478,35,461,34,-23,-1
嘉義縣朴子市德家里,543,44,542,42,532,39,-11,-5
嘉義縣朴子市新庄里,531,80,515,73,499,71,-32,-9
嘉義縣朴子市梅華里,663,91,670,84,653,78,-10,-13
嘉義縣朴子市松華里,779,74,764,76,756,73,-23,-1
嘉義縣朴子市南竹里,322,31,310,32,305,32,-17,1
嘉義縣布袋鎮岱江里,451,49,448,47,432,46,-19,-3
嘉義縣布袋鎮九龍里,266,20,262,16,251,12,-15,-8
嘉義縣布袋鎮岑海里,1722,207,1706,208,1698,184,-24,-23
嘉義縣布袋鎮興中里,805,79,778,79,766,79,-39,0
嘉義縣布袋鎮光復里,1212,132,1172,127,1149,124,-63,-8
嘉義縣布袋鎮見龍里,684,76,664,63,641,67,-43,-9
嘉義縣布袋鎮新厝里,527,59,500,53,475,52,-52,-7
嘉義縣布袋鎮龍江里,585,37,562,40,552,37,-33,0
嘉義縣布袋鎮新岑里,694,89,681,77,667,89,-27,0
嘉義縣布袋鎮新民里,1002,90,990,88,965,83,-37,-7
嘉義縣布袋鎮復興里,1796,176,1757,180,1706,173,-90,-3
嘉義縣布袋鎮好美里,891,110,866,107,848,111,-43,1
嘉義縣布袋鎮永安里,873,57,846,55,811,50,-62,-7
嘉義縣布袋鎮東港里,1472,123,1446,129,1417,125,-55,2
嘉義縣布袋鎮江山里,204,9,194,9,183,9,-21,0
嘉義縣布袋鎮菜舖里,265,18,257,14,238,14,-27,-4
嘉義縣布袋鎮考試里,175,11,171,10,173,10,-2,-1
嘉義縣布袋鎮振寮里,536,47,528,45,495,41,-41,-6
嘉義縣布袋鎮西安里,748,74,729,72,726,63,-22,-11
嘉義縣布袋鎮東安里,892,82,876,82,865,79,-27,-3
嘉義縣布袋鎮中安里,936,60,917,56,885,54,-51,-6
嘉義縣布袋鎮樹林里,353,36,338,33,343,32,-10,-4
嘉義縣布袋鎮貴舍里,446,26,434,22,414,20,-32,-6
嘉義縣大林鎮東林里,322,49,314,43,304,41,-18,-8
嘉義縣大林鎮西林里,1221,177,1213,184,1204,192,-17,15
嘉義縣大林鎮吉林里,650,111,623,111,619,107,-31,-4
嘉義縣大林鎮平林里,4723,711,4661,682,4601,664,-122,-47
嘉義縣大林鎮明華里,847,104,814,91,782,84,-65,-20
嘉義縣大林鎮明和里,1456,175,1450,177,1413,192,-43,17
嘉義縣大林鎮排路里,403,25,394,25,386,21,-17,-4
嘉義縣大林鎮西結里,483,49,466,51,451,38,-32,-11
嘉義縣大林鎮湖北里,404,39,395,34,389,30,-15,-9
嘉義縣大林鎮大糖里,123,7,119,5,121,9,-2,2
嘉義縣大林鎮大美里,1183,138,1139,133,1122,130,-61,-8
嘉義縣大林鎮過溪里,1025,110,995,105,970,95,-55,-15
嘉義縣大林鎮中坑里,846,84,862,83,859,82,13,-2
嘉義縣大林鎮上林里,521,43,515,47,496,44,-25,1
嘉義縣大林鎮中林里,1165,136,1136,128,1103,131,-62,-5
嘉義縣大林鎮三和里,1489,168,1482,177,1443,181,-46,13
嘉義縣大林鎮溝背里,617,68,609,66,605,63,-12,-5
嘉義縣大林鎮義和里,485,50,466,49,461,41,-24,-9
嘉義縣大林鎮內林里,422,55,414,49,417,48,-5,-7
嘉義縣大林鎮三角里,578,87,569,76,560,63,-18,-24
嘉義縣大林鎮三村里,635,85,615,88,598,83,-37,-2
嘉義縣民雄鄉東榮村,1723,237,1728,231,1646,233,-77,-4
嘉義縣民雄鄉中樂村,1142,189,1115,181,1089,163,-53,-26
嘉義縣民雄鄉西安村,2649,447,2615,454,2566,419,-83,-28
嘉義縣民雄鄉寮頂村,1679,259,1651,249,1640,242,-39,-17
嘉義縣民雄鄉福權村,1253,182,1236,183,1215,180,-38,-2
嘉義縣民雄鄉東湖村,1423,163,1383,164,1349,149,-74,-14
嘉義縣民雄鄉頂崙村,1100,112,1090,120,1096,124,-4,12
嘉義縣民雄鄉菁埔村,1299,148,1260,131,1233,142,-66,-6
嘉義縣民雄鄉中和村,721,129,719,143,712,138,-9,9
嘉義縣民雄鄉平和村,660,62,653,61,633,69,-27,7
嘉義縣民雄鄉西昌村,637,88,637,100,628,99,-9,11
嘉義縣民雄鄉豊收村,1608,178,1609,183,1603,176,-5,-2
嘉義縣民雄鄉三興村,1088,158,1077,162,1069,162,-19,4
嘉義縣民雄鄉東興村,362,36,349,40,349,37,-13,1
嘉義縣民雄鄉鎮北村,842,90,860,86,917,99,75,9
嘉義縣民雄鄉興中村,1436,176,1407,184,1371,181,-65,5
嘉義縣民雄鄉興南村,2324,250,2273,261,2202,250,-122,0
嘉義縣民雄鄉福興村,1599,144,1577,139,1555,127,-44,-17
嘉義縣民雄鄉文隆村,1966,235,1903,226,1889,226,-77,-9
嘉義縣民雄鄉山中村,2770,357,2708,344,2646,335,-124,-22
嘉義縣民雄鄉中央村,1004,90,988,91,953,86,-51,-4
嘉義縣民雄鄉北斗村,4408,644,4408,643,4374,593,-34,-51
嘉義縣民雄鄉双福村,2048,256,2015,227,2041,228,-7,-28
嘉義縣民雄鄉大崎村,1873,160,1822,166,1748,166,-125,6
嘉義縣民雄鄉秀林村,2028,178,1985,184,1985,200,-43,22
嘉義縣民雄鄉松山村,1329,160,1307,151,1288,147,-41,-13
嘉義縣民雄鄉金興村,2388,216,2327,217,2252,198,-136,-18
嘉義縣民雄鄉福樂村,5660,857,5706,879,5705,851,45,-6
嘉義縣溪口鄉溪東村,896,96,868,92,837,78,-59,-18
嘉義縣溪口鄉溪西村,455,46,432,45,419,44,-36,-2
嘉義縣溪口鄉溪北村,457,52,449,61,424,57,-33,5
嘉義縣溪口鄉游東村,701,79,677,81,658,76,-43,-3
嘉義縣溪口鄉游西村,430,46,431,46,411,42,-19,-4
嘉義縣溪口鄉柴林村,556,51,546,48,530,53,-26,2
嘉義縣溪口鄉林腳村,580,48,569,43,563,30,-17,-18
嘉義縣溪口鄉美南村,812,45,780,44,767,46,-45,1
嘉義縣溪口鄉美北村,741,54,703,54,690,64,-51,10
嘉義縣溪口鄉本厝村,658,52,637,57,601,54,-57,2
嘉義縣溪口鄉柳溝村,942,94,931,88,921,98,-21,4
嘉義縣溪口鄉疊溪村,799,97,793,92,748,80,-51,-17
嘉義縣溪口鄉妙崙村,479,56,462,52,456,51,-23,-5
嘉義縣溪口鄉坪頂村,641,66,615,63,614,65,-27,-1
嘉義縣新港鄉宮前村,1727,284,1719,261,1711,262,-16,-22
嘉義縣新港鄉宮後村,1136,144,1108,134,1101,132,-35,-12
嘉義縣新港鄉大興村,1088,137,1055,140,1033,140,-55,3
嘉義縣新港鄉福德村,1201,198,1195,190,1197,191,-4,-7
嘉義縣新港鄉古民村,1030,103,1030,102,1051,109,21,6
嘉義縣新港鄉中庄村,1171,117,1161,117,1143,110,-28,-7
嘉義縣新港鄉大潭村,1159,133,1174,138,1147,128,-12,-5
嘉義縣新港鄉西庄村,672,88,681,81,671,78,-1,-10
嘉義縣新港鄉埤子村,366,46,369,45,361,38,-5,-8
嘉義縣新港鄉南崙村,652,66,637,56,602,53,-50,-13
嘉義縣新港鄉北崙村,353,50,339,48,333,45,-20,-5
嘉義縣新港鄉海瀛村,335,44,322,43,313,44,-22,0
嘉義縣新港鄉月眉村,1226,120,1186,124,1154,120,-72,0
嘉義縣新港鄉月潭村,1199,125,1169,124,1133,119,-66,-6
嘉義縣新港鄉溪北村,950,100,937,102,904,88,-46,-12
嘉義縣新港鄉三間村,1249,171,1268,149,1297,139,48,-32
嘉義縣新港鄉中洋村,747,86,728,73,733,73,-14,-13
嘉義縣新港鄉菜公村,727,106,691,103,664,91,-63,-15
嘉義縣新港鄉安和村,685,87,681,77,662,67,-23,-20
嘉義縣新港鄉潭大村,830,111,821,107,797,108,-33,-3
嘉義縣新港鄉南港村,732,84,724,83,708,76,-24,-8
嘉義縣新港鄉板頭村,397,36,389,37,383,38,-14,2
嘉義縣新港鄉共和村,603,72,586,76,581,69,-22,-3
嘉義縣六腳鄉蒜頭村,763,95,744,87,727,82,-36,-13
嘉義縣六腳鄉蒜東村,555,46,537,46,521,41,-34,-5
嘉義縣六腳鄉蒜南村,615,46,592,49,568,44,-47,-2
嘉義縣六腳鄉工廠村,117,4,111,6,106,3,-11,-1
嘉義縣六腳鄉灣南村,870,91,836,74,814,74,-56,-17
嘉義縣六腳鄉灣北村,844,88,805,82,793,81,-51,-7
嘉義縣六腳鄉雙涵村,608,56,597,62,578,51,-30,-5
嘉義縣六腳鄉塗師村,425,32,400,34,392,40,-33,8
嘉義縣六腳鄉三義村,513,37,505,38,488,38,-25,1
嘉義縣六腳鄉港美村,491,30,465,30,443,26,-48,-4
嘉義縣六腳鄉豐美村,780,106,764,98,750,96,-30,-10
嘉義縣六腳鄉六斗村,689,68,679,53,643,49,-46,-19
嘉義縣六腳鄉崙陽村,741,55,715,52,696,49,-45,-6
嘉義縣六腳鄉蘇厝村,1049,82,1027,81,1001,84,-48,2
嘉義縣六腳鄉竹本村,378,35,369,30,359,27,-19,-8
嘉義縣六腳鄉永賢村,275,22,259,18,259,15,-16,-7
嘉義縣六腳鄉魚寮村,390,12,370,17,367,15,-23,3
嘉義縣六腳鄉潭墘村,587,57,576,48,560,50,-27,-7
嘉義縣六腳鄉正義村,945,51,926,52,905,51,-40,0
嘉義縣六腳鄉溪厝村,378,30,370,24,355,26,-23,-4
嘉義縣六腳鄉六腳村,447,51,446,50,442,51,-5,0
嘉義縣六腳鄉六南村,343,28,334,30,325,26,-18,-2
嘉義縣六腳鄉崩山村,398,23,388,27,378,26,-20,3
嘉義縣六腳鄉古林村,410,28,394,28,378,27,-32,-1
嘉義縣六腳鄉更寮村,403,31,387,31,372,36,-31,5
嘉義縣東石鄉東石村,1480,179,1471,170,1448,158,-32,-21
嘉義縣東石鄉猿樹村,699,77,676,77,685,72,-14,-5
嘉義縣東石鄉型厝村,1013,81,1012,89,979,83,-34,2
嘉義縣東石鄉塭港村,1293,181,1256,161,1238,147,-55,-34
嘉義縣東石鄉三家村,829,78,808,71,804,66,-25,-12
嘉義縣東石鄉永屯村,524,40,516,34,504,30,-20,-10
嘉義縣東石鄉海埔村,232,18,227,18,223,20,-9,2
嘉義縣東石鄉龍港村,569,44,564,46,547,45,-22,1
嘉義縣東石鄉副瀨村,606,62,588,57,585,55,-21,-7
嘉義縣東石鄉下揖村,484,45,465,39,451,32,-33,-13
嘉義縣東石鄉頂揖村,240,16,232,9,219,10,-21,-6
嘉義縣東石鄉溪下村,690,52,678,51,650,53,-40,1
嘉義縣東石鄉港墘村,859,96,834,92,822,94,-37,-2
嘉義縣東石鄉蔦松村,578,47,576,43,557,42,-21,-5
嘉義縣東石鄉圍潭村,444,46,422,40,395,39,-49,-7
嘉義縣東石鄉洲仔村,602,66,584,60,565,58,-37,-8
嘉義縣東石鄉東崙村,450,41,451,39,440,33,-10,-8
嘉義縣東石鄉西崙村,807,81,785,81,768,75,-39,-6
嘉義縣東石鄉塭仔村,642,66,634,65,628,49,-14,-17
嘉義縣東石鄉網寮村,900,92,878,80,865,69,-35,-23
嘉義縣東石鄉掌潭村,559,39,545,39,541,38,-18,-1
嘉義縣東石鄉港口村,181,15,179,13,166,10,-15,-5
嘉義縣東石鄉鰲鼓村,933,97,899,91,873,85,-60,-12
嘉義縣義竹鄉岸腳村,436,41,412,38,392,36,-44,-5
嘉義縣義竹鄉義竹村,1009,97,977,118,932,128,-77,31
嘉義縣義竹鄉六桂村,782,62,761,49,739,63,-43,1
嘉義縣義竹鄉仁里村,586,58,568,49,537,50,-49,-8
嘉義縣義竹鄉傳芳村,558,58,548,65,539,63,-19,5
嘉義縣義竹鄉頭竹村,800,70,776,58,758,65,-42,-5
嘉義縣義竹鄉五厝村,241,19,230,19,222,23,-19,4
嘉義縣義竹鄉中平村,243,17,241,13,227,14,-16,-3
嘉義縣義竹鄉埤前村,509,37,488,40,472,39,-37,2
嘉義縣義竹鄉平溪村,304,32,306,30,296,25,-8,-7
嘉義縣義竹鄉後鎮村,285,26,270,26,264,23,-21,-3
嘉義縣義竹鄉北華村,460,34,440,29,431,26,-29,-8
嘉義縣義竹鄉新店村,1070,105,1055,105,1025,101,-45,-4
嘉義縣義竹鄉東過村,621,51,607,42,588,40,-33,-11
嘉義縣義竹鄉西過村,590,39,555,34,544,32,-46,-7
嘉義縣義竹鄉官和村,620,60,611,57,593,62,-27,2
嘉義縣義竹鄉官順村,320,32,311,35,302,37,-18,5
嘉義縣義竹鄉新富村,355,13,340,13,321,14,-34,1
嘉義縣義竹鄉東光村,455,48,446,48,431,45,-24,-3
嘉義縣義竹鄉東榮村,220,13,212,12,206,14,-14,1
嘉義縣義竹鄉龍蛟村,360,19,336,15,317,15,-43,-4
嘉義縣義竹鄉溪洲村,353,20,356,21,344,16,-9,-4
嘉義縣鹿草鄉後寮村,356,31,353,30,341,26,-15,-5
嘉義縣鹿草鄉鹿東村,390,47,381,48,370,49,-20,2
嘉義縣鹿草鄉鹿草村,901,81,888,84,885,80,-16,-1
嘉義縣鹿草鄉西井村,968,101,949,92,922,99,-46,-2
嘉義縣鹿草鄉豊稠村,599,39,605,40,577,40,-22,1
嘉義縣鹿草鄉重寮村,626,50,612,51,594,49,-32,-1
嘉義縣鹿草鄉施家村,280,15,268,17,254,21,-26,6
嘉義縣鹿草鄉下潭村,479,50,464,45,464,47,-15,-3
嘉義縣鹿草鄉光潭村,669,70,635,58,615,58,-54,-12
嘉義縣鹿草鄉碧潭村,594,43,565,35,562,32,-32,-11
嘉義縣鹿草鄉松竹村,635,51,609,52,597,52,-38,1
嘉義縣鹿草鄉竹山村,631,48,608,47,593,55,-38,7
嘉義縣鹿草鄉後堀村,819,69,780,66,748,67,-71,-2
嘉義縣鹿草鄉三角村,986,99,980,94,939,91,-47,-8
嘉義縣鹿草鄉下麻村,401,33,392,35,384,31,-17,-2
嘉義縣水上鄉水上村,3254,413,3226,422,3196,435,-58,22
嘉義縣水上鄉水頭村,1939,234,1908,216,1891,202,-48,-32
嘉義縣水上鄉大堀村,1166,141,1202,148,1164,162,-2,21
嘉義縣水上鄉大崙村,1630,187,1597,168,1557,158,-73,-29
嘉義縣水上鄉塗溝村,599,35,584,37,560,33,-39,-2
嘉義縣水上鄉粗溪村,1203,120,1178,125,1169,131,-34,11
嘉義縣水上鄉下寮村,1478,91,1463,89,1464,93,-14,2
嘉義縣水上鄉三和村,1455,184,1451,169,1419,160,-36,-24
嘉義縣水上鄉回歸村,356,37,348,38,340,31,-16,-6
嘉義縣水上鄉三鎮村,484,47,478,39,467,31,-17,-16
嘉義縣水上鄉靖和村,241,25,240,34,219,28,-22,3
嘉義縣水上鄉南和村,1020,90,999,97,969,98,-51,8
嘉義縣水上鄉龍德村,1438,176,1411,171,1374,165,-64,-11
嘉義縣水上鄉溪洲村,741,71,717,75,708,70,-33,-1
嘉義縣水上鄉柳林村,1613,165,1575,155,1567,132,-46,-33
嘉義縣水上鄉柳鄉村,1497,121,1478,126,1479,128,-18,7
嘉義縣水上鄉柳新村,1464,183,1444,181,1436,154,-28,-29
嘉義縣水上鄉寬士村,3423,206,3398,199,3328,192,-95,-14
嘉義縣水上鄉民生村,2210,92,2162,97,2139,89,-71,-3
嘉義縣水上鄉忠和村,1496,170,1441,160,1410,150,-86,-20
嘉義縣水上鄉中庄村,1347,128,1334,120,1334,132,-13,4
嘉義縣水上鄉南鄉村,702,72,704,73,697,72,-5,0
嘉義縣水上鄉三界村,698,48,680,43,663,43,-35,-5
嘉義縣水上鄉國姓村,895,74,892,68,869,62,-26,-12
嘉義縣水上鄉內溪村,924,59,916,58,894,52,-30,-7
嘉義縣水上鄉義興村,592,50,574,54,560,52,-32,2
嘉義縣中埔鄉中埔村,1408,189,1377,188,1351,200,-57,11
嘉義縣中埔鄉塩舘村,734,75,711,70,692,70,-42,-5
嘉義縣中埔鄉龍門村,636,69,614,68,591,69,-45,0
嘉義縣中埔鄉裕民村,626,56,604,56,598,67,-28,11
嘉義縣中埔鄉金蘭村,1119,127,1140,142,1124,129,5,2
嘉義縣中埔鄉富收村,2235,248,2236,258,2197,245,-38,-3
嘉義縣中埔鄉和睦村,2676,285,2669,282,2607,286,-69,1
嘉義縣中埔鄉和美村,5500,573,5443,564,5330,527,-170,-46
嘉義縣中埔鄉和興村,4486,478,4367,478,4344,487,-142,9
嘉義縣中埔鄉隆興村,1462,168,1430,151,1397,166,-65,-2
嘉義縣中埔鄉義仁村,1140,121,1134,111,1113,105,-27,-16
嘉義縣中埔鄉社口村,1592,231,1559,222,1537,229,-55,-2
嘉義縣中埔鄉灣潭村,738,72,730,64,702,50,-36,-22
嘉義縣中埔鄉石硦村,804,129,784,125,752,122,-52,-7
嘉義縣中埔鄉頂埔村,713,65,682,67,659,60,-54,-5
嘉義縣中埔鄉同仁村,1400,160,1372,161,1330,148,-70,-12
嘉義縣中埔鄉瑞豐村,574,68,551,72,539,68,-35,0
嘉義縣中埔鄉沄水村,721,92,696,87,683,75,-38,-17
嘉義縣中埔鄉三層村,508,38,491,41,480,43,-28,5
嘉義縣中埔鄉深坑村,536,70,514,67,492,65,-44,-5
嘉義縣中埔鄉東興村,272,12,262,9,261,8,-11,-4
嘉義縣中埔鄉中崙村,211,24,207,22,194,23,-17,-1
嘉義縣竹崎鄉竹崎村,1938,274,1875,270,1831,280,-107,6
嘉義縣竹崎鄉和平村,1720,284,1676,280,1652,269,-68,-15
嘉義縣竹崎鄉坑頭村,558,73,542,72,527,63,-31,-10
嘉義縣竹崎鄉沙坑村,615,52,596,54,578,43,-37,-9
嘉義縣竹崎鄉獅埜村,888,87,860,80,849,72,-39,-15
嘉義縣竹崎鄉義和村,448,39,435,39,430,36,-18,-3
嘉義縣竹崎鄉義仁村,740,84,725,71,717,66,-23,-18
嘉義縣竹崎鄉灣橋村,4045,364,3986,344,3892,330,-153,-34
嘉義縣竹崎鄉鹿滿村,1070,106,1046,118,1016,98,-54,-8
嘉義縣竹崎鄉紫雲村,1050,141,1017,130,989,131,-61,-10
嘉義縣竹崎鄉內埔村,1178,128,1145,122,1117,118,-61,-10
嘉義縣竹崎鄉昇平村,1338,148,1302,152,1280,137,-58,-11
嘉義縣竹崎鄉白杞村,442,51,422,51,404,45,-38,-6
嘉義縣竹崎鄉桃源村,723,90,704,94,688,91,-35,1
嘉義縣竹崎鄉塘興村,625,77,609,67,580,60,-45,-17
嘉義縣竹崎鄉義隆村,485,56,479,56,466,51,-19,-5
嘉義縣竹崎鄉龍山村,1329,168,1299,164,1269,155,-60,-13
嘉義縣竹崎鄉文峯村,457,42,440,42,431,39,-26,-3
嘉義縣竹崎鄉金獅村,303,29,289,25,284,22,-19,-7
嘉義縣竹崎鄉復金村,1345,176,1317,173,1289,174,-56,-2
嘉義縣竹崎鄉緞繻村,603,72,602,72,569,67,-34,-5
嘉義縣竹崎鄉仁壽村,150,7,149,15,142,16,-8,9
嘉義縣竹崎鄉中和村,563,79,546,80,532,73,-31,-6
嘉義縣竹崎鄉光華村,475,41,464,37,445,40,-30,-1
嘉義縣梅山鄉梅東村,1572,189,1531,186,1483,170,-89,-19
嘉義縣梅山鄉梅南村,598,65,577,65,565,68,-33,3
嘉義縣梅山鄉過山村,367,22,354,27,338,22,-29,0
嘉義縣梅山鄉梅北村,3324,438,3270,434,3183,425,-141,-13
嘉義縣梅山鄉圳南村,260,26,251,21,245,19,-15,-7
嘉義縣梅山鄉永興村,347,53,334,44,328,40,-19,-13
嘉義縣梅山鄉半天村,220,24,207,23,204,19,-16,-5
嘉義縣梅山鄉圳北村,424,53,394,47,368,51,-56,-2
嘉義縣梅山鄉大南村,1164,141,1139,129,1111,128,-53,-13
嘉義縣梅山鄉双溪村,420,39,395,38,375,37,-45,-2
嘉義縣梅山鄉安靖村,577,40,552,38,537,34,-40,-6
嘉義縣梅山鄉太平村,332,24,331,24,315,20,-17,-4
嘉義縣梅山鄉碧湖村,199,10,187,11,180,6,-19,-4
嘉義縣梅山鄉太興村,324,25,307,25,296,23,-28,-2
嘉義縣梅山鄉瑞峯村,500,74,499,66,484,62,-16,-12
嘉義縣梅山鄉瑞里村,431,47,417,41,410,35,-21,-12
嘉義縣梅山鄉太和村,689,64,672,63,668,59,-21,-5
嘉義縣梅山鄉龍眼村,266,15,254,17,246,15,-20,0
嘉義縣番路鄉江西村,873,72,847,65,841,65,-32,-7
嘉義縣番路鄉內甕村,293,17,283,17,274,15,-19,-2
嘉義縣番路鄉新福村,971,119,935,121,918,108,-53,-11
嘉義縣番路鄉下坑村,1368,149,1356,146,1334,143,-34,-6
嘉義縣番路鄉番路村,633,69,617,62,593,67,-40,-2
嘉義縣番路鄉民和村,636,67,618,60,595,58,-41,-9
嘉義縣番路鄉觸口村,962,125,942,125,942,113,-20,-12
嘉義縣番路鄉大湖村,426,44,406,40,395,33,-31,-11
嘉義縣番路鄉公田村,676,59,666,61,648,64,-28,5
嘉義縣番路鄉公興村,317,26,299,18,300,15,-17,-11
嘉義縣番路鄉草山村,285,20,266,23,255,23,-30,3
嘉義縣大埔鄉大埔村,1145,142,1143,138,1136,139,-9,-3
嘉義縣大埔鄉和平村,499,63,482,57,499,64,0,1
嘉義縣大埔鄉永樂村,342,61,340,59,334,48,-8,-13
嘉義縣大埔鄉茄苳村,725,71,716,74,696,74,-29,3
嘉義縣大埔鄉西興村,386,34,367,34,360,31,-26,-3
嘉義縣阿里山鄉中山村,268,34,261,34,255,25,-13,-9
嘉義縣阿里山鄉中正村,134,13,110,10,112,7,-22,-6
嘉義縣阿里山鄉香林村,79,6,69,7,69,10,-10,4
嘉義縣阿里山鄉十字村,194,24,193,23,199,24,5,0
嘉義縣阿里山鄉來吉村,245,38,243,38,229,36,-16,-2
嘉義縣阿里山鄉豐山村,249,33,248,27,233,21,-16,-12
嘉義縣阿里山鄉達邦村,678,113,666,110,662,101,-16,-12
嘉義縣阿里山鄉樂野村,811,147,806,140,782,142,-29,-5
嘉義縣阿里山鄉里佳村,204,34,196,34,191,37,-13,3
嘉義縣阿里山鄉山美村,410,93,417,91,409,83,-1,-10
嘉義縣阿里山鄉新美村,239,44,233,41,232,40,-7,-4
嘉義縣阿里山鄉茶山村,194,32,197,36,200,36,6,4
