cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
基隆市中正區德義里,458,62,446,63,428,65,-30,3
基隆市中正區正義里,810,66,795,68,763,84,-47,18
基隆市中正區信義里,609,52,584,54,559,55,-50,3
基隆市中正區義重里,718,68,709,77,677,65,-41,-3
基隆市中正區港通里,822,86,783,76,769,80,-53,-6
基隆市中正區中船里,867,102,849,95,812,98,-55,-4
基隆市中正區正船里,865,92,843,84,812,76,-53,-16
基隆市中正區入船里,543,75,518,57,481,53,-62,-22
基隆市中正區中砂里,1127,89,1119,91,1118,94,-9,5
基隆市中正區正砂里,1692,164,1629,155,1592,142,-100,-22
基隆市中正區真砂里,940,81,917,92,890,89,-50,8
基隆市中正區砂灣里,1431,136,1395,118,1406,127,-25,-9
基隆市中正區建國里,1386,190,1342,197,1319,194,-67,4
基隆市中正區中濱里,920,84,891,80,851,72,-69,-12
基隆市中正區海濱里,870,92,845,94,815,88,-55,-4
基隆市中正區社寮里,1276,157,1223,149,1181,137,-95,-20
基隆市中正區和憲里,736,98,719,97,694,82,-42,-16
基隆市中正區平寮里,899,83,858,87,820,86,-79,3
基隆市中正區八斗里,1080,124,1033,111,1012,112,-68,-12
基隆市中正區碧砂里,980,82,944,76,900,78,-80,-4
基隆市中正區長潭里,315,31,309,30,306,33,-9,2
基隆市中正區砂子里,4382,566,4497,598,4528,573,146,7
基隆市中正區中正里,1178,79,1129,74,1103,88,-75,9
基隆市中正區正濱里,688,39,655,37,620,32,-68,-7
基隆市中正區新豐里,4763,648,4759,632,4744,637,-19,-11
基隆市中正區新富里,4322,462,4273,439,4212,431,-110,-31
基隆市七堵區長興里,2830,393,2761,393,2740,388,-90,-5
基隆市七堵區正光里,1818,314,1782,309,1789,298,-29,-16
基隆市七堵區富民里,2666,384,2576,379,2504,369,-162,-15
基隆市七堵區永平里,1328,209,1310,208,1290,200,-38,-9
基隆市七堵區永安里,1664,225,1642,236,1636,231,-28,6
基隆市七堵區八德里,1165,183,1132,177,1095,174,-70,-9
基隆市七堵區自強里,849,122,872,135,856,145,7,23
基隆市七堵區六堵里,1882,168,1870,170,1819,169,-63,1
基隆市七堵區泰安里,3544,410,3510,414,3455,398,-89,-12
基隆市七堵區堵北里,2862,442,2915,442,2882,419,20,-23
基隆市七堵區堵南里,1703,203,1638,188,1631,170,-72,-33
基隆市七堵區瑪南里,309,41,299,34,286,33,-23,-8
基隆市七堵區瑪東里,218,8,215,8,203,9,-15,1
基隆市七堵區瑪西里,267,14,259,10,247,14,-20,0
基隆市七堵區友一里,1455,106,1447,109,1443,112,-12,6
基隆市七堵區友二里,297,26,282,23,276,21,-21,-5
基隆市七堵區正明里,1418,247,1390,244,1345,227,-73,-20
基隆市七堵區百福里,5164,794,5048,756,4944,734,-220,-60
基隆市七堵區實踐里,3132,434,3079,420,2980,427,-152,-7
基隆市七堵區長安里,2068,245,2062,256,2014,252,-54,7
基隆市暖暖區八西里,1107,145,1074,139,1031,127,-76,-18
基隆市暖暖區八堵里,449,52,464,54,448,52,-1,0
基隆市暖暖區八南里,558,61,563,63,546,55,-12,-6
基隆市暖暖區過港里,2881,355,2835,348,2767,333,-114,-22
基隆市暖暖區碇內里,2138,322,2107,331,2070,309,-68,-13
基隆市暖暖區碇和里,2332,292,2279,279,2264,284,-68,-8
基隆市暖暖區暖同里,1992,227,1936,219,1887,226,-105,-1
基隆市暖暖區暖暖里,2130,261,2060,260,1968,262,-162,1
基隆市暖暖區暖東里,329,41,318,31,307,29,-22,-12
基隆市暖暖區暖西里,3789,547,3792,551,3786,545,-3,-2
基隆市暖暖區八中里,355,36,329,35,298,34,-57,-2
基隆市暖暖區碇安里,4108,494,3984,496,3941,484,-167,-10
基隆市暖暖區碇祥里,4917,677,4896,666,4882,689,-35,12
基隆市仁愛區林泉里,1351,429,1313,439,1260,408,-91,-21
基隆市仁愛區花崗里,826,327,813,309,796,304,-30,-23
基隆市仁愛區虹橋里,1140,469,1136,491,1078,464,-62,-5
基隆市仁愛區水錦里,1329,546,1340,561,1321,564,-8,18
基隆市仁愛區智仁里,1768,744,1741,706,1703,663,-65,-81
基隆市仁愛區和明里,1303,588,1313,580,1311,603,8,15
基隆市仁愛區忠勇里,696,188,677,202,670,203,-26,15
基隆市仁愛區玉田里,701,243,688,251,685,254,-16,11
基隆市仁愛區仁德里,560,103,547,102,536,110,-24,7
基隆市仁愛區博愛里,964,180,947,172,906,166,-58,-14
基隆市仁愛區福仁里,503,32,508,40,477,31,-26,-1
基隆市仁愛區誠仁里,703,49,683,49,650,47,-53,-2
基隆市仁愛區吉仁里,1791,113,1739,97,1679,105,-112,-8
基隆市仁愛區育仁里,558,59,525,53,504,45,-54,-14
基隆市仁愛區英仁里,920,67,864,60,827,61,-93,-6
基隆市仁愛區龍門里,582,38,561,43,553,39,-29,1
基隆市仁愛區德厚里,1359,145,1330,135,1303,114,-56,-31
基隆市仁愛區曲水里,612,37,580,30,562,36,-50,-1
基隆市仁愛區崇文里,586,41,568,42,565,44,-21,3
基隆市仁愛區文安里,569,47,539,47,517,47,-52,0
基隆市仁愛區兆連里,523,59,489,62,464,68,-59,9
基隆市仁愛區獅球里,715,58,705,57,688,67,-27,9
基隆市仁愛區書院里,774,79,762,79,752,79,-22,0
基隆市仁愛區朝棟里,2079,236,2020,225,1978,206,-101,-30
基隆市仁愛區明德里,497,27,483,30,462,28,-35,1
基隆市仁愛區同風里,370,17,356,16,340,14,-30,-3
基隆市仁愛區文昌里,466,23,449,22,427,22,-39,-1
基隆市仁愛區新店里,351,48,344,50,346,57,-5,9
基隆市仁愛區光華里,1871,181,1806,165,1785,171,-86,-10
基隆市中山區新建里,539,44,529,42,517,36,-22,-8
基隆市中山區安民里,742,57,697,58,680,62,-62,5
基隆市中山區安平里,521,42,524,50,510,50,-11,8
基隆市中山區中山里,694,50,679,57,671,56,-23,6
基隆市中山區民治里,553,30,532,27,506,25,-47,-5
基隆市中山區中興里,946,99,919,94,900,81,-46,-18
基隆市中山區仁正里,593,49,556,54,543,51,-50,2
基隆市中山區健民里,811,65,802,61,769,62,-42,-3
基隆市中山區通化里,700,67,675,64,647,57,-53,-10
基隆市中山區居仁里,946,92,925,85,887,74,-59,-18
基隆市中山區通明里,1297,119,1237,110,1212,115,-85,-4
基隆市中山區協和里,1195,113,1139,103,1118,118,-77,5
基隆市中山區文化里,996,93,960,86,948,82,-48,-11
基隆市中山區仙洞里,401,58,400,42,383,40,-18,-18
基隆市中山區太白里,656,69,624,61,605,61,-51,-8
基隆市中山區西榮里,474,26,462,31,443,26,-31,0
基隆市中山區西華里,549,67,545,62,535,63,-14,-4
基隆市中山區西定里,661,71,648,71,643,68,-18,-3
基隆市中山區西康里,1190,101,1150,99,1098,96,-92,-5
基隆市中山區德和里,4180,490,4034,457,3940,434,-240,-56
基隆市中山區中和里,4688,551,4554,546,4466,525,-222,-26
基隆市中山區德安里,3115,337,3058,338,3024,331,-91,-6
基隆市中山區和平里,306,30,286,26,274,25,-32,-5
基隆市中山區和慶里,5693,696,5611,668,5567,668,-126,-28
基隆市安樂區西川里,879,85,862,91,844,83,-35,-2
基隆市安樂區定國里,764,76,749,78,731,70,-33,-6
基隆市安樂區新西里,969,111,955,114,933,122,-36,11
基隆市安樂區定邦里,678,64,636,61,628,60,-50,-4
基隆市安樂區慈仁里,646,83,628,91,598,80,-48,-3
基隆市安樂區干城里,1475,188,1412,186,1389,191,-86,3
基隆市安樂區永康里,1491,193,1453,165,1429,169,-62,-24
基隆市安樂區嘉仁里,2419,214,2317,209,2234,209,-185,-5
基隆市安樂區安和里,575,88,575,83,566,83,-9,-5
基隆市安樂區樂一里,413,41,393,43,375,35,-38,-6
基隆市安樂區外寮里,3252,428,3184,430,3095,426,-157,-2
基隆市安樂區中崙里,1363,189,1334,189,1322,183,-41,-6
基隆市安樂區內寮里,4519,523,4444,534,4389,522,-130,-1
基隆市安樂區新崙里,3329,541,3304,521,3242,537,-87,-4
基隆市安樂區三民里,1712,307,1649,281,1611,251,-101,-56
基隆市安樂區四維里,3786,612,3684,591,3557,567,-229,-45
基隆市安樂區五福里,2546,343,2497,306,2426,286,-120,-57
基隆市安樂區六合里,3049,392,2983,384,2845,352,-204,-40
基隆市安樂區七賢里,1764,309,1691,299,1637,281,-127,-28
基隆市安樂區鶯歌里,2223,291,2170,258,2064,249,-159,-42
基隆市安樂區武崙里,3995,559,4113,600,4078,576,83,17
基隆市安樂區長樂里,2797,311,2723,304,2642,288,-155,-23
基隆市安樂區興寮里,4018,527,3997,505,3935,506,-83,-21
基隆市安樂區鶯安里,3838,598,4000,635,4038,626,200,28
基隆市安樂區壯觀里,3721,760,3751,733,3754,645,33,-115
基隆市信義區仁壽里,745,162,712,139,696,135,-49,-27
基隆市信義區仁義里,808,90,766,87,727,81,-81,-9
基隆市信義區義昭里,820,94,821,78,861,86,41,-8
基隆市信義區義幸里,1567,143,1503,127,1442,151,-125,8
基隆市信義區義民里,497,23,470,21,469,35,-28,12
基隆市信義區義和里,1072,93,1019,89,1018,92,-54,-1
基隆市信義區智慧里,537,38,515,27,501,26,-36,-12
基隆市信義區智誠里,1088,83,1063,84,1021,78,-67,-5
基隆市信義區禮儀里,1151,95,1123,92,1051,81,-100,-14
基隆市信義區禮東里,997,96,960,82,920,85,-77,-11
基隆市信義區信綠里,1532,198,1441,188,1385,193,-147,-5
基隆市信義區東光里,1306,93,1268,96,1253,96,-53,3
基隆市信義區東明里,2729,201,2693,187,2621,196,-108,-5
基隆市信義區東安里,2075,155,1989,145,1923,125,-152,-30
基隆市信義區孝岡里,1075,144,1060,145,1036,153,-39,9
基隆市信義區東信里,3258,372,3203,362,3074,337,-184,-35
基隆市信義區孝深里,3389,397,3614,418,3816,471,427,74
基隆市信義區孝賢里,2817,353,2773,366,2716,365,-101,12
基隆市信義區孝德里,2037,251,2005,242,2071,245,34,-6
基隆市信義區孝忠里,6335,1063,6425,1111,6516,1089,181,26
