cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
新北市板橋區留侯里,1155,193,1161,203,1145,222,-10,29
新北市板橋區流芳里,1053,201,1022,207,980,213,-73,12
新北市板橋區赤松里,570,114,626,125,680,140,110,26
新北市板橋區黃石里,727,187,806,214,827,217,100,30
新北市板橋區挹秀里,1284,242,1302,238,1301,289,17,47
新北市板橋區湳興里,3994,574,3908,566,3774,537,-220,-37
新北市板橋區新興里,2403,295,2384,286,2334,280,-69,-15
新北市板橋區社後里,7023,536,7034,564,7213,556,190,20
新北市板橋區香社里,3263,425,3195,411,3187,383,-76,-42
新北市板橋區中正里,3296,505,3392,552,3824,617,528,112
新北市板橋區自強里,3521,614,3456,615,3337,605,-184,-9
新北市板橋區自立里,2071,264,2043,270,2001,262,-70,-2
新北市板橋區光華里,2015,282,1983,285,1932,254,-83,-28
新北市板橋區國光里,2750,260,2685,252,2641,248,-109,-12
新北市板橋區港尾里,2236,366,2190,365,2155,362,-81,-4
新北市板橋區金華里,2970,454,2907,483,2821,459,-149,5
新北市板橋區港德里,3483,468,3393,466,3286,449,-197,-19
新北市板橋區民權里,1883,254,1804,257,1761,249,-122,-5
新北市板橋區建國里,2621,353,2546,345,2490,345,-131,-8
新北市板橋區漢生里,2907,572,2847,609,2773,630,-134,58
新北市板橋區公舘里,2801,466,2762,450,2743,483,-58,17
新北市板橋區新民里,3120,654,3084,685,2998,691,-122,37
新北市板橋區幸福里,2926,414,2876,403,2858,394,-68,-20
新北市板橋區忠誠里,2966,464,2943,532,2932,553,-34,89
新北市板橋區百壽里,1932,430,1948,465,1969,506,37,76
新北市板橋區介壽里,2180,432,2136,456,2087,473,-93,41
新北市板橋區新埔里,1541,185,1523,182,1494,175,-47,-10
新北市板橋區華江里,5522,1315,5483,1343,5407,1327,-115,12
新北市板橋區江翠里,3739,470,3768,465,3830,500,91,30
新北市板橋區純翠里,4123,607,4054,581,3962,567,-161,-40
新北市板橋區溪頭里,4531,652,4423,641,4609,641,78,-11
新北市板橋區聯翠里,2780,330,2817,330,2784,285,4,-45
新北市板橋區宏翠里,3829,518,4010,558,4112,573,283,55
新北市板橋區仁翠里,2108,252,2066,267,2028,247,-80,-5
新北市板橋區新翠里,6212,806,6194,824,6133,862,-79,56
新北市板橋區吉翠里,2869,426,2794,432,2727,414,-142,-12
新北市板橋區德翠里,5823,955,5764,908,5621,822,-202,-133
新北市板橋區滿翠里,2173,252,2165,259,2119,260,-54,8
新北市板橋區明翠里,3576,411,3501,425,3421,420,-155,9
新北市板橋區松翠里,2536,336,2495,325,2415,311,-121,-25
新北市板橋區柏翠里,3166,497,3366,497,3511,521,345,24
新北市板橋區龍翠里,3902,476,3790,459,3701,433,-201,-43
新北市板橋區華翠里,2669,520,2629,490,2538,478,-131,-42
新北市板橋區忠翠里,8089,1545,8132,1495,8040,1430,-49,-115
新北市板橋區嵐翠里,1849,251,1833,243,1769,225,-80,-26
新北市板橋區文翠里,3041,373,3004,391,2864,384,-177,11
新北市板橋區青翠里,2270,267,2238,258,2170,258,-100,-9
新北市板橋區懷翠里,4706,559,4665,582,4626,569,-80,10
新北市板橋區福翠里,956,115,953,125,971,118,15,3
新北市板橋區港嘴里,4709,547,4611,517,4516,507,-193,-40
新北市板橋區振興里,3392,357,3315,340,3248,308,-144,-49
新北市板橋區振義里,3245,350,3176,339,3127,338,-118,-12
新北市板橋區光復里,2567,320,2550,304,2509,291,-58,-29
新北市板橋區埔墘里,4917,554,4828,531,4731,478,-186,-76
新北市板橋區長壽里,2130,272,2102,277,2060,293,-70,21
新北市板橋區福壽里,2590,268,2562,287,2481,260,-109,-8
新北市板橋區海山里,5800,1449,5747,1418,5603,1389,-197,-60
新北市板橋區九如里,2161,296,2135,296,2116,298,-45,2
新北市板橋區玉光里,4037,729,4027,754,3974,772,-63,43
新北市板橋區光仁里,2113,390,2092,381,2030,366,-83,-24
新北市板橋區埤墘里,3301,775,3271,789,3222,748,-79,-27
新北市板橋區永安里,2601,438,2560,432,2599,510,-2,72
新北市板橋區雙玉里,3087,590,3046,591,3076,574,-11,-16
新北市板橋區廣新里,2596,492,2584,514,2516,502,-80,10
新北市板橋區深丘里,6337,1627,6294,1670,6200,1680,-137,53
新北市板橋區香丘里,2742,596,2715,623,2698,651,-44,55
新北市板橋區西安里,2016,335,1991,349,1936,363,-80,28
新北市板橋區東丘里,3393,633,3354,604,3265,613,-128,-20
新北市板橋區長安里,3490,873,3428,854,3342,828,-148,-45
新北市板橋區福丘里,3570,769,3620,797,3529,766,-41,-3
新北市板橋區福祿里,2897,505,2876,480,2856,500,-41,-5
新北市板橋區民族里,3308,1037,3235,1033,3275,1039,-33,2
新北市板橋區國泰里,2647,465,2636,459,2601,427,-46,-38
新北市板橋區福德里,3757,565,3706,524,3582,500,-175,-65
新北市板橋區景星里,2564,366,2570,354,2505,333,-59,-33
新北市板橋區福星里,2613,400,2605,380,2570,343,-43,-57
新北市板橋區鄉雲里,2850,381,2842,372,2778,345,-72,-36
新北市板橋區廣德里,5141,863,5054,844,4931,798,-210,-65
新北市板橋區大豐里,3420,485,3354,489,3275,455,-145,-30
新北市板橋區重慶里,6723,1020,6582,989,6481,977,-242,-43
新北市板橋區仁愛里,2343,319,2266,293,2174,280,-169,-39
新北市板橋區和平里,2963,785,2967,752,3019,733,56,-52
新北市板橋區廣福里,3189,503,3136,483,3050,457,-139,-46
新北市板橋區華興里,3249,404,3207,396,3147,382,-102,-22
新北市板橋區華貴里,1902,285,1855,293,1830,269,-72,-16
新北市板橋區華德里,5507,849,5433,829,5259,780,-248,-69
新北市板橋區華東里,5824,765,5878,752,5865,776,41,11
新北市板橋區信義里,3199,430,3195,435,3135,423,-64,-7
新北市板橋區浮洲里,2948,426,2910,416,2783,393,-165,-33
新北市板橋區華中里,4175,587,4082,606,3958,574,-217,-13
新北市板橋區僑中里,3436,472,3376,475,3282,486,-154,14
新北市板橋區中山里,5086,747,5245,796,5263,779,177,32
新北市板橋區復興里,632,90,581,85,556,84,-76,-6
新北市板橋區大安里,2964,387,2937,401,2872,384,-92,-3
新北市板橋區福安里,5165,833,5472,889,5542,891,377,58
新北市板橋區聚安里,4110,567,3988,572,3891,549,-219,-18
新北市板橋區龍安里,2136,303,2076,304,2009,271,-127,-32
新北市板橋區崑崙里,7884,1274,7786,1273,7718,1237,-166,-37
新北市板橋區溪洲里,4550,732,4484,697,4390,681,-160,-51
新北市板橋區溪北里,2712,410,2688,417,2627,426,-85,16
新北市板橋區香雅里,1909,261,1862,234,1898,235,-11,-26
新北市板橋區新生里,3236,522,3163,515,3028,506,-208,-16
新北市板橋區文德里,2356,316,2308,308,2244,265,-112,-51
新北市板橋區文化里,2497,385,2490,407,2428,362,-69,-23
新北市板橋區新海里,2754,463,2693,451,2578,430,-176,-33
新北市板橋區莒光里,2073,375,2045,369,1981,334,-92,-41
新北市板橋區富貴里,1672,209,1637,212,1609,218,-63,9
新北市板橋區正泰里,2302,357,2226,331,2134,336,-168,-21
新北市板橋區民生里,1697,287,1650,302,1626,315,-71,28
新北市板橋區後埔里,2727,418,2688,400,2651,366,-76,-52
新北市板橋區華福里,1538,221,1506,188,1437,177,-101,-44
新北市板橋區堂春里,3500,565,3435,560,3319,551,-181,-14
新北市板橋區成和里,5473,943,5549,945,5578,950,105,7
新北市板橋區光榮里,1873,243,1859,259,1822,257,-51,14
新北市板橋區民安里,1429,278,1429,299,1404,319,-25,41
新北市板橋區陽明里,2008,244,1956,241,1891,242,-117,-2
新北市板橋區朝陽里,2519,342,2469,350,2415,365,-104,23
新北市板橋區松柏里,1744,201,1686,189,1646,172,-98,-29
新北市板橋區文聖里,3063,421,3041,407,3005,408,-58,-13
新北市板橋區居仁里,2583,331,2848,421,2940,464,357,133
新北市板橋區莊敬里,3215,690,3218,697,3193,696,-22,6
新北市板橋區東安里,1822,457,1775,450,1723,450,-99,-7
新北市板橋區五權里,3055,434,2974,434,2897,439,-158,5
新北市板橋區溪福里,11651,1934,11623,1858,11463,1845,-188,-89
新北市板橋區大觀里,2893,447,2844,474,2761,463,-132,16
新北市板橋區歡園里,964,106,963,113,936,121,-28,15
新北市三重區大有里,4206,520,4154,530,4022,508,-184,-12
新北市三重區二重里,1254,154,1230,129,1220,136,-34,-18
新北市三重區頂崁里,1854,216,1830,229,2002,271,148,55
新北市三重區谷王里,686,56,714,62,714,53,28,-3
新北市三重區中興里,3048,348,2998,352,2951,342,-97,-6
新北市三重區德厚里,265,16,264,18,262,17,-3,1
新北市三重區成功里,4876,754,4894,762,4965,764,89,10
新北市三重區福祉里,4273,737,4222,726,4170,734,-103,-3
新北市三重區福民里,2615,443,2584,435,2486,404,-129,-39
新北市三重區過田里,7483,760,7473,739,7489,714,6,-46
新北市三重區錦田里,1561,192,1554,200,1539,198,-22,6
新北市三重區重明里,2633,506,2760,497,2735,468,102,-38
新北市三重區光田里,3337,321,3228,303,3189,298,-148,-23
新北市三重區光陽里,4981,435,4941,423,4837,391,-144,-44
新北市三重區田心里,3154,313,3097,303,3050,300,-104,-13
新北市三重區福田里,2796,285,2733,285,2646,281,-150,-4
新北市三重區田中里,4808,800,4768,796,4648,782,-160,-18
新北市三重區田安里,4821,616,4798,590,4706,581,-115,-35
新北市三重區三民里,2542,424,2517,440,2465,444,-77,20
新北市三重區光明里,5810,943,5741,916,5678,916,-132,-27
新北市三重區光正里,2033,177,2045,182,2091,229,58,52
新北市三重區同安里,1119,129,1131,141,1102,130,-17,1
新北市三重區同慶里,1356,154,1348,161,1318,141,-38,-13
新北市三重區菜寮里,1685,262,1663,251,1652,247,-33,-15
新北市三重區永春里,1477,252,1474,227,1423,224,-54,-28
新北市三重區中正里,1063,96,1064,92,1028,101,-35,5
新北市三重區吉利里,1109,95,1077,101,1050,83,-59,-12
新北市三重區大同里,1576,128,1570,128,1552,140,-24,12
新北市三重區中民里,984,79,960,92,936,90,-48,11
新北市三重區平和里,1095,114,1107,113,1078,107,-17,-7
新北市三重區大安里,1288,148,1286,139,1249,124,-39,-24
新北市三重區仁德里,1495,146,1457,139,1408,134,-87,-12
新北市三重區忠孝里,1366,140,1354,150,1317,150,-49,10
新北市三重區仁義里,941,112,935,115,972,105,31,-7
新北市三重區光榮里,1110,107,1093,110,1067,100,-43,-7
新北市三重區光輝里,1171,123,1138,126,1120,117,-51,-6
新北市三重區福星里,855,74,922,87,912,85,57,11
新北市三重區福利里,1829,182,1826,194,1807,191,-22,9
新北市三重區清和里,3125,287,3128,283,3109,265,-16,-22
新北市三重區永興里,1019,116,998,118,1019,117,0,1
新北市三重區中山里,2096,256,2081,235,2049,230,-47,-26
新北市三重區大園里,2106,325,2092,314,2061,331,-45,6
新北市三重區國隆里,2153,251,2101,234,2044,214,-109,-37
新北市三重區重陽里,2775,352,2734,326,2704,325,-71,-27
新北市三重區民生里,3247,452,3208,431,3182,431,-65,-21
新北市三重區重新里,1052,142,1026,139,1040,116,-12,-26
新北市三重區正德里,851,124,833,120,796,114,-55,-10
新北市三重區正義里,1357,201,1333,203,1303,180,-54,-21
新北市三重區正安里,1505,178,1464,182,1450,172,-55,-6
新北市三重區自強里,1357,160,1337,159,1327,163,-30,3
新北市三重區文化里,1671,241,1618,220,1569,202,-102,-39
新北市三重區中央里,1386,170,1342,170,1332,173,-54,3
新北市三重區雙園里,741,83,732,83,698,79,-43,-4
新北市三重區錦通里,1086,106,1045,93,1007,97,-79,-9
新北市三重區錦安里,1372,129,1343,123,1303,125,-69,-4
新北市三重區長安里,1693,197,1668,201,1595,182,-98,-15
新北市三重區光華里,1546,157,1620,167,1693,166,147,9
新北市三重區長生里,699,68,696,68,654,62,-45,-6
新北市三重區開元里,1174,110,1141,113,1109,110,-65,0
新北市三重區大德里,647,61,651,61,632,63,-15,2
新北市三重區長元里,1933,200,1920,192,1860,188,-73,-12
新北市三重區長江里,1598,161,1568,151,1539,135,-59,-26
新北市三重區長泰里,1731,177,1665,166,1606,162,-125,-15
新北市三重區長福里,1215,120,1181,95,1198,95,-17,-25
新北市三重區介壽里,872,126,865,130,830,122,-42,-4
新北市三重區萬壽里,1560,129,1532,124,1503,125,-57,-4
新北市三重區錦江里,1848,163,1819,158,1797,160,-51,-3
新北市三重區龍濱里,2622,326,2567,293,2521,281,-101,-45
新北市三重區龍門里,1450,157,1433,152,1412,151,-38,-6
新北市三重區秀江里,1015,128,964,120,943,115,-72,-13
新北市三重區奕壽里,1339,143,1305,153,1280,162,-59,19
新北市三重區三安里,2002,222,1972,230,1928,231,-74,9
新北市三重區福安里,2377,260,2333,246,2275,244,-102,-16
新北市三重區信安里,1527,207,1541,204,1512,186,-15,-21
新北市三重區安慶里,1609,157,1537,156,1510,153,-99,-4
新北市三重區幸福里,3560,412,3511,401,3496,406,-64,-6
新北市三重區六合里,2875,383,2866,358,2807,350,-68,-33
新北市三重區六福里,4444,778,4442,787,4336,825,-108,47
新北市三重區順德里,1701,191,1678,187,1669,176,-32,-15
新北市三重區承德里,1344,148,1339,129,1324,132,-20,-16
新北市三重區瑞德里,1776,261,1794,261,1754,244,-22,-17
新北市三重區崇德里,2998,411,2911,371,2829,367,-169,-44
新北市三重區厚德里,2751,448,2720,422,2647,399,-104,-49
新北市三重區維德里,2185,335,2169,328,2153,309,-32,-26
新北市三重區尚德里,2336,339,2271,302,2221,290,-115,-49
新北市三重區培德里,2901,407,2850,421,2763,406,-138,-1
新北市三重區永德里,3797,564,3758,575,3681,557,-116,-7
新北市三重區永盛里,2499,447,2445,431,2388,389,-111,-58
新北市三重區永福里,4198,681,4086,669,3966,625,-232,-56
新北市三重區永清里,4193,695,4095,699,4023,652,-170,-43
新北市三重區永安里,3187,496,3165,482,3138,477,-49,-19
新北市三重區永煇里,2016,233,1970,223,1904,209,-112,-24
新北市三重區溪美里,6620,819,6645,825,6702,865,82,46
新北市三重區福隆里,3591,602,3573,587,3487,563,-104,-39
新北市三重區五常里,3279,454,3231,445,3190,429,-89,-25
新北市三重區五福里,2992,459,2995,463,2926,471,-66,12
新北市三重區仁忠里,2447,365,2391,358,2329,332,-118,-33
新北市三重區慈福里,1674,170,1664,187,1633,183,-41,13
新北市三重區慈生里,1683,196,1644,189,1605,199,-78,3
新北市三重區慈惠里,1679,193,1690,193,1658,208,-21,15
新北市三重區慈愛里,2669,306,2579,296,2498,295,-171,-11
新北市三重區慈化里,1954,270,1896,273,1891,284,-63,14
新北市三重區慈祐里,3675,497,3779,535,3780,552,105,55
新北市三重區五華里,4123,632,4057,607,3975,592,-148,-40
新北市三重區富貴里,4994,789,5032,823,4972,807,-22,18
新北市三重區富華里,2490,410,2506,424,2470,411,-20,1
新北市三重區富福里,1596,222,1575,239,1554,250,-42,28
新北市三重區碧華里,6293,984,6345,1072,6446,1135,153,151
新北市三重區五谷里,1346,125,1416,141,1425,134,79,9
新北市三重區博愛里,3659,437,3579,415,3468,416,-191,-21
新北市三重區福德里,3132,433,3150,449,3151,451,19,18
新北市三重區永吉里,2269,350,2234,351,2182,326,-87,-24
新北市三重區永發里,4645,753,4568,758,4441,712,-204,-41
新北市三重區永順里,4116,628,4046,609,3969,577,-147,-51
新北市三重區永豐里,4755,853,4662,811,4562,769,-193,-84
新北市三重區立德里,2637,336,2609,328,2506,307,-131,-29
新北市三重區福樂里,2827,407,2778,387,2766,378,-61,-29
新北市三重區仁華里,3277,460,3306,504,3228,512,-49,52
新北市三重區五順里,3153,406,3116,419,3061,386,-92,-20
新北市中和區中原里,4716,610,5125,698,5479,790,763,180
新北市中和區平河里,7325,953,7200,894,7134,865,-191,-88
新北市中和區信和里,3257,428,3215,420,3147,414,-110,-14
新北市中和區仁和里,3204,429,3088,419,2937,395,-267,-34
新北市中和區中正里,3046,402,2933,380,2848,378,-198,-24
新北市中和區建和里,2609,322,2549,307,2489,299,-120,-23
新北市中和區連和里,1835,214,1802,208,1772,198,-63,-16
新北市中和區連城里,4691,651,4704,646,4604,608,-87,-43
新北市中和區力行里,4724,632,4660,579,4569,587,-155,-45
新北市中和區枋寮里,2769,329,2800,335,2747,332,-22,3
新北市中和區漳和里,2771,366,2867,384,2857,374,86,8
新北市中和區廟美里,3266,402,3210,411,3107,407,-159,5
新北市中和區福真里,3172,337,3108,315,3029,297,-143,-40
新北市中和區福善里,3263,304,3247,309,3136,303,-127,-1
新北市中和區福美里,3313,441,3255,426,3174,415,-139,-26
新北市中和區福祥里,3858,478,3817,466,3738,451,-120,-27
新北市中和區瓦󿾨里,4216,533,4192,548,4122,541,-94,8
新北市中和區福和里,2777,297,2684,288,2635,283,-142,-14
新北市中和區佳和里,3660,460,3582,444,3533,431,-127,-29
新北市中和區安樂里,2747,258,2711,246,2643,224,-104,-34
新北市中和區安和里,2335,272,2323,279,2276,272,-59,0
新北市中和區安平里,4385,500,4279,478,4224,457,-161,-43
新北市中和區中安里,3179,307,3111,288,3043,289,-136,-18
新北市中和區泰安里,2559,250,2515,256,2486,261,-73,11
新北市中和區新南里,6357,865,6250,784,6100,719,-257,-146
新北市中和區南山里,3884,509,3805,481,3734,451,-150,-58
新北市中和區秀山里,3389,416,3320,421,3225,399,-164,-17
新北市中和區秀成里,2656,323,2589,332,2456,328,-200,5
新北市中和區秀福里,3569,365,3486,373,3423,380,-146,15
新北市中和區秀景里,4788,573,4710,552,4633,545,-155,-28
新北市中和區秀明里,3668,454,3653,455,3593,454,-75,0
新北市中和區秀峰里,3501,375,3617,368,3635,343,134,-32
新北市中和區秀仁里,2504,410,2458,400,2435,391,-69,-19
新北市中和區頂南里,2332,216,2253,236,2144,231,-188,15
新北市中和區華新里,5679,746,5615,725,5630,711,-49,-35
新北市中和區東南里,3020,312,2994,349,2884,333,-136,21
新北市中和區華南里,3862,483,3807,513,3726,486,-136,3
新北市中和區忠孝里,3543,424,3492,409,3415,381,-128,-43
新北市中和區崇南里,3248,352,3281,344,3234,329,-14,-23
新北市中和區景南里,2377,269,2321,282,2265,261,-112,-8
新北市中和區橫路里,250,17,238,16,229,17,-21,0
新北市中和區內南里,3888,471,3782,451,3721,445,-167,-26
新北市中和區壽南里,1691,228,1688,214,1715,200,24,-28
新北市中和區外南里,5624,482,5594,454,5551,452,-73,-30
新北市中和區復興里,3727,551,3637,539,3576,508,-151,-43
新北市中和區和興里,3330,440,3326,418,3244,393,-86,-47
新北市中和區景平里,4057,424,4033,405,3943,397,-114,-27
新北市中和區景新里,2627,269,2573,248,2531,241,-96,-28
新北市中和區景福里,4235,456,4204,457,4144,456,-91,0
新北市中和區景安里,3548,352,3566,382,3571,386,23,34
新北市中和區景文里,2689,318,2763,350,2757,327,68,9
新北市中和區錦和里,4384,624,4304,618,4241,594,-143,-30
新北市中和區錦昌里,1674,241,1672,249,1642,233,-32,-8
新北市中和區灰󿾨里,614,98,603,97,618,95,4,-3
新北市中和區積穗里,6413,820,6348,820,6241,796,-172,-24
新北市中和區民享里,1939,227,1890,217,1820,206,-119,-21
新北市中和區員山里,4951,1130,4975,1162,4823,1131,-128,1
新北市中和區嘉穗里,2209,289,2187,283,2135,281,-74,-8
新北市中和區文元里,3910,544,3769,536,3622,513,-288,-31
新北市中和區嘉新里,3137,362,3076,366,3015,348,-122,-14
新北市中和區民安里,3865,566,3812,545,3763,538,-102,-28
新北市中和區安穗里,3585,493,3511,471,3497,462,-88,-31
新北市中和區瑞穗里,1795,253,1764,273,1734,285,-61,32
新北市中和區明穗里,3469,518,3417,545,3292,552,-177,34
新北市中和區清穗里,2380,320,2306,305,2280,313,-100,-7
新北市中和區自強里,3930,511,3822,501,3700,475,-230,-36
新北市中和區德穗里,3374,436,3316,428,3277,396,-97,-40
新北市中和區民生里,3163,288,3146,289,3068,273,-95,-15
新北市中和區國光里,3024,333,2980,320,2881,314,-143,-19
新北市中和區壽德里,3395,525,3393,512,3380,491,-15,-34
新北市中和區明德里,2855,477,2861,460,2816,438,-39,-39
新北市中和區秀水里,2623,356,2592,344,2544,338,-79,-18
新北市中和區德行里,5143,853,5084,847,5000,807,-143,-46
新北市中和區宜安里,1361,126,1363,119,1350,126,-11,0
新北市中和區安順里,3254,320,3233,331,3104,294,-150,-26
新北市中和區秀義里,1987,260,1952,248,1916,248,-71,-12
新北市中和區秀士里,1834,180,1792,189,1750,177,-84,-3
新北市中和區興南里,2272,249,2245,244,2183,221,-89,-28
新北市中和區景本里,1559,172,1529,159,1488,159,-71,-13
新北市中和區福南里,3340,351,3268,339,3198,316,-142,-35
新北市中和區中興里,5323,924,5290,921,5162,869,-161,-55
新北市中和區吉興里,2337,328,2308,302,2255,294,-82,-34
新北市中和區中山里,2042,315,1999,311,1973,286,-69,-29
新北市中和區碧河里,3302,513,3465,511,3701,489,399,-24
新北市中和區錦中里,3296,515,3222,502,3113,487,-183,-28
新北市中和區錦盛里,3010,386,2960,390,2888,367,-122,-19
新北市中和區民有里,2097,257,2044,246,1990,198,-107,-59
新北市中和區員富里,2715,348,2704,361,2758,354,43,6
新北市中和區嘉慶里,3450,416,3396,394,3341,379,-109,-37
新北市中和區冠穗里,2590,261,2544,254,2436,226,-154,-35
新北市中和區國華里,2643,348,2576,343,2566,347,-77,-1
