cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
新竹縣竹北市斗崙里,5965,2164,6237,2233,6482,2263,517,99
新竹縣竹北市鹿場里,9364,4644,9774,4722,10224,4678,860,34
新竹縣竹北市東平里,10166,5008,10917,5377,11417,5345,1251,337
新竹縣竹北市中興里,6437,2569,7057,2906,7561,3025,1124,456
新竹縣竹北市隘口里,2175,838,2394,948,2610,1041,435,203
新竹縣竹北市東海里,2447,340,2392,353,2342,331,-105,-9
新竹縣竹北市竹北里,5711,1805,6238,1972,6640,2103,929,298
新竹縣竹北市竹仁里,7703,1860,7545,1768,7441,1720,-262,-140
新竹縣竹北市竹義里,4920,989,4943,927,4874,850,-46,-139
新竹縣竹北市泰和里,4991,1066,5011,1069,5045,1044,54,-22
新竹縣竹北市新社里,5797,1076,5790,1035,5867,1003,70,-73
新竹縣竹北市聯興里,3802,591,3728,547,3646,524,-156,-67
新竹縣竹北市麻園里,1651,250,1676,267,1652,246,1,-4
新竹縣竹北市溪州里,2015,243,2012,240,2001,233,-14,-10
新竹縣竹北市白地里,1762,231,1718,222,1732,238,-30,7
新竹縣竹北市新港里,945,127,934,116,934,105,-11,-22
新竹縣竹北市大義里,1269,174,1271,187,1262,184,-7,10
新竹縣竹北市崇義里,1549,220,1530,208,1486,195,-63,-25
新竹縣竹北市大眉里,1443,238,1433,231,1422,218,-21,-20
新竹縣竹北市尚義里,1348,148,1356,150,1364,138,16,-10
新竹縣竹北市十興里,6149,2890,6362,2932,6566,2799,417,-91
新竹縣竹北市新國里,5009,986,5083,964,5191,954,182,-32
新竹縣竹北市新庄里,857,83,852,75,833,70,-24,-13
新竹縣竹北市北崙里,3469,828,3434,813,3409,794,-60,-34
新竹縣竹北市新崙里,5305,1080,5419,1108,5427,1059,122,-21
新竹縣竹北市福德里,2563,487,2562,488,2548,478,-15,-9
新竹縣竹北市東興里,5394,1926,5934,2091,6481,2246,1087,320
新竹縣竹北市北興里,3618,1396,4324,1787,5180,2374,1562,978
新竹縣竹北市興安里,3264,871,3284,826,3378,854,114,-17
新竹縣竹北市文化里,3097,747,3097,746,3101,744,4,-3
新竹縣竹北市中崙里,5499,1889,5539,1898,5680,1961,181,72
新竹縣關西鎮東興里,324,58,318,54,315,53,-9,-5
新竹縣關西鎮西安里,1479,226,1434,224,1418,220,-61,-6
新竹縣關西鎮南雄里,520,60,509,58,500,59,-20,-1
新竹縣關西鎮北斗里,2730,439,2688,441,2671,422,-59,-17
新竹縣關西鎮仁安里,727,83,699,80,649,85,-78,2
新竹縣關西鎮北山里,537,60,537,70,524,64,-13,4
新竹縣關西鎮南山里,790,125,771,123,750,111,-40,-14
新竹縣關西鎮東安里,2968,442,2992,450,2990,437,22,-5
新竹縣關西鎮東光里,976,103,948,96,913,92,-63,-11
新竹縣關西鎮新富里,393,38,378,33,371,34,-22,-4
新竹縣關西鎮金山里,397,35,384,29,370,27,-27,-8
新竹縣關西鎮錦山里,674,77,659,79,655,72,-19,-5
新竹縣關西鎮玉山里,315,41,295,43,285,35,-30,-6
新竹縣關西鎮大同里,538,52,524,48,511,47,-27,-5
新竹縣關西鎮石光里,1318,143,1292,137,1265,132,-53,-11
新竹縣關西鎮上林里,550,78,532,70,527,68,-23,-10
新竹縣關西鎮新力里,383,22,367,20,355,23,-28,1
新竹縣關西鎮南和里,635,65,609,67,598,72,-37,7
新竹縣關西鎮東山里,619,64,601,58,584,63,-35,-1
新竹縣關西鎮南新里,601,31,571,34,568,36,-33,5
新竹縣關西鎮東平里,660,33,647,46,598,43,-62,10
新竹縣新埔鎮內立里,817,91,788,81,773,70,-44,-21
新竹縣新埔鎮寶石里,626,70,611,69,595,64,-31,-6
新竹縣新埔鎮文山里,3355,315,3350,277,3410,255,55,-60
新竹縣新埔鎮五埔里,1569,225,1553,220,1528,215,-41,-10
新竹縣新埔鎮四座里,2552,350,2518,349,2436,333,-116,-17
新竹縣新埔鎮旱坑里,1323,181,1279,166,1220,148,-103,-33
新竹縣新埔鎮田新里,1971,295,1996,305,2415,368,444,73
新竹縣新埔鎮新埔里,654,91,652,78,649,91,-5,0
新竹縣新埔鎮新生里,395,55,379,57,370,52,-25,-3
新竹縣新埔鎮新民里,776,109,753,97,730,95,-46,-14
新竹縣新埔鎮上寮里,1380,176,1387,171,1367,161,-13,-15
新竹縣新埔鎮下寮里,2000,177,1972,177,1920,167,-80,-10
新竹縣新埔鎮南平里,699,99,678,88,650,92,-49,-7
新竹縣新埔鎮北平里,459,65,450,54,443,51,-16,-14
新竹縣新埔鎮巨埔里,809,112,807,108,782,107,-27,-5
新竹縣新埔鎮照門里,1009,139,975,124,932,106,-77,-33
新竹縣新埔鎮清水里,298,22,276,18,265,13,-33,-9
新竹縣新埔鎮鹿鳴里,512,72,509,69,485,62,-27,-10
新竹縣新埔鎮新北里,401,43,385,39,382,31,-19,-12
新竹縣竹東鎮上坪里,200,27,195,23,192,20,-8,-7
新竹縣竹東鎮瑞峰里,288,24,279,21,257,12,-31,-12
新竹縣竹東鎮軟橋里,284,26,273,23,272,24,-12,-2
新竹縣竹東鎮員崠里,1781,193,1765,178,1747,180,-34,-13
新竹縣竹東鎮東寧里,2580,343,2526,332,2463,287,-117,-56
新竹縣竹東鎮上舘里,7836,1329,7795,1307,7692,1212,-144,-117
新竹縣竹東鎮大鄉里,3874,635,3860,622,3806,590,-68,-45
新竹縣竹東鎮東華里,452,69,437,61,407,54,-45,-15
新竹縣竹東鎮商華里,2454,405,2445,418,2386,380,-68,-25
新竹縣竹東鎮竹東里,896,147,887,157,868,141,-28,-6
新竹縣竹東鎮榮樂里,980,180,966,164,926,148,-54,-32
新竹縣竹東鎮鷄林里,3101,567,3045,539,2939,506,-162,-61
新竹縣竹東鎮仁愛里,2760,461,2736,438,2672,433,-88,-28
新竹縣竹東鎮五豐里,6655,1359,6520,1237,6466,1183,-189,-176
新竹縣竹東鎮三重里,5485,1074,5452,1035,5362,1056,-123,-18
新竹縣竹東鎮頭重里,3593,500,3621,512,3585,477,-8,-23
新竹縣竹東鎮員山里,1524,160,1540,157,1499,138,-25,-22
新竹縣竹東鎮柯湖里,433,48,428,38,404,47,-29,-1
新竹縣竹東鎮二重里,9253,2140,9987,2454,10055,2470,802,330
新竹縣竹東鎮中山里,1251,192,1234,188,1214,173,-37,-19
新竹縣竹東鎮中正里,1502,220,1503,203,1663,248,161,28
新竹縣竹東鎮南華里,738,123,720,118,694,103,-44,-20
新竹縣竹東鎮榮華里,5646,1224,5636,1255,5596,1226,-50,2
新竹縣竹東鎮忠孝里,1211,196,1205,191,1172,191,-39,-5
新竹縣竹東鎮陸豐里,439,89,430,81,425,78,-14,-11
新竹縣湖口鄉孝勢村,962,125,933,120,904,123,-58,-2
新竹縣湖口鄉仁勢村,644,125,642,117,633,118,-11,-7
新竹縣湖口鄉愛勢村,3023,611,2945,611,2971,604,-52,-7
新竹縣湖口鄉信勢村,4299,863,4287,827,4280,829,-19,-34
新竹縣湖口鄉中勢村,2328,603,2483,641,2600,654,272,51
新竹縣湖口鄉德盛村,4023,742,3966,743,3983,752,-40,10
新竹縣湖口鄉和興村,2366,280,2316,265,2265,244,-101,-36
新竹縣湖口鄉長嶺村,2663,486,2614,471,2557,451,-106,-35
新竹縣湖口鄉長安村,895,129,833,125,779,111,-116,-18
新竹縣湖口鄉湖口村,2272,331,2243,313,2189,305,-83,-26
新竹縣湖口鄉湖鏡村,1840,307,1796,304,1911,301,71,-6
新竹縣湖口鄉湖南村,1179,188,1138,196,1134,178,-45,-10
新竹縣湖口鄉波羅村,1925,268,1932,272,1882,272,-43,4
新竹縣湖口鄉鳳凰村,4396,544,4302,519,4258,461,-138,-83
新竹縣湖口鄉鳳山村,2685,332,2631,315,2622,323,-63,-9
新竹縣湖口鄉中興村,5325,998,5401,984,5438,983,113,-15
新竹縣湖口鄉信義村,2900,620,2946,619,3187,660,287,40
新竹縣湖口鄉中正村,2406,608,2613,616,2880,684,474,76
新竹縣湖口鄉東興村,3600,693,3587,688,3661,686,61,-7
新竹縣湖口鄉勝利村,3624,617,3655,598,3657,584,33,-33
新竹縣橫山鄉橫山村,2558,312,2476,287,2396,274,-162,-38
新竹縣橫山鄉田寮村,622,57,611,52,594,50,-28,-7
新竹縣橫山鄉南昌村,126,8,107,10,98,9,-28,1
新竹縣橫山鄉豐鄉村,130,7,124,9,121,6,-9,-1
新竹縣橫山鄉豐田村,221,37,213,30,196,28,-25,-9
新竹縣橫山鄉內灣村,653,84,621,70,614,69,-39,-15
新竹縣橫山鄉福興村,283,21,280,19,257,15,-26,-6
新竹縣橫山鄉沙坑村,636,54,626,53,610,58,-26,4
新竹縣橫山鄉新興村,1088,195,1067,196,1037,184,-51,-11
新竹縣橫山鄉大肚村,1249,190,1252,194,1253,197,4,7
新竹縣橫山鄉力行村,581,55,555,47,544,41,-37,-14
新竹縣新豐鄉福興村,857,64,841,56,841,62,-16,-2
新竹縣新豐鄉後湖村,1436,164,1419,151,1388,132,-48,-32
新竹縣新豐鄉青埔村,1496,125,1495,128,1483,130,-13,5
新竹縣新豐鄉埔和村,2249,274,2230,274,2235,257,-14,-17
新竹縣新豐鄉瑞興村,1476,167,1484,176,1507,190,31,23
新竹縣新豐鄉坡頭村,682,74,675,78,665,77,-17,3
新竹縣新豐鄉中崙村,2837,349,2787,326,2760,314,-77,-35
新竹縣新豐鄉重興村,4517,782,4445,768,4440,784,-77,2
新竹縣新豐鄉新豐村,1647,180,1629,169,1580,169,-67,-11
新竹縣新豐鄉員山村,2167,470,2183,486,2217,495,50,25
新竹縣新豐鄉松林村,3890,1164,3868,1093,3827,1050,-63,-114
新竹縣新豐鄉上坑村,1230,174,1210,167,1160,160,-70,-14
新竹縣新豐鄉鳳坑村,817,120,797,108,800,108,-17,-12
新竹縣新豐鄉忠孝村,3135,742,3100,745,3058,733,-77,-9
新竹縣新豐鄉山崎村,3493,793,3583,837,3595,832,102,39
新竹縣新豐鄉松柏村,5057,1823,5194,1819,5340,1807,283,-16
新竹縣新豐鄉崎頂村,2247,364,2249,373,2190,383,-57,19
新竹縣芎林鄉五龍村,380,43,347,45,332,47,-48,4
新竹縣芎林鄉華龍村,281,32,274,34,252,29,-29,-3
新竹縣芎林鄉秀湖村,733,70,717,60,696,59,-37,-11
新竹縣芎林鄉永興村,311,36,293,40,285,33,-26,-3
新竹縣芎林鄉石潭村,2079,245,2005,210,1970,198,-109,-47
新竹縣芎林鄉新鳳村,1204,152,1205,148,1185,152,-19,0
新竹縣芎林鄉中坑村,472,57,460,57,459,55,-13,-2
新竹縣芎林鄉水坑村,586,89,586,89,581,84,-5,-5
新竹縣芎林鄉文林村,1838,260,1819,248,1769,235,-69,-25
新竹縣芎林鄉芎林村,1205,173,1201,166,1192,149,-13,-24
新竹縣芎林鄉上山村,3620,396,3680,385,3777,412,157,16
新竹縣芎林鄉下山村,788,104,781,88,770,87,-18,-17
新竹縣寶山鄉雙溪村,2290,283,2310,285,2283,289,-7,6
新竹縣寶山鄉大崎村,1562,124,1592,136,1605,129,43,5
新竹縣寶山鄉三峰村,777,53,750,46,732,45,-45,-8
新竹縣寶山鄉新城村,879,96,863,101,843,101,-36,5
新竹縣寶山鄉深井村,636,57,607,55,599,64,-37,7
新竹縣寶山鄉寶斗村,551,46,533,45,522,43,-29,-3
新竹縣寶山鄉山湖村,424,48,412,35,393,32,-31,-16
新竹縣寶山鄉寶山村,603,70,594,62,596,65,-7,-5
新竹縣寶山鄉油田村,385,27,362,28,350,22,-35,-5
新竹縣寶山鄉雙新村,2279,232,2268,248,2233,247,-46,15
新竹縣北埔鄉北埔村,847,100,832,87,811,97,-36,-3
新竹縣北埔鄉南興村,876,91,845,90,822,89,-54,-2
新竹縣北埔鄉埔尾村,2006,272,2023,268,1959,265,-47,-7
新竹縣北埔鄉水磜村,642,76,605,62,599,56,-43,-20
新竹縣北埔鄉南埔村,254,39,243,36,245,37,-9,-2
新竹縣北埔鄉大林村,562,57,553,57,527,55,-35,-2
新竹縣北埔鄉大湖村,402,33,385,29,374,32,-28,-1
新竹縣北埔鄉南坑村,215,26,208,24,191,24,-24,-2
新竹縣北埔鄉外坪村,176,12,168,8,166,7,-10,-5
新竹縣峨眉鄉峨眉村,584,65,572,66,553,76,-31,11
新竹縣峨眉鄉中盛村,478,45,483,40,468,29,-10,-16
新竹縣峨眉鄉石井村,384,35,366,37,355,25,-29,-10
新竹縣峨眉鄉富興村,981,138,956,129,925,126,-56,-12
新竹縣峨眉鄉七星村,367,30,356,29,354,32,-13,2
新竹縣峨眉鄉湖光村,544,48,510,39,506,33,-38,-15
新竹縣尖石鄉義興村,463,76,447,69,430,56,-33,-20
新竹縣尖石鄉嘉樂村,627,99,620,94,603,95,-24,-4
新竹縣尖石鄉新樂村,1104,258,1068,237,1015,216,-89,-42
新竹縣尖石鄉梅花村,549,103,548,87,552,91,3,-12
新竹縣尖石鄉錦屏村,1085,239,1050,260,1058,258,-27,19
新竹縣尖石鄉玉峰村,1227,349,1215,341,1246,350,19,1
新竹縣尖石鄉秀巒村,1514,473,1524,466,1562,478,48,5
新竹縣五峰鄉大隘村,1138,197,1097,187,1054,201,-84,4
新竹縣五峰鄉花園村,599,94,583,93,568,87,-31,-7
新竹縣五峰鄉竹林村,320,44,298,41,287,40,-33,-4
新竹縣五峰鄉桃山村,1207,217,1152,198,1102,195,-105,-22
