cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
臺中市中區繼光里,1097,224,1067,247,1018,225,-79,1
臺中市中區大墩里,1505,494,1459,500,1414,518,-91,24
臺中市中區綠川里,1227,272,1211,270,1148,253,-79,-19
臺中市中區公園里,1011,257,946,231,948,252,-63,-5
臺中市中區光復里,1438,318,1406,331,1324,345,-114,27
臺中市中區柳川里,1346,281,1318,270,1310,273,-36,-8
臺中市中區大誠里,1785,447,1730,472,1667,456,-118,9
臺中市中區中華里,1369,435,1353,408,1378,397,9,-38
臺中市東區新庄里,2121,462,2077,428,2044,411,-77,-51
臺中市東區振興里,2382,341,2337,347,2256,317,-126,-24
臺中市東區東橋里,2885,459,2901,499,2860,482,-25,23
臺中市東區東興里,2147,303,2143,316,2108,293,-39,-10
臺中市東區干城里,1374,197,1324,178,1302,172,-72,-25
臺中市東區泉源里,1486,262,1460,262,1498,281,12,19
臺中市東區旱溪里,1889,246,1907,258,1863,258,-26,12
臺中市東區樂成里,1787,233,1765,225,1751,212,-36,-21
臺中市東區東門里,5554,952,5452,933,5364,902,-190,-50
臺中市東區十甲里,3987,658,3940,625,3939,617,-48,-41
臺中市東區東南里,2966,436,2891,397,2838,391,-128,-45
臺中市東區東勢里,1971,313,1935,301,2000,321,29,8
臺中市東區合作里,3220,555,3177,545,3125,513,-95,-42
臺中市東區富台里,1263,150,1230,155,1196,142,-67,-8
臺中市東區富仁里,3039,423,3000,389,2914,351,-125,-72
臺中市東區東信里,7375,1378,7285,1283,7196,1201,-179,-177
臺中市東區東英里,5996,834,5992,804,5907,746,-89,-88
臺中市南區城隍里,2659,393,2632,400,2541,374,-118,-19
臺中市南區國光里,2900,378,2863,374,2795,349,-105,-29
臺中市南區南門里,2653,379,2548,363,2504,338,-149,-41
臺中市南區德義里,2275,277,2258,253,2224,254,-51,-23
臺中市南區積善里,1926,247,1876,226,1838,213,-88,-34
臺中市南區江川里,2199,297,2168,286,2116,278,-83,-19
臺中市南區新榮里,3796,796,3771,759,3788,717,-8,-79
臺中市南區福興里,3096,415,3067,408,3020,389,-76,-26
臺中市南區福平里,4413,671,4324,626,4270,590,-143,-81
臺中市南區和平里,3354,576,3409,569,3490,597,136,21
臺中市南區永興里,7087,1230,7077,1210,7044,1124,-43,-106
臺中市南區樹義里,9919,2240,10311,2269,10447,2234,528,-6
臺中市南區樹德里,7402,1206,7566,1179,7538,1082,136,-124
臺中市南區西川里,3601,657,3553,624,3495,561,-106,-96
臺中市南區長春里,1358,252,1304,216,1275,216,-83,-36
臺中市南區長榮里,1861,408,1856,402,1802,391,-59,-17
臺中市南區福順里,4556,698,4569,683,4574,647,18,-51
臺中市南區平和里,2768,416,2702,421,2635,406,-133,-10
臺中市南區南和里,6472,846,6454,819,6410,835,-62,-11
臺中市南區永和里,3722,632,3657,597,3811,627,89,-5
臺中市南區工學里,5836,1218,5828,1253,5820,1185,-16,-33
臺中市南區崇倫里,4728,957,4685,947,4680,866,-48,-91
臺中市西區民生里,1378,626,1315,624,1309,647,-69,21
臺中市西區利民里,1131,477,1099,450,1066,458,-65,-19
臺中市西區三民里,1794,641,1734,582,1771,603,-23,-38
臺中市西區東昇里,1803,412,1749,417,1702,406,-101,-6
臺中市西區廣民里,1106,292,1034,256,975,231,-131,-61
臺中市西區平和里,1484,583,1463,551,1411,542,-73,-41
臺中市西區公民里,3593,510,3580,536,3470,516,-123,6
臺中市西區藍興里,3166,772,3135,744,3082,687,-84,-85
臺中市西區公舘里,4547,749,4469,706,4375,672,-172,-77
臺中市西區和龍里,1789,264,1742,238,1665,219,-124,-45
臺中市西區民龍里,2627,449,2618,461,2682,456,55,7
臺中市西區後龍里,2656,626,2661,625,2604,626,-52,0
臺中市西區安龍里,2115,280,2072,309,1983,305,-132,25
臺中市西區吉龍里,5197,803,5094,770,4981,752,-216,-51
臺中市西區昇平里,4422,666,4314,651,4252,685,-170,19
臺中市西區忠明里,4434,759,4365,745,4256,708,-178,-51
臺中市西區公正里,5277,1032,5261,1039,5148,1021,-129,-11
臺中市西區土庫里,4526,640,4480,671,4382,658,-144,18
臺中市西區忠誠里,4382,668,4242,673,4099,646,-283,-22
臺中市西區公益里,2162,347,2099,336,2040,327,-122,-20
臺中市西區中興里,2735,418,2642,414,2589,405,-146,-13
臺中市西區公平里,3871,738,3875,762,3831,772,-40,34
臺中市西區公德里,3462,621,3395,622,3286,591,-176,-30
臺中市西區双龍里,2022,328,1935,334,1902,317,-120,-11
臺中市西區大忠里,3556,690,3542,666,3449,607,-107,-83
臺中市北區光大里,1592,199,1527,180,1496,189,-96,-10
臺中市北區文莊里,2346,304,2310,303,2277,288,-69,-16
臺中市北區五常里,1115,170,1073,170,1035,161,-80,-9
臺中市北區新興里,1064,123,1015,125,983,111,-81,-12
臺中市北區新北里,1149,160,1130,142,1083,130,-66,-30
臺中市北區樂英里,1715,188,1642,188,1591,172,-124,-16
臺中市北區錦村里,2321,337,2265,315,2222,308,-99,-29
臺中市北區建成里,4701,618,4680,611,4572,613,-129,-5
臺中市北區錦洲里,2658,399,2568,380,2502,359,-156,-40
臺中市北區金華里,2001,299,1977,317,1973,320,-28,21
臺中市北區金龍里,3168,459,3130,438,3061,413,-107,-46
臺中市北區邱厝里,1807,328,1779,316,1751,312,-56,-16
臺中市北區建興里,4401,697,4330,683,4154,635,-247,-62
臺中市北區頂厝里,3236,537,3170,508,3132,482,-104,-55
臺中市北區賴厝里,4133,766,4106,732,4085,736,-48,-30
臺中市北區賴村里,3475,498,3365,476,3318,452,-157,-46
臺中市北區育德里,2852,436,2775,428,2700,414,-152,-22
臺中市北區淡溝里,3946,676,3923,657,3890,619,-56,-57
臺中市北區中達里,2058,307,2025,305,1981,265,-77,-42
臺中市北區錦祥里,2945,467,3221,508,3387,532,442,65
臺中市北區健行里,5208,913,5085,891,5061,870,-147,-43
臺中市北區明德里,4200,753,4102,770,4026,730,-174,-23
臺中市北區長青里,4960,841,4841,791,4742,773,-218,-68
臺中市北區賴明里,3023,550,2988,558,2934,551,-89,1
臺中市北區賴興里,3139,582,3049,525,3015,516,-124,-66
臺中市北區中正里,1052,474,1030,469,1003,439,-49,-35
臺中市北區六合里,1247,133,1241,127,1244,128,-3,-5
臺中市北區大湖里,1672,167,1624,158,1581,147,-91,-20
臺中市北區錦平里,1354,177,1328,167,1318,176,-36,-1
臺中市北區建德里,2494,380,2431,367,2399,351,-95,-29
臺中市北區崇德里,2806,448,2761,441,2674,397,-132,-51
臺中市北區賴旺里,3557,561,3446,507,3412,468,-145,-93
臺中市北區明新里,2137,325,2126,344,2040,319,-97,-6
臺中市北區立人里,3120,491,3081,495,3018,483,-102,-8
臺中市北區梅川里,2650,485,2692,521,2663,526,13,41
臺中市北區賴福里,3036,718,3021,708,2942,689,-94,-29
臺中市西屯區西安里,4080,855,4064,838,4260,863,180,8
臺中市西屯區西墩里,4661,1158,4832,1201,4997,1191,336,33
臺中市西屯區潮洋里,4838,699,5126,754,5294,733,456,34
臺中市西屯區龍潭里,645,150,655,142,658,129,13,-21
臺中市西屯區惠來里,11969,3440,12282,3604,12525,3668,556,228
臺中市西屯區上石里,4418,1112,4420,1115,4451,1060,33,-52
臺中市西屯區逢甲里,3657,654,3570,626,3566,639,-91,-15
臺中市西屯區鵬程里,2029,277,1991,281,1904,256,-125,-21
臺中市西屯區何安里,4147,721,4031,704,4002,695,-145,-26
臺中市西屯區何厝里,2641,426,2638,429,2596,415,-45,-11
臺中市西屯區大河里,3054,551,2997,540,2946,518,-108,-33
臺中市西屯區大石里,1461,199,1465,198,1426,182,-35,-17
臺中市西屯區大福里,2446,365,2411,352,2437,341,-9,-24
臺中市西屯區大鵬里,3906,570,3856,562,3750,526,-156,-44
臺中市西屯區港尾里,4248,783,4251,784,4151,724,-97,-59
臺中市西屯區廣福里,1996,381,1920,374,1887,373,-109,-8
臺中市西屯區林厝里,2899,662,2872,645,2819,639,-80,-23
臺中市西屯區永安里,10959,2909,11015,2932,11064,2925,105,16
臺中市西屯區福安里,2451,513,2481,509,2578,511,127,-2
臺中市西屯區協和里,3889,694,3893,676,3896,666,7,-28
臺中市西屯區何仁里,5177,848,5036,799,4888,782,-289,-66
臺中市西屯區何德里,3129,452,3092,433,3014,395,-115,-57
臺中市西屯區何源里,5577,735,5450,726,5329,692,-248,-43
臺中市西屯區西平里,4138,786,4133,786,3966,711,-172,-75
臺中市西屯區何南里,3454,543,3320,511,3238,514,-216,-29
臺中市西屯區至善里,3882,660,3860,639,3817,613,-65,-47
臺中市西屯區上安里,4600,983,4624,962,4640,937,40,-46
臺中市西屯區上德里,3497,582,3446,561,3347,522,-150,-60
臺中市西屯區逢福里,4703,848,4608,817,4503,741,-200,-107
臺中市西屯區何明里,2927,408,2851,405,2788,419,-139,11
臺中市西屯區何成里,6100,1027,5944,1004,5884,975,-216,-52
臺中市西屯區何福里,3491,545,3400,529,3345,519,-146,-26
臺中市西屯區福和里,3751,600,3685,600,3537,552,-214,-48
臺中市西屯區福中里,2862,453,2790,427,2708,416,-154,-37
臺中市西屯區福恩里,4207,740,4133,691,4115,671,-92,-69
臺中市西屯區福聯里,2791,662,2798,657,2777,689,-14,27
臺中市西屯區福瑞里,2703,674,2680,646,2658,641,-45,-33
臺中市西屯區福林里,6457,1539,6527,1570,6652,1601,195,62
臺中市西屯區福雅里,5078,1286,5024,1271,5060,1282,-18,-4
臺中市南屯區南屯里,7471,1819,7481,1793,7418,1745,-53,-74
臺中市南屯區豐樂里,9493,1643,9574,1628,9528,1621,35,-22
臺中市南屯區楓樹里,5049,857,5022,817,4950,776,-99,-81
臺中市南屯區中和里,3523,567,3441,555,3314,513,-209,-54
臺中市南屯區春社里,5553,721,5460,672,5460,652,-93,-69
臺中市南屯區春安里,702,94,731,89,1136,197,434,103
臺中市南屯區文山里,9152,2049,9904,2273,10356,2396,1204,347
臺中市南屯區新生里,1348,240,1677,310,1941,354,593,114
臺中市南屯區永定里,4257,843,4401,902,4416,900,159,57
臺中市南屯區三厝里,6283,1407,6344,1393,6546,1462,263,55
臺中市南屯區溝墘里,4499,1044,4473,1032,4380,1040,-119,-4
臺中市南屯區田心里,5258,1022,5343,1040,5330,1024,72,2
臺中市南屯區黎明里,3104,532,3066,517,2977,515,-127,-17
臺中市南屯區鎮平里,1104,150,1064,137,1012,115,-92,-35
臺中市南屯區大同里,3972,706,3949,724,3911,742,-61,36
臺中市南屯區文心里,3161,692,3187,715,3193,719,32,27
臺中市南屯區同心里,4530,798,4450,823,4386,793,-144,-5
臺中市南屯區向心里,4525,833,4503,844,4515,838,-10,5
臺中市南屯區大誠里,3014,524,2978,510,2978,506,-36,-18
臺中市南屯區大興里,3721,794,3761,769,3705,754,-16,-40
臺中市南屯區大業里,5592,1089,5531,1110,5445,1195,-147,106
臺中市南屯區惠中里,6479,1598,6549,1606,6589,1612,110,14
臺中市南屯區寶山里,4683,988,4695,1010,4686,961,3,-27
臺中市南屯區三和里,7784,1727,7959,1746,7927,1637,143,-90
臺中市南屯區三義里,5958,1370,5937,1336,5953,1304,-5,-66
臺中市北屯區北興里,2487,307,2425,294,2322,281,-165,-26
臺中市北屯區北屯里,2817,346,2790,360,2760,345,-57,-1
臺中市北屯區三光里,5777,906,5663,873,5542,859,-235,-47
臺中市北屯區平田里,4734,762,4801,792,4719,759,-15,-3
臺中市北屯區平和里,4381,844,4361,859,4260,847,-121,3
臺中市北屯區東光里,3720,511,3656,496,3626,502,-94,-9
臺中市北屯區舊社里,5013,775,5034,807,5731,907,718,132
臺中市北屯區水景里,11209,2577,11451,2583,11333,2536,124,-41
臺中市北屯區軍功里,10237,2256,10366,2224,10310,2156,73,-100
臺中市北屯區和平里,9015,2469,9375,2583,9664,2615,649,146
臺中市北屯區東山里,1534,268,1485,269,1465,259,-69,-9
臺中市北屯區民政里,743,137,734,122,729,117,-14,-20
臺中市北屯區廍子里,9536,2755,10904,3220,12376,3670,2840,915
臺中市北屯區大坑里,1666,216,1664,214,1650,218,-16,2
臺中市北屯區民德里,691,99,677,98,661,89,-30,-10
臺中市北屯區松竹里,7032,1481,7209,1531,7354,1525,322,44
臺中市北屯區仁和里,7565,1300,7495,1238,7564,1275,-1,-25
臺中市北屯區仁美里,7222,2121,7468,2230,8186,2503,964,382
臺中市北屯區四民里,1238,286,1224,278,1202,249,-36,-37
臺中市北屯區后庄里,8351,1337,8296,1271,8186,1225,-165,-112
臺中市北屯區同榮里,4411,636,4343,611,4286,606,-125,-30
臺中市北屯區仁愛里,780,84,771,91,751,89,-29,5
臺中市北屯區水湳里,5232,718,5154,703,5064,674,-168,-44
臺中市北屯區陳平里,3812,552,3788,542,3723,528,-89,-24
臺中市北屯區新平里,3246,450,3220,451,3203,423,-43,-27
臺中市北屯區平安里,4114,634,3996,635,3919,607,-195,-27
臺中市北屯區平順里,2659,429,2617,430,2580,432,-79,3
臺中市北屯區平德里,5193,1009,5080,994,4970,1007,-223,-2
臺中市北屯區松安里,4077,682,3997,673,3891,643,-186,-39
臺中市北屯區松茂里,4406,551,4295,519,4190,492,-216,-59
臺中市北屯區大德里,3978,561,3918,511,3814,500,-164,-61
臺中市北屯區松強里,5807,1395,5858,1430,5846,1430,39,35
臺中市北屯區松勇里,4392,587,4303,545,4204,536,-188,-51
臺中市北屯區北京里,2458,365,2412,367,2382,357,-76,-8
臺中市北屯區平心里,4086,692,4001,667,3958,666,-128,-26
臺中市北屯區平福里,3063,542,2978,522,2886,498,-177,-44
臺中市北屯區松和里,5434,858,5319,863,5257,855,-177,-3
臺中市北屯區平陽里,4159,738,4101,731,4026,737,-133,-1
臺中市北屯區平興里,5880,891,5894,866,5748,818,-132,-73
臺中市北屯區平昌里,3544,520,3494,504,3347,502,-197,-18
臺中市北屯區三和里,4799,669,4671,642,4555,633,-244,-36
臺中市北屯區忠平里,3331,499,3225,491,3162,483,-169,-16
臺中市豐原區豐原里,1776,237,1770,235,1703,222,-73,-15
臺中市豐原區頂街里,673,58,647,55,626,56,-47,-2
臺中市豐原區中山里,586,121,559,115,533,105,-53,-16
臺中市豐原區豐榮里,858,124,843,149,810,123,-48,-1
臺中市豐原區下街里,517,79,501,73,496,67,-21,-12
臺中市豐原區富春里,532,87,496,72,494,73,-38,-14
臺中市豐原區葫蘆里,442,101,423,94,404,94,-38,-7
臺中市豐原區豐西里,1198,107,1184,108,1156,118,-42,11
臺中市豐原區西安里,3820,881,3741,870,3628,825,-192,-56
臺中市豐原區西勢里,1658,402,1647,394,1615,379,-43,-23
臺中市豐原區東勢里,1134,246,1107,235,1071,235,-63,-11
臺中市豐原區民生里,895,204,871,200,837,187,-58,-17
臺中市豐原區大湳里,2011,296,1956,269,1921,251,-90,-45
臺中市豐原區北湳里,2376,287,2329,282,2296,271,-80,-16
臺中市豐原區東湳里,3277,593,3187,598,3127,573,-150,-20
臺中市豐原區西湳里,7442,1584,7431,1604,7434,1594,-8,10
臺中市豐原區圳寮里,970,136,946,133,932,141,-38,5
臺中市豐原區豐圳里,2688,366,2644,352,2601,368,-87,2
臺中市豐原區社皮里,8318,1431,8240,1397,8061,1339,-257,-92
臺中市豐原區三村里,5172,896,5066,895,4980,857,-192,-39
臺中市豐原區中興里,2305,392,2248,381,2202,378,-103,-14
臺中市豐原區田心里,5205,738,5120,705,4998,670,-207,-68
臺中市豐原區豐田里,8351,1404,8254,1410,8171,1357,-180,-47
臺中市豐原區鎌村里,3796,705,3726,657,3680,610,-116,-95
臺中市豐原區南陽里,8995,2283,9005,2270,8882,2211,-113,-72
臺中市豐原區陽明里,2163,619,2105,593,2092,594,-71,-25
臺中市豐原區北陽里,10750,2166,10532,2156,10324,2084,-426,-82
臺中市豐原區中陽里,4057,1360,3968,1354,3973,1301,-84,-59
臺中市豐原區東陽里,1238,182,1229,181,1213,179,-25,-3
臺中市豐原區南村里,4304,829,4318,832,4238,818,-66,-11
臺中市豐原區南田里,2542,352,2522,360,2454,324,-88,-28
臺中市豐原區南嵩里,2732,412,2622,384,2606,381,-126,-31
臺中市豐原區翁明里,1762,271,1827,275,1872,270,110,-1
臺中市豐原區翁子里,2344,361,2462,386,2567,407,223,46
臺中市豐原區翁社里,1672,229,1646,208,1589,199,-83,-30
臺中市豐原區朴子里,2645,389,2586,374,2535,356,-110,-33
臺中市東勢區北興里,984,170,988,162,948,152,-36,-18
臺中市東勢區中寧里,639,119,595,110,586,112,-53,-7
臺中市東勢區東安里,719,143,688,126,675,133,-44,-10
臺中市東勢區南平里,1365,252,1337,225,1264,209,-101,-43
臺中市東勢區延平里,1624,268,1588,267,1534,248,-90,-20
臺中市東勢區上新里,688,117,673,133,651,136,-37,19
臺中市東勢區廣興里,1031,216,1012,215,1012,200,-19,-16
臺中市東勢區泰昌里,2617,447,2579,442,2503,421,-114,-26
臺中市東勢區中嵙里,1363,177,1329,156,1303,145,-60,-32
臺中市東勢區福隆里,2938,411,2967,404,2927,381,-11,-30
臺中市東勢區隆興里,1090,125,1061,115,1022,108,-68,-17
臺中市東勢區新盛里,3831,634,3729,591,3655,577,-176,-57
臺中市東勢區詒福里,1189,163,1150,162,1144,141,-45,-22
臺中市東勢區上城里,655,92,635,88,629,87,-26,-5
臺中市東勢區下城里,591,65,573,64,555,60,-36,-5
臺中市東勢區慶東里,1365,149,1301,144,1279,128,-86,-21
臺中市東勢區慶福里,916,107,880,109,845,105,-71,-2
臺中市東勢區東新里,1454,175,1411,169,1400,182,-54,7
臺中市東勢區粵寧里,1545,166,1519,166,1481,152,-64,-14
臺中市東勢區下新里,1194,135,1184,128,1145,118,-49,-17
臺中市東勢區興隆里,894,84,870,72,850,81,-44,-3
臺中市東勢區茂興里,1356,181,1329,178,1293,154,-63,-27
臺中市東勢區泰興里,502,52,502,47,483,43,-19,-9
臺中市東勢區埤頭里,483,32,471,28,468,31,-15,-1
臺中市東勢區明正里,1028,112,1011,106,995,100,-33,-12
臺中市大甲區朝陽里,1024,304,1011,299,991,305,-33,1
臺中市大甲區大甲里,773,163,753,151,731,143,-42,-20
臺中市大甲區順天里,1141,200,1120,205,1102,200,-39,0
臺中市大甲區孔門里,592,188,589,182,553,166,-39,-22
臺中市大甲區平安里,1639,428,1601,425,1558,396,-81,-32
臺中市大甲區庄美里,1655,303,1600,282,1565,266,-90,-37
臺中市大甲區新美里,2662,545,2645,532,2605,517,-57,-28
臺中市大甲區岷山里,1646,358,1596,344,1558,345,-88,-13
臺中市大甲區中山里,3780,488,3742,482,3675,472,-105,-16
臺中市大甲區南陽里,626,96,624,103,616,85,-10,-11
臺中市大甲區薰風里,643,109,639,108,628,90,-15,-19
臺中市大甲區義和里,2633,485,2622,482,2606,474,-27,-11
臺中市大甲區武陵里,927,138,908,132,896,124,-31,-14
臺中市大甲區文曲里,840,114,811,117,794,113,-46,-1
臺中市大甲區武曲里,1454,244,1425,237,1423,262,-31,18
臺中市大甲區文武里,4237,1060,4149,994,4056,977,-181,-83
臺中市大甲區奉化里,1741,344,1712,311,1672,304,-69,-40
臺中市大甲區德化里,1490,228,1443,225,1403,224,-87,-4
臺中市大甲區江南里,1180,175,1151,163,1128,162,-52,-13
臺中市大甲區頂店里,3698,821,3628,778,3589,764,-109,-57
臺中市大甲區太白里,999,173,964,133,946,134,-53,-39
臺中市大甲區孟春里,3335,724,3267,682,3180,625,-155,-99
臺中市大甲區幸福里,2029,385,2008,349,1967,336,-62,-49
臺中市大甲區日南里,4776,957,4689,892,4611,888,-165,-69
臺中市大甲區龍泉里,1186,207,1152,195,1126,196,-60,-11
臺中市大甲區西岐里,1340,196,1304,199,1266,186,-74,-10
臺中市大甲區銅安里,1102,239,1080,213,1033,202,-69,-37
臺中市大甲區福德里,923,120,914,118,898,130,-25,10
臺中市大甲區建興里,1185,175,1174,166,1161,165,-24,-10
臺中市清水區鰲峰里,769,123,754,136,738,125,-31,2
臺中市清水區靈泉里,706,150,680,143,658,143,-48,-7
臺中市清水區清水里,1589,407,1570,412,1565,376,-24,-31
臺中市清水區文昌里,513,121,515,128,496,116,-17,-5
臺中市清水區南寧里,1312,343,1313,376,1271,390,-41,47
臺中市清水區西寧里,1205,233,1168,223,1150,214,-55,-19
臺中市清水區北寧里,467,81,469,78,454,70,-13,-11
